ORF,AA1301_3D7,AA1302_3D7,AA1303_3D7,AA1304_3D7,AA1305_3D7,AA1306_3D7,AA1307_3D7,AA1308_3D7,AA1309_3D7,AA1310_3D7,AA1311_3D7,AA1312_3D7,AA1313_3D7,AA1314_3D7,AA1315_3D7,AA1316_3D7,AA1701_3D7,AA1702_3D7,AA1703_3D7,AA1704_3D7,AA1705_3D7,AA1706_3D7,AA1707_3D7,AA1708_3D7,AA1709_3D7,AA1710_3D7,AA1711_3D7,AA1712_3D7,AA1713_3D7,AA1714_3D7,AA1715_3D7,AA1716_3D7,AS1501_3D7,AS1502_3D7,AS1503_3D7,AS1504_3D7,AS1505_3D7,AS1506_3D7,AS1507_3D7,AS1508_3D7,AS1509_3D7,AS1510_3D7,AS1511_3D7,AS1512_3D7,AS1513_3D7,AS1514_3D7,AS1515_3D7,AS1516_3D7,AS1601_3D7,AS1602_3D7,AS1603_3D7,AS1604_3D7,AS1605_3D7,AS1606_3D7,AS1607_3D7,AS1608_3D7,AS1609_3D7,AS1610_3D7,AS1611_3D7,AS1612_3D7,AS1613_3D7,AS1614_3D7,AS1615_3D7,AS1616_3D7
PF3D7_0101600,1.5484209999999998,1.629959,1.1463139999999998,0.9512940000000001,1.830745,1.66153,1.330184,1.6506150000000002,2.129169,2.401323,6.928675999999999,7.220675999999999,2.587288,1.167602,0.503544,0.49408100000000005,0.48967299999999997,1.102449,3.3033080000000004,2.076916,1.082031,1.088767,1.357696,1.511317,3.289945,3.8333239999999997,7.456508,5.635405,3.366435,1.978807,0.593336,0.191048,0.702599,1.373381,1.213792,1.547409,1.538038,2.248541,1.540227,2.298857,1.973484,4.14498,4.761475,7.508146000000001,3.2931779999999997,1.871761,0.97639,0.45329899999999995,0.596901,1.495108,1.6575819999999999,2.114309,1.0209,1.2669860000000002,1.7556770000000002,1.687891,3.405588,3.3361660000000004,4.1348139999999995,4.331358,3.7254080000000003,2.1216169999999996,0.972733,0.056451
PF3D7_0102200,19617.210916,11204.815637,6447.523357,2404.523712,1593.282005,742.769445,489.769837,289.525863,223.63339700000003,156.88620600000002,147.949196,222.61580299999997,477.53427300000004,541.854252,552.1777599999999,567.663634,22567.607622,10558.607247,4657.604028,2477.5556109999998,1273.126616,718.2491,458.76939400000003,324.694549,231.24566299999998,169.832748,148.00104299999998,258.508926,451.955254,494.29154400000004,495.166383,519.1867679999999,16692.361246,9056.806918,4520.365638,2367.391713,1271.9796820000001,784.310204,474.14946399999997,318.42539300000004,268.155892,193.297814,151.523752,248.52867700000002,634.9828110000001,688.786101,637.5971860000001,690.0856200000001,17705.799425999998,10622.906593000002,4969.683811999999,2354.907491,1294.1332869999999,941.716124,541.856073,474.63084000000003,274.686507,202.558943,218.439179,424.82187999999996,686.195972,765.741454,885.342909,1587.054158
PF3D7_0102300,27.026823999999998,2.012125,8.682533,4.742388,43.642191,10.857249000000001,15.410644,16.598686999999998,19.963835999999997,17.099999,42.254630999999996,47.275743,91.717343,125.803835,785.579038,750.798641,23.616999,5.795766,3.606413,3.26302,6.728866,23.835393,14.28599,19.674646,23.946748,18.646895,44.964602,61.68433,99.01785,127.33960400000001,754.843227,811.562108,5.0255980000000005,9.157433000000001,5.723028,7.934635000000001,11.892239,20.701632999999998,17.835928,28.886681,16.044651,26.597607,31.542786,36.284043,72.390204,79.948738,382.944613,552.7093530000001,8.212572999999999,4.4662440000000005,1.853666,11.101339,11.38369,85.838553,34.826754,44.052044,31.548431,27.885019,54.162004,62.134893000000005,77.171066,67.111322,360.36782900000003,509.62297199999995
PF3D7_0102400,4.6368540000000005,0.815793,1.057848,1.13432,1.675098,1.3423479999999999,0.8685120000000001,0.7346600000000001,1.156242,0.712643,2.586276,2.965226,3.164047,3.6405239999999996,13.570067000000002,14.851151999999999,3.714371,0.6808810000000001,1.227115,1.64527,1.054953,0.985074,0.55213,1.243593,1.1462379999999999,1.0541969999999998,2.177881,3.060114,2.692932,3.240409,11.816885000000001,14.951589000000002,1.56602,1.505714,1.944634,1.200412,1.193936,1.091197,0.797007,0.981864,0.723525,1.565549,1.430954,2.285298,3.4374860000000003,3.3426099999999996,12.237822,11.933722999999999,1.374906,1.359048,1.709875,2.273398,0.607011,2.108845,2.059793,1.368192,1.37406,1.2597770000000001,2.5388330000000003,2.55879,3.256868,3.48345,12.247311999999999,10.899523
PF3D7_0102500,219.184931,102.2063,76.02341700000001,49.745281,43.948948,16.034643,13.327670000000001,11.218757,8.029967,8.549892999999999,27.937519,40.100913,35.403996,38.143986,36.720176,48.002212,233.18648599999997,131.337783,75.806216,67.90689499999999,35.2486,25.047979,15.236772,14.059457,9.921911999999999,11.620284,28.316962,36.786849,41.147976,36.97039,31.703453999999997,41.620657,216.24227599999998,108.683105,73.59286800000001,60.633287,34.459315000000004,21.792854000000002,13.770617999999999,10.449273,9.402026,11.949627,22.515338,39.21093,49.473889,43.168565,34.899085,50.319590000000005,200.993192,139.201505,75.98116800000001,54.693307999999995,30.624915,34.341308000000005,16.637231,17.347228,10.962883999999999,13.871031,40.214086,53.204944999999995,58.50656800000001,49.868099,50.392201,90.457149
PF3D7_0102600,66.529064,58.272962,47.088108,43.227481,48.376584,35.246474,70.14761,73.249484,146.391196,210.04005899999999,188.157646,131.25800700000002,38.503782,25.296957,24.32398,19.905260000000002,55.090579000000005,72.520411,49.093758,39.463675,34.776839,47.133288,56.478597,69.229606,174.53661499999998,251.90626400000002,156.046324,96.934012,54.051159999999996,29.512503000000002,20.72063,15.178817,46.679615999999996,67.975264,52.684363,41.265559,35.915732,39.835296,66.11303000000001,80.196859,145.360718,209.96801200000002,183.513481,134.170716,71.147328,38.802724,42.430923,33.7996,52.966329,73.08204,43.552044,44.406772,29.964672999999998,60.901435,74.961814,97.429214,170.678923,219.076552,191.881578,124.91313400000001,110.05683700000002,58.850063,72.13298499999999,84.677217
PF3D7_0102700,271.647453,56.099099,71.775508,28.127193,37.506053,7.164853999999999,7.73038,3.65809,2.514855,1.5247110000000001,3.454786,3.6562349999999997,5.675927,4.906171,11.847428,12.668078,228.943728,91.076685,49.370540000000005,27.319046000000004,18.923226,11.786078999999999,5.938396,4.24723,3.657551,2.423606,3.4402230000000005,3.9559290000000003,4.619397,6.514241,11.201583,9.375998,98.849788,106.759445,57.080501,30.092274,15.253824,9.626988,4.441113,5.159453,2.853606,3.784471,3.514306,3.5246120000000003,5.404957,5.644732,11.449563000000001,13.868845,114.24857,110.090319,42.7907,32.713834000000006,12.136231,22.936979,8.337533,8.45698,3.971026,3.3166279999999997,4.616047,4.54328,5.208524,6.979267999999999,17.231307,16.654304999999997
PF3D7_0102800,1.339827,0.8364510000000001,0.6574369999999999,1.220569,0.9839110000000001,1.628268,1.66818,2.152155,1.576927,1.3618270000000001,3.212719,4.095162999999999,6.50225,8.469862,9.920539,9.49413,0.9518399999999999,0.874217,1.316387,1.061602,0.506317,1.706994,1.268109,1.491212,2.0303,1.810528,3.5136190000000003,4.6945760000000005,8.081533,9.06817,9.034912,8.503542,1.2174770000000001,2.067576,1.373184,1.2804659999999999,1.256473,1.631746,1.479876,2.7353650000000003,1.564459,1.735118,2.919898,3.5023120000000003,6.293694,7.198256,5.69391,8.518278,0.996332,1.294899,0.7442300000000001,1.686433,1.147669,2.165833,2.179942,1.854234,2.523237,2.0752330000000003,4.347237000000001,5.364047,5.429567,5.493651,5.761493,14.837698999999999
PF3D7_0102900,37.930726,50.474244,61.136731000000005,87.278897,97.76697800000001,91.444034,94.651103,100.521873,95.704844,107.52951499999999,153.740553,161.44348300000001,143.350332,140.56204,183.37751,151.363929,34.373304,65.23868900000001,85.01416400000001,83.78953299999999,82.02072700000001,109.46757099999999,91.684717,103.378967,111.228218,123.83527,159.035928,174.577921,167.404571,146.81704,168.633631,142.470732,32.728527,79.873299,89.367935,85.571069,102.533012,112.05668500000002,94.888385,112.474383,96.67845600000001,120.143952,129.555476,146.70843,162.052943,137.641701,168.10042099999998,162.842002,33.841575,64.967106,78.685395,101.478016,92.95095500000001,101.691698,119.39625900000001,107.40108799999999,125.30410800000001,121.955906,150.733915,161.617242,156.546353,129.69683999999998,169.012086,177.905146
PF3D7_0103000,4.808472,0.807454,0.920926,1.177257,1.6865330000000003,0.734436,1.6995419999999999,2.993023,3.171525,3.574671,5.853222,4.092785,7.297685,10.715902,20.165789,27.63263,3.6170150000000003,1.216432,1.085089,0.770662,1.131157,1.409829,1.336484,2.252363,3.770251,4.915398000000001,4.856084,4.335074,7.76848,11.121217999999999,17.867929999999998,24.804555,2.251963,1.432441,1.916088,2.0927740000000004,1.190084,1.34865,1.360191,3.448381,3.7772690000000004,4.030933999999999,3.783038,4.160213,6.293451,10.156478,14.540269,20.026546,1.8096580000000002,1.8541349999999999,0.965623,1.523013,0.848424,2.2540560000000003,2.171718,4.1119639999999995,2.877857,4.435775,2.095447,6.0525139999999995,6.967480999999999,8.620878999999999,20.741702,26.67465
PF3D7_0103100,1.77616,0.48326800000000003,0.943916,0.92471,1.9288619999999999,0.7077939999999999,1.001878,1.0430139999999999,1.255413,1.4177950000000001,1.980099,2.217005,3.255764,4.215525,11.895265,13.625668,1.6443919999999999,1.123773,0.9130659999999999,0.947606,0.783003,1.157304,0.8317459999999999,1.137139,1.819277,1.764837,2.272467,2.894982,3.9989209999999997,4.488575,10.73542,13.854080999999999,1.052276,1.2276850000000001,1.138042,1.015831,1.0900889999999999,0.953523,0.935736,1.629702,1.5687799999999998,2.10042,1.872988,2.0540830000000003,4.117033999999999,4.896229,8.247555,11.98235,1.1195469999999998,1.0087270000000002,0.740533,1.667525,1.092547,2.113884,1.789194,2.142833,2.0137099999999997,1.999473,2.896387,3.001864,4.237944000000001,4.011844,9.750506,24.082813
