ORF,AA1301_3D7,AA1302_3D7,AA1303_3D7,AA1304_3D7,AA1305_3D7,AA1306_3D7,AA1307_3D7,AA1308_3D7,AA1309_3D7,AA1310_3D7,AA1311_3D7,AA1312_3D7,AA1313_3D7,AA1314_3D7,AA1315_3D7,AA1316_3D7,AA1701_3D7,AA1702_3D7,AA1703_3D7,AA1704_3D7,AA1705_3D7,AA1706_3D7,AA1707_3D7,AA1708_3D7,AA1709_3D7,AA1710_3D7,AA1711_3D7,AA1712_3D7,AA1713_3D7,AA1714_3D7,AA1715_3D7,AA1716_3D7,AS1501_3D7,AS1502_3D7,AS1503_3D7,AS1504_3D7,AS1505_3D7,AS1506_3D7,AS1507_3D7,AS1508_3D7,AS1509_3D7,AS1510_3D7,AS1511_3D7,AS1512_3D7,AS1513_3D7,AS1514_3D7,AS1515_3D7,AS1516_3D7,AS1601_3D7,AS1602_3D7,AS1603_3D7,AS1604_3D7,AS1605_3D7,AS1606_3D7,AS1607_3D7,AS1608_3D7,AS1609_3D7,AS1610_3D7,AS1611_3D7,AS1612_3D7,AS1613_3D7,AS1614_3D7,AS1615_3D7,AS1616_3D7
PF3D7_0629900,271.086093,186.746604,204.848741,222.712669,212.74497599999998,184.33191499999998,210.033181,176.337129,179.935856,159.058991,135.250058,111.183577,110.547482,108.461795,145.41845800000002,139.84069399999998,206.414416,185.342022,217.654174,228.977742,206.395024,189.964595,194.720834,202.579878,206.229181,181.461547,116.20062800000001,105.163253,100.29660799999999,102.292772,134.113548,131.489337,215.859,245.322261,199.853147,231.88298999999998,195.72596399999998,172.048729,176.187143,183.541861,199.929008,173.51231299999998,135.515446,123.76711499999999,106.352498,106.047817,155.776651,138.536596,182.9892,213.48414300000002,194.018497,215.07592799999998,180.795625,204.552705,179.821826,184.347763,200.919638,170.482255,119.525934,116.241836,122.526853,112.992391,192.171875,61.89484
PF3D7_0630100,5.394604,2.218778,2.659566,5.055493,4.797581,2.9028560000000003,1.582599,1.838732,1.949037,1.718638,4.041265,4.446007,2.737276,3.034955,4.719236,4.489782,5.378682,3.9924480000000004,5.865422,4.429724,3.39437,5.148181,2.3749439999999997,2.230711,2.841638,2.953906,4.3877,4.511596,4.699225,3.1490110000000002,3.689366,3.4724980000000003,4.277172,7.693175999999999,6.358855,4.527686,3.8168480000000002,4.184863,2.265515,2.343785,1.812354,2.601947,2.8233479999999997,3.223697,4.9094370000000005,3.72209,3.9951209999999997,4.292882,4.860409,3.8059019999999997,4.827771,7.5906210000000005,2.8540400000000004,4.457594,4.2498190000000005,2.220785,3.4019699999999995,3.620825,4.538082,4.493428,5.029829,3.310621,5.564185,8.508867
PF3D7_0630300,0.8766870000000001,0.394548,0.31698000000000004,0.534238,1.3025200000000001,0.902792,1.6635259999999998,2.268459,2.005088,1.9994990000000001,3.4106650000000003,4.464186,7.985758000000001,12.86975,31.322685999999997,32.197441999999995,0.8245600000000001,0.440646,0.384396,0.548148,0.722518,1.565382,1.548533,1.9853310000000002,2.404921,2.288042,4.0276760000000005,5.105446,9.047517,13.294628,27.423657000000002,30.143276,0.570534,0.729071,0.676604,0.702697,1.0310700000000002,1.41926,1.7520360000000001,2.9456990000000003,2.333361,2.5906849999999997,2.650184,3.3751230000000003,8.685512,11.039113,14.330809,24.097099,0.983814,0.528888,0.67482,1.176353,0.9359860000000001,2.142467,3.455802,3.017232,3.478529,2.760454,4.635873,6.179283,7.860844999999999,8.2781,17.002607,25.393418
PF3D7_0630400,0.709799,0.259398,0.0,0.179123,0.0,0.257646,0.186137,0.6554770000000001,0.616213,0.633259,1.6533259999999999,1.3450879999999998,1.547001,1.085653,2.187421,3.057844,0.11888599999999999,0.153841,0.326011,0.211972,0.0369,0.183763,0.10970999999999999,0.203004,0.797705,0.518617,1.317269,1.6998389999999999,1.138728,1.206468,1.799779,2.3470880000000003,0.124175,0.7569779999999999,0.296277,0.402042,0.21920900000000001,0.157084,0.187904,0.705383,0.515967,1.1060809999999999,1.845187,1.881988,1.301424,1.3660379999999999,1.4975180000000001,1.849393,0.35409,0.319285,0.48053199999999996,0.27823200000000003,0.0,0.048027999999999994,0.12995299999999999,0.223347,1.8015560000000002,0.986828,1.545174,1.810471,1.4802469999999999,1.2362799999999998,2.316173,5.73059
PF3D7_0630500,3.018087,8.960381,2.709483,20.292917000000003,4.550696,15.694404,9.930234,14.368457999999999,10.017004,10.981082,22.242224,24.080842999999998,13.645242000000001,13.737191000000001,15.332317000000002,10.171689,3.291752,18.804431,23.115054,16.268201,12.295076,25.632548999999997,12.553939999999999,15.641951,13.899698,14.731776000000002,22.302632,24.945926999999998,18.52032,13.295855,10.834216,7.309645,5.366276,25.115442,26.870408,18.982501,22.688374,23.739060000000002,13.35736,17.24839,9.987836999999999,13.516654,17.235832000000002,19.621838,19.041719,12.864908,12.090548,11.727294,6.951381,8.230895,18.477615,26.010401,19.327347,5.026465,26.81917,6.3022029999999996,19.734095999999997,14.472845000000001,23.668933,22.26671,20.174858,12.175541,17.329632,20.77384
PF3D7_0630600,8.159746,3.7878089999999998,7.521605999999999,9.751077,16.05718,9.962764,12.631853999999999,13.445696,13.180708,12.897894,19.682935,23.29883,23.227596,30.27313,64.22103,63.553966,7.248432000000001,5.864895,6.856413000000001,10.157196,10.696095,16.16079,12.115983,13.328345,15.489931,16.053812,20.252757,22.740545,26.903769,30.137182,53.624621999999995,59.609218000000006,5.414027,9.402771000000001,11.534463,11.685313,11.883883,15.248479999999999,11.903506,15.770833999999999,13.586279999999999,17.122364,16.180381,17.242494,28.045284000000002,30.116913,40.081325,55.332443000000005,6.4553449999999994,7.559721000000001,10.093378999999999,14.088813,9.557462,21.273055,19.173270000000002,18.580972,19.087479000000002,17.022647,20.530524,22.674668,25.523560999999997,25.130819,48.534949,65.923973
PF3D7_0630700,2.7166580000000002,1.223414,0.720543,2.702214,2.464115,2.6807090000000002,2.0913779999999997,2.585234,2.3059849999999997,2.7208650000000003,3.637729,3.636803,3.009795,3.4822330000000004,6.538273,6.940194,2.6410099999999996,1.9621080000000002,2.308264,2.942284,2.247522,4.925896,2.361049,3.015873,4.252857,3.821367,3.275867,4.070896,5.07009,3.9441,5.112897,5.433333999999999,1.91008,2.339369,2.911438,2.792404,2.740284,3.886858,2.722497,3.268646,2.7301029999999997,3.752304,2.998839,2.9904830000000002,4.563706,4.098745,3.98844,5.660012,2.221286,1.478906,2.3666169999999997,4.50753,2.9810950000000003,3.069932,5.279157,2.70771,4.3465050000000005,3.9218480000000002,3.743896,3.5287559999999996,4.482461,3.2538169999999997,5.835255999999999,9.270184
PF3D7_0630900,120.517641,93.82748000000001,114.88516200000001,116.40281999999999,165.930248,86.401167,78.11969,72.809664,64.563513,63.58316,91.21336099999999,87.825096,62.68333199999999,53.37791800000001,79.343391,62.067714,103.27554599999999,139.121212,134.04118799999998,103.161301,95.29825799999999,116.397424,78.61791,77.114319,76.237728,76.089407,83.43374,91.006781,71.132072,58.926767000000005,71.172988,50.975479,68.093014,155.75026699999998,143.460192,113.632011,116.210024,115.65823799999998,77.907349,85.439464,67.51065600000001,74.750375,72.76229000000001,76.163157,76.672859,68.870595,83.170144,79.495224,85.061275,121.430373,112.84268300000001,131.897019,99.48893699999999,149.647547,101.969445,88.96287199999999,79.53214200000001,76.375973,83.475217,82.914705,84.157569,67.17541700000001,107.505495,158.598669
PF3D7_0631000,16.12185,9.046619,8.834276,5.507028,11.44195,4.623703,5.912865,5.191584,5.425365,4.942433,12.225703,9.774778,8.140986,9.598721000000001,34.614424,36.342312,14.369928,17.759748000000002,9.222941,5.733834,4.968436,8.735085,5.9062779999999995,6.839503999999999,5.728122,6.49329,11.116857000000001,9.364179,8.483858,8.483559,27.676909999999996,33.919591,5.044258999999999,14.370784,9.335388,7.088785000000001,10.170817,9.160764,4.520612,8.473396000000001,3.823377,7.812432,10.612458,10.984701,9.974893,9.858533,27.293540999999998,32.50363,7.003671000000001,8.493108,6.000627,8.176031,4.953379,13.047139999999999,10.94652,6.372718,6.932696000000001,8.288683,10.342689,10.836033,11.616379,11.399688000000001,42.860923,41.992542
PF3D7_0631100,9.009561999999999,2.9351700000000003,4.449826,2.6080900000000002,8.427976,2.755861,4.20564,3.786764,5.033471,4.870718,5.167914,5.523438,3.708562,2.6782880000000002,8.224026,5.740563,6.896114,4.2772239999999995,3.511847,3.679722,3.273692,5.4158230000000005,4.443798999999999,4.100146,4.489333,5.30155,5.424265,4.398898,4.499554,3.477437,6.870292,4.8755120000000005,2.993074,4.324248000000001,4.70258,3.5035510000000003,3.496693,3.566115,3.062021,3.953267,3.854139,4.93876,4.972503,4.710017,4.162875,3.849821,7.320148,7.5515300000000005,4.336172,4.185502,3.568806,3.3550980000000004,3.8273669999999997,7.334471000000001,6.473127,7.089213000000001,5.017551999999999,5.030896,5.720747,4.7008019999999995,4.583781,3.539056,10.318622,13.821809
PF3D7_0631200,4.500395,3.4949779999999997,3.1150729999999998,11.404494,15.111115,24.365564000000003,23.420502,34.903121999999996,22.630468,19.219607999999997,16.553382,9.576502,3.090462,1.832615,1.0353569999999999,0.972772,3.065484,2.9626200000000003,5.856735,10.158938000000001,18.666892,30.366654999999998,33.511762,34.490964,31.613754999999998,22.658785,12.410594999999999,7.290131,4.582689,2.9555540000000002,0.860189,0.463085,5.396133,3.626665,6.704935000000001,10.496887,17.542036,22.944831,30.038634000000002,32.536817,24.795317,22.530503,16.573229,10.366107000000001,3.869416,2.708064,1.402547,1.269277,4.084245,4.364977,5.604007,11.085603,15.891110999999999,17.012110999999997,32.679555,26.146131,28.819468,20.564118,12.912041,9.090000999999999,7.381219000000001,4.217215,2.818077,1.452996
PF3D7_0631300,41.84543,24.837707,46.590332000000004,86.05696400000001,208.10317,124.903067,196.956522,123.268351,96.713583,73.477319,65.043175,32.873197,13.275142,9.196918,12.154986,9.189189,31.025287,35.217689,58.225956999999994,82.799914,132.291066,167.196192,142.848039,128.227048,107.78335700000001,80.047437,47.855406,27.791149,15.094420999999999,9.444471,7.845921000000001,6.7838199999999995,20.667232000000002,50.282381,59.823205,103.523478,134.116656,164.24645,131.231546,137.42687800000002,105.24938,87.097672,63.123008999999996,41.760040999999994,19.647342000000002,12.548246,12.266432,10.484200999999999,23.762593,39.628145,55.571808999999995,112.256178,140.18522099999998,249.924232,201.16907,174.709049,119.39769299999999,86.56826600000001,56.71011,35.8828,27.946914000000003,17.26716,27.511859,22.208064
PF3D7_0631400,3.339472,2.043404,3.070689,4.570759,7.294737,2.149912,2.20193,4.894997,6.457935,8.644916,30.497127000000003,39.496674,17.197604000000002,9.774676,26.712221999999997,12.777681,2.640098,3.1764080000000003,2.586304,3.8454879999999996,2.582232,3.55669,3.908294,5.009861,7.0824039999999995,12.132046,36.699797,45.285489,23.554423999999997,13.891855,17.545213,8.95384,1.7800529999999999,5.654204,3.296354,3.702426,3.637364,1.7181689999999998,3.030539,5.374215,6.817123,10.696939,17.013635999999998,31.956465,21.614039000000002,10.773997,29.026476000000002,18.744049,1.199396,3.265059,6.100236,7.548305,3.5477800000000004,4.930124,6.004929,6.749777000000001,9.502624,14.139596,29.223917,27.868339000000002,22.87367,14.479482999999998,35.579327,11.632458
PF3D7_0631500,18.072689,8.725557,23.332117999999998,12.324098,25.494729,11.292774,18.798592000000003,11.43791,11.150547,8.828208,5.876322,4.842174,3.014871,1.6739849999999998,2.2945900000000004,2.795136,14.734028,13.795145999999999,19.008595,15.496741,23.0207,14.957211,14.303472,11.571676,8.961355000000001,9.420810000000001,7.0722320000000005,1.6577169999999999,4.363889,2.943922,1.693741,1.354689,8.841787,18.595692,14.92314,17.044464,12.80095,12.365578999999999,11.938789,9.928427000000001,8.61801,8.140065,4.278502,4.730568,4.161944,2.6243090000000002,5.401981,3.902789,10.371558,22.166332,11.233533,17.253938,11.668144999999999,24.561207,16.141257,20.787810999999998,14.166672,9.893351,5.5795010000000005,4.732386,5.660405,4.105721,5.429978,3.6434949999999997
PF3D7_0631600,209.335873,116.17691599999999,190.783048,132.617949,242.86770499999997,128.069074,154.736081,93.843952,91.638937,85.162447,81.67707800000001,68.448178,43.409127000000005,30.005923,35.983593,28.605809000000004,161.118353,144.60566699999998,156.815021,140.079318,151.852903,140.034025,118.103765,108.624601,97.241617,96.333535,72.99935500000001,60.651938,44.8153,31.324589000000003,32.188393,25.260399,93.479357,196.56689699999998,152.057502,140.32410900000002,128.658752,127.83819199999999,108.506254,101.64475999999999,97.494796,95.960607,71.264234,74.09389399999999,50.600896999999996,44.465799,54.25875500000001,38.187275,88.246095,186.211197,126.92631200000001,141.192792,134.87605,239.38138999999998,146.836254,155.94403799999998,105.417878,95.786638,71.758099,67.842185,62.49231700000001,49.835452000000004,93.959622,93.870349
PF3D7_0631700,1.4484139999999999,4.457782,2.989318,4.344732,2.941369,3.3016370000000004,2.179933,2.317549,1.4121920000000001,1.6962409999999999,2.501534,1.485331,1.68747,1.2932290000000002,0.752306,0.826399,1.4484540000000001,4.385258,4.709921,3.017112,3.5228059999999997,2.551357,1.632391,2.180053,2.4535400000000003,1.9146470000000002,2.759721,1.722547,1.365543,1.158628,0.53189,0.222246,3.091151,5.934583,3.713654,3.024587,3.111243,2.596482,2.1701900000000003,2.102843,1.653474,1.571385,1.636666,1.62561,1.5743850000000001,1.567642,0.81824,0.947493,2.749053,4.024039,2.450811,3.503174,2.183061,1.9211580000000001,2.3128040000000003,2.476008,2.526838,1.338648,2.2785990000000003,3.036978,2.771153,2.168042,1.6628209999999999,0.806871
PF3D7_0631900,0.378733,0.49928900000000004,1.060932,1.381883,2.103974,1.0898809999999999,2.00989,2.435307,2.762861,2.70056,7.298735000000001,8.611134,11.477466999999999,6.738709,4.278393,3.650218,0.168715,0.366054,0.28929699999999997,1.3294700000000002,1.152098,0.9781629999999999,1.221277,1.6785299999999999,2.804306,4.653714,8.307668,10.60522,14.155957,10.048003,3.0783869999999998,2.160397,0.43805200000000005,0.488914,0.8203809999999999,1.7250720000000002,1.246451,1.244637,2.040922,1.9532470000000002,3.442917,5.105417,3.8742370000000004,9.085030999999999,8.608309,6.699184,6.028615,2.977404,0.202261,0.6101300000000001,0.515417,1.456564,0.22614099999999998,1.569801,1.578945,2.4525080000000004,2.8464169999999998,5.065136,6.097887,8.162114,8.828752,6.759251,5.523191000000001,1.9479419999999998
PF3D7_0632000,0.332507,0.156001,0.41876199999999997,0.7290220000000001,1.044584,0.556933,0.610649,1.4547299999999999,1.929029,2.833936,5.646607,5.678446,3.5960349999999996,1.6334600000000001,0.679606,0.5971529999999999,0.416763,0.16475,0.5615319999999999,0.635452,0.63164,0.196604,1.255595,1.628564,1.70639,3.291079,6.665127,5.322879,5.003545,2.048484,0.486475,0.14974500000000002,0.102037,0.259299,0.77049,0.629466,0.708044,0.464621,0.6986,1.586111,1.935057,3.8941230000000004,3.980243,5.459484,4.213558,1.267952,0.759958,0.452701,0.0,0.342161,0.407248,0.695249,0.19528,0.565355,0.626356,1.015284,2.308451,3.765532,4.460473,6.104769999999999,3.0297669999999997,2.535919,1.185249,0.245538
PF3D7_0632400,0.32613200000000003,0.654646,0.62788,0.8226,0.814766,0.8772139999999999,0.590916,1.055635,1.7904470000000001,2.320489,5.394305,5.8068610000000005,2.012035,0.9365319999999999,0.196292,0.16635999999999998,0.18345,0.6422220000000001,1.649401,0.707808,0.692768,0.958347,0.746747,1.199689,2.310765,3.8685449999999997,7.114719999999999,5.924763,3.219961,0.9027709999999999,0.284775,0.160178,0.42076099999999994,0.4488,0.912163,0.581083,1.1052520000000001,0.549504,1.111309,1.298569,1.895966,2.6055650000000004,3.420756,4.532684,2.670201,0.8438959999999999,0.522228,0.435885,0.813038,0.500042,0.491357,1.2583,0.174784,0.751524,1.275654,1.048133,1.874271,3.401496,4.794283999999999,3.66604,2.967337,1.937014,0.555649,0.079899
PF3D7_0632500,153.637025,438.12575899999996,478.308011,650.196357,616.442075,710.366336,547.998946,520.712997,356.498894,261.016928,174.42627199999998,100.922776,32.249253,30.00025,18.201847,17.811866000000002,157.238504,459.52108899999996,537.028205,663.381808,717.187626,669.928161,612.2791950000001,582.772205,409.41794100000004,259.347941,121.996164,73.579389,46.234355,32.059652,14.673539000000002,14.543369,198.886635,406.00262000000004,557.483929,619.039642,727.888517,695.0177,684.206912,535.7339519999999,394.965622,266.05350899999996,168.848056,89.51556,58.309867000000004,37.238743,17.60416,22.485210000000002,222.005804,423.85734800000006,614.910362,664.351326,703.275248,589.599834,654.571338,519.507369,420.716341,273.312455,151.377819,96.74639300000001,91.074382,60.225636,36.167431,32.47269
PF3D7_0632600,51.846779999999995,118.011756,131.706409,194.31799999999998,163.324152,195.041833,143.946885,109.82336000000001,81.17156,52.414715,32.76672,20.266389999999998,7.103386,6.321975,4.254951,4.1886730000000005,39.673218,109.635517,210.862979,205.094754,194.339826,186.394902,142.577492,119.30105400000001,88.751434,58.690833,21.649044,13.318370000000002,7.859660000000001,6.964271000000001,3.49908,3.6201760000000003,56.698933,139.328625,175.506038,196.041331,193.700981,179.837942,149.812653,121.031028,88.296524,61.982223,33.648149,22.008548,10.904542,6.644171000000001,5.183791,5.6717949999999995,52.363256,125.570917,173.070788,217.672997,197.376471,145.765387,149.317667,118.03876399999999,94.024097,65.744747,30.196734999999997,18.789006,16.145992,11.185594,9.417989,5.840053
PF3D7_0632700,7.798869,5.943592,2.954924,6.71745,4.824358,5.393561,4.118176,6.492293,6.868019,10.137087,22.723182,20.190649,8.245254,4.7464,2.413366,3.3669279999999997,2.616356,1.235419,14.705179000000001,7.192625,6.566341,5.001336,6.198807,5.984546,8.565291,13.979703,25.356959,21.291327,14.339362,6.699069000000001,3.048465,2.937255,4.536989,4.232005,4.592042,5.832137,4.787253,4.41591,5.050343,8.141297,7.652164,11.246949,16.122548000000002,21.673595000000002,10.702444,5.332116,4.155886,3.6361879999999998,2.685809,2.844021,3.8621160000000003,5.537304,3.327268,3.519774,4.662619,5.902267,8.228836,11.996727,18.4958,16.889635000000002,12.851666,7.1551789999999995,3.840535,2.638919
PF3D7_0632800,19.680869,44.857890999999995,53.51159200000001,120.91451299999999,117.836776,139.670223,96.589974,87.436821,48.500187,24.694049,17.010251,9.196688,3.387956,3.6755120000000003,3.479132,4.3260760000000005,20.412867000000002,48.980405,82.976969,116.87886999999999,136.935897,151.861904,126.109187,98.320798,56.429725,29.13475,11.114932000000001,6.554833,4.994545,3.9175760000000004,2.822121,3.497498,27.441236,45.33722,77.459558,113.346892,139.637713,133.256532,121.30556000000001,86.971132,52.043357,30.319326,14.905639,8.464668,6.1908449999999995,3.6903580000000002,2.583599,4.206622,29.025736,47.688089,84.752261,130.424832,130.476915,118.847303,132.98317600000001,82.570006,62.420841,31.044155,14.024217000000002,8.907942,8.056232000000001,5.094847,4.191155999999999,5.514689
PF3D7_0700100,3.0544290000000003,7.09811,6.699292999999999,16.011057,14.095733,13.80579,8.395783,8.802361999999999,4.621326,2.620679,2.033555,1.2358129999999998,0.388675,0.43926499999999996,0.243404,0.28828000000000004,2.605398,8.682302,12.462252000000001,16.387542,17.03908,16.811397,12.988571,10.215369,6.4212739999999995,3.3627800000000003,1.490086,0.836778,0.555031,0.35527,0.284586,0.25774,3.6458410000000003,7.531957000000001,12.249384,15.257991,16.897156,15.921922,12.818817999999998,9.190613,5.421348,3.758683,1.609537,0.863885,0.763971,0.513634,0.149612,0.278903,4.680613,7.561071000000001,11.586615,18.655372,14.644510999999998,13.288173,13.828925,8.243426,6.950034,3.5479510000000003,1.7065169999999998,1.201188,0.990481,0.46367299999999995,0.439168,0.470368
PF3D7_0700200,1.1278920000000001,0.939615,0.7498630000000001,2.932498,1.9685240000000002,1.5282719999999999,3.074052,3.831426,5.6021220000000005,9.870414,14.686599,16.338832,9.305164,4.444803,1.3398889999999999,1.132763,0.540021,1.265317,1.505002,2.310003,2.481509,2.7333,2.524075,2.754352,6.640483000000001,13.038424000000001,21.984638,18.596970000000002,13.472726999999999,6.174752,1.438383,0.724186,1.0975469999999998,1.212596,2.0299419999999997,2.976084,1.602167,1.651939,3.0710599999999997,4.493824,6.433844000000001,9.356675,11.696005,21.745423000000002,12.614774,4.647638,2.5575360000000003,1.293247,0.45996400000000004,1.457445,3.211598,2.5294119999999998,2.547752,1.430088,3.9793339999999997,5.137272,6.90573,10.381673,15.842853,14.225847,11.111085000000001,5.749193,2.560515,0.7242970000000001
PF3D7_0700500,0.41468999999999995,0.41019300000000003,1.32387,1.814844,1.272333,0.842825,1.016419,1.627913,2.3091,2.779816,4.982207,5.4112290000000005,4.565943,1.844416,1.324589,0.567224,0.329326,0.288585,1.756789,2.003189,1.658404,0.980757,0.749302,1.254037,1.824843,2.790581,4.8547709999999995,6.767285,5.458653,3.006077,1.080624,0.289192,0.314093,1.0825049999999998,1.27596,1.114484,1.832409,1.161123,1.203697,1.295563,2.3873729999999997,2.894057,3.260766,4.704141,4.296188,1.9739330000000002,1.5280280000000002,0.9092790000000001,0.318872,1.439195,0.5928180000000001,1.77457,0.6621319999999999,1.619585,0.9682379999999999,2.006677,1.944463,2.750995,4.73985,5.131895,4.77723,3.3840879999999998,1.756303,0.6461979999999999
PF3D7_0700800,8.053980000000001,2.7206509999999997,9.803303,8.255702000000001,12.551438000000001,8.045728,13.015219,15.634651000000002,20.824002,28.378657,59.608792,82.73053,58.974143000000005,34.433006,54.506494999999994,34.219877000000004,4.74373,4.879322,7.2278210000000005,8.008179,8.832594,10.423214999999999,10.765738,13.671104999999999,18.970506,30.885779,70.32573199999999,77.357111,63.358135,46.05642,46.554289000000004,23.871216,2.634377,9.146711999999999,8.291934,10.98517,9.276659,7.590653,11.505600999999999,15.104439000000001,20.852492,35.335969,42.120095,70.435257,58.23194,50.464205,76.339814,49.471071,4.426292,9.489481,8.431419,12.369245,4.294531,21.260809,13.826544,25.065567,23.690982,35.899368,62.899768,77.779625,63.604983,52.264632,93.838537,33.520794
PF3D7_0700900,0.136756,0.5060720000000001,0.571008,4.273478,0.517755,3.6619330000000003,2.968284,4.560408,1.840066,1.3081639999999999,3.3479160000000006,2.153005,0.224885,0.27399999999999997,0.027895999999999997,0.030677999999999997,0.162485,1.75059,1.7704369999999998,2.587699,3.058021,9.287345,4.270958,4.799078,3.7515739999999997,1.756662,1.494743,1.604724,0.7966850000000001,0.302912,0.052537,0.051536,0.466366,2.243679,3.546611,3.8058,5.3583169999999996,6.078515,4.199602,5.912033,1.6909290000000001,2.5782830000000003,1.520756,1.242429,0.6678229999999999,0.238959,0.069151,0.023941,1.275572,0.815489,1.366554,5.797966000000001,3.200001,0.478017,10.308342,1.039405,4.069996,1.577216,1.708955,1.1761190000000001,0.906798,0.784924,0.081134,0.135602
PF3D7_0701000,1.368716,1.539175,0.756333,3.1313419999999996,3.6479660000000003,3.6165910000000006,4.029632,6.446522,3.663383,2.761536,2.447763,1.412736,0.931034,0.227052,0.28018200000000004,0.17716800000000002,0.605699,0.665872,2.3583220000000003,3.4323599999999996,4.529904,5.994357,6.448803,6.101276,5.821415,3.5962739999999997,1.778012,0.96368,0.847359,0.45846000000000003,0.10511300000000001,0.10284700000000001,1.1005850000000001,1.14513,0.9369209999999999,2.935539,3.814374,4.194134,4.6373940000000005,4.729346,3.4591230000000004,3.81662,2.2776240000000003,1.540832,0.410733,0.342794,0.43669399999999997,0.127433,1.040045,0.890658,1.249309,3.007182,2.69244,3.201167,4.072625,4.193835,3.9871550000000004,3.2671740000000002,2.3365270000000002,1.2875219999999998,0.939107,0.668491,0.3695,0.27614
PF3D7_0701100,10.666788,10.228602,2.628673,6.208254,4.2788260000000005,2.9994099999999997,3.9009489999999998,6.104127,8.574523,11.339696,30.816772999999998,33.978491999999996,13.354626000000001,6.652251,2.6262380000000003,1.8066509999999998,2.6579479999999998,2.982442,18.097735,4.337796,3.592247,5.079725,2.971537,6.573863,9.951258000000001,16.503662,36.080518,31.417582,21.278879999999997,8.327574,2.484143,1.291932,3.013376,3.352388,4.874069,5.446256,3.554558,3.9253949999999995,4.628448000000001,6.72657,7.140446000000001,14.037977,19.643669,32.443220000000004,14.338023000000002,7.91913,3.4752330000000002,2.2201049999999998,3.654864,3.316997,3.397106,5.980583,2.695464,2.156992,5.774508999999999,5.564331,9.751204,15.276735999999998,22.138626000000002,21.985848,15.512223,11.09863,4.913231,1.7014509999999998
PF3D7_0701500,27.600237,18.270572,32.02355,21.405673,34.554864,13.767941,25.3429,13.571392000000001,10.656668,10.231853,8.316416,3.9218629999999997,0.909407,1.347812,3.6584510000000003,2.685602,27.791633,13.567048000000002,24.892063,21.468979,21.885536,20.350012,18.724847,13.082561,14.200382000000001,8.950687,7.188511,5.980702,8.432751,4.57739,3.108386,2.7904299999999997,12.30574,20.448534,13.749206,22.138441,14.075664000000002,13.086717,19.728916,19.385259,9.175453,8.407419,6.507397,6.1959919999999995,7.376887,0.940371,5.247114,4.391235,14.549121,30.043315999999997,14.470365,17.06689,14.123399,34.482067,23.747033,20.571983,12.251663,12.259462,5.3401760000000005,7.132575,3.542815,6.198723,9.431134,6.073824
PF3D7_0701600,5.457049,2.801417,4.812568,6.850544,11.597380000000001,4.927422,5.146694999999999,7.62639,10.756528999999999,14.821419,38.018221000000004,49.778728,26.912484000000003,16.644003,23.927139999999998,14.373475,4.377857,3.584138,4.653541000000001,5.110317,4.981803,8.442139,4.937147,7.331656,12.416258000000001,18.786447,42.447126000000004,49.557718,34.033004,19.016273,20.765517000000003,10.210467999999999,1.709691,7.350809,6.761874000000001,6.0887080000000005,7.2645539999999995,5.714942,4.652227,9.308828,8.719653,16.380681,25.78679,43.310402,29.637327000000003,19.135778,34.979964,21.781838,1.751352,6.4722349999999995,4.288305,7.803738,4.250794,11.595103,7.614299000000001,13.354197000000001,14.862739999999999,19.616587,35.594514000000004,41.692675,32.175534999999996,22.206204999999997,39.333743,15.136555
PF3D7_0701900,892.6990480000001,462.002914,390.510218,173.188165,175.55588799999998,59.126546999999995,48.620212,24.316907999999998,18.853239000000002,11.398551,12.852977000000001,12.827824,17.8714,21.672847,24.232116,24.477242,813.68945,532.683192,285.210116,182.55099199999998,113.942191,70.905637,46.773068,30.070404999999997,20.952247,14.710004000000001,10.417330999999999,12.622214,19.984457,20.901623999999998,20.001388000000002,20.406798000000002,590.4679990000001,462.781017,270.754457,169.401153,96.988488,63.218074,42.081722,27.663346,22.610763000000002,16.616492,9.922514999999999,13.015495,21.564995,26.430103999999996,22.158683,27.585439,538.897209,599.6740980000001,269.943136,171.632289,88.965188,122.103078,52.71186899999999,53.135287,23.355362,17.355572,14.399331,18.435441,26.694127,32.151331,37.206113,98.309853
PF3D7_0702000,2072.055861,745.397867,875.242094,244.15312400000002,303.348555,100.447074,93.99324,32.833877,25.655651000000002,14.730948000000001,14.476347,15.003426999999999,21.082202,19.260261,43.069843,39.429787,1913.184019,932.8901720000001,564.363412,238.298427,190.064794,101.952897,63.385755,38.177015000000004,27.381520000000002,19.784423,10.395328999999998,14.027194,17.358863,21.725594,42.219249,37.126641,893.237425,1017.895338,513.931781,244.466007,157.87129299999998,112.290747,60.887043999999996,42.727266,31.294674,20.474498999999998,15.079223999999998,14.046076000000001,23.502143,25.220848,53.659924,52.61523199999999,1103.6184269999999,1047.537072,494.196605,251.38631800000002,158.51830800000002,191.91763500000002,84.609951,85.16447099999999,31.048892,23.980611,14.686123,18.978994,23.584287,31.643210999999997,72.67655400000001,137.831384
