ORF,AA1301_FUP,AA1302_FUP,AA1303_FUP,AA1304_FUP,AA1305_FUP,AA1306_FUP,AA1307_FUP,AA1308_FUP,AA1309_FUP,AA1310_FUP,AA1311_FUP,AA1312_FUP,AA1313_FUP,AA1314_FUP,AA1315_FUP,AA1316_FUP,AA1701_FUP,AA1702_FUP,AA1703_FUP,AA1704_FUP,AA1705_FUP,AA1706_FUP,AA1707_FUP,AA1708_FUP,AA1709_FUP,AA1710_FUP,AA1711_FUP,AA1712_FUP,AA1713_FUP,AA1714_FUP,AA1715_FUP,AA1716_FUP,AS1801_FUP,AS1802_FUP,AS1803_FUP,AS1804_FUP,AS1805_FUP,AS1806_FUP,AS1807_FUP,AS1808_FUP,AS1809_FUP,AS1810_FUP,AS1811_FUP,AS1812_FUP,AS1813_FUP,AS1814_FUP,AS1815_FUP,AS1816_FUP,AS1901_FUP,AS1902_FUP,AS1903_FUP,AS1904_FUP,AS1905_FUP,AS1906_FUP,AS1907_FUP,AS1908_FUP,AS1909_FUP,AS1910_FUP,AS1911_FUP,AS1912_FUP,AS1913_FUP,AS1914_FUP,AS1915_FUP,AS1916_FUP
PF3D7_0103300,6.854956,23.683795,63.663098,76.25353199999999,65.390185,63.37375600000001,55.219581000000005,43.035046,39.521608,38.117131,37.234883,36.828499,28.489247,39.05301,38.232583,34.030698,5.970204,28.571044,69.353326,76.681691,75.18786800000001,64.514813,58.648396999999996,44.452453000000006,37.744063,41.873727,36.552374,37.24586,38.001236999999996,36.558113,33.63262,34.703648,6.470119,32.771155,67.983717,89.205012,78.079616,63.945541000000006,55.436510999999996,49.925798,44.053912,44.057584999999996,44.982502000000004,37.04124,33.268108000000005,46.071312,42.583201,40.580476000000004,7.940735000000001,29.901588,75.576976,82.323782,76.91954,66.778724,64.657907,48.722074,54.910765000000005,50.718691,42.003945,41.099856,32.553548,42.084293,41.453539,45.862781
PF3D7_0103400,6.817391000000001,5.39302,5.643178,6.413879,5.782114,6.665468,5.596211,9.191846,19.909083,36.154655,54.679613,71.241555,59.530018000000005,61.846554000000005,61.326479000000006,61.816875,7.237686,5.597042,5.7752550000000005,7.5309,7.910642999999999,8.334255,7.040127,11.382361999999999,26.491957,47.432295,60.804947999999996,76.621086,78.418531,57.044854,59.303318999999995,68.896974,8.063056,6.790172999999999,4.701505,7.015482,7.066527000000001,6.9826809999999995,5.771781,8.126982,21.065917000000002,33.976983000000004,49.814474,56.04097900000001,55.451901,67.130021,67.450764,78.720036,9.429478999999999,6.422724,6.989573,7.976159,7.1803550000000005,6.9189300000000005,7.162445,7.494588,22.045742999999998,40.350257,51.27689,66.877557,61.469329,66.262176,70.377127,80.13549499999999
PF3D7_0103500,0.179622,0.128538,0.10816500000000001,0.24744499999999997,0.19933199999999998,0.355915,0.324807,0.38898699999999997,0.47273999999999994,0.517083,0.99865,1.7901259999999999,2.7742400000000003,3.171097,3.2106060000000003,3.1336009999999996,0.294412,0.221223,0.156638,0.292442,0.398649,0.297925,0.257655,0.30298400000000003,0.373344,0.50861,1.0985280000000002,2.394139,4.189934,2.955428,3.237791,3.3183019999999996,0.311134,0.23368200000000003,0.190406,0.492501,0.435355,0.356613,0.43549499999999997,0.541416,0.57529,0.573221,1.0633299999999999,1.6130229999999999,2.0598970000000003,3.056116,4.340338,4.761655,0.176681,0.16211199999999998,0.162253,0.21950100000000003,0.363613,0.406991,0.281524,0.400165,0.745034,0.707907,0.894342,1.867759,2.813145,3.030375,3.4157910000000005,5.611485
PF3D7_0103600,0.46878800000000004,0.46145600000000003,1.593439,2.9768689999999998,5.047409,6.486269,5.122454,6.456134,11.154297,12.025708,15.071814999999999,19.063716,14.811351,18.036131,17.197595,12.029501,0.36784,0.402932,2.38637,3.75276,7.236311,6.788322999999999,6.618139,7.9299539999999995,11.686354,15.261056,15.9853,18.808504,19.327749,15.694876999999998,14.05525,11.100032,0.283248,0.6081840000000001,1.666046,3.4085550000000002,6.477906,6.7692820000000005,7.3277589999999995,7.4464559999999995,8.807538000000001,11.554412,14.353418,14.265326000000002,13.662605,17.676115,16.854528,19.102943,0.776187,0.516065,2.047234,3.65351,5.71307,6.216081,7.5767880000000005,5.394323,11.570489,14.083194,15.720303,17.4894,16.016699,17.009544,15.837812,26.55322
PF3D7_0103700,1.1191790000000001,2.913711,5.733564,7.044507,6.293717,7.112633,4.844180000000001,4.990279,5.0000160000000005,4.2726489999999995,5.995036,7.7360869999999995,5.293791000000001,8.595528,7.4633970000000005,5.210554,0.85383,2.386847,5.165576000000001,7.288469,8.694761999999999,6.108887999999999,5.06481,5.9244,4.523557,4.673311,5.009644000000001,6.515484,6.430275,8.333138,6.897614,6.200932,0.722824,3.168534,5.3563019999999995,7.5697149999999995,8.495417,7.475035000000001,6.100741,5.905671,4.3679,5.652982,4.548496,4.825739,3.8254309999999996,6.135388,7.737902,7.647336,0.874556,3.626178,6.035181,7.825659,8.339753,6.655542,5.38203,5.688795,5.417197,6.640225999999999,6.083981,6.021344999999999,5.713026,4.745869,6.753849000000001,12.963355
PF3D7_0103800,0.287128,1.027957,0.870986,0.288554,0.150945,0.295053,0.26963200000000004,0.230098,0.192751,0.087613,0.514497,0.311146,1.595346,12.895272,32.275886,37.837099,1.5250780000000002,0.823291,0.6794359999999999,0.082592,0.33124699999999996,0.0,0.178153,0.142264,0.030476999999999997,0.195366,0.34422800000000003,0.628725,1.999497,14.624507999999999,33.85962,43.099668,1.208189,1.7352830000000001,0.665273,0.541716,0.511633,0.613813,0.24074099999999998,0.101719,0.059891,0.23653400000000002,0.49692299999999995,0.714616,1.168007,11.192561,18.706149,20.94734,0.5672229999999999,0.866399,0.625853,0.194165,0.380567,0.295692,0.069465,0.11503699999999999,0.196191,0.07450599999999999,0.288385,0.9719709999999999,1.575097,6.697184,14.03209,21.891054999999998
PF3D7_0103900,0.324013,0.190906,1.342567,2.131516,3.052339,4.300275,3.813133,3.725747,10.424112,14.266662,23.527529,30.091194,35.689984,57.50311899999999,61.422343999999995,48.093377000000004,0.41800200000000004,0.356432,1.265203,2.782121,4.5116629999999995,4.62309,4.109588,4.024532,10.046014,16.544293,23.422017,36.051148,46.568287,61.324146999999996,54.811189,42.777704,0.619145,0.298665,1.002529,2.258473,4.831814,5.451987,4.6786080000000005,3.240592,6.133830000000001,12.657675999999999,18.327965,22.489063,25.380276000000002,41.365514000000005,45.573994,52.670423,1.060738,0.43458199999999997,0.810466,3.175138,4.722511,4.7018949999999995,4.669423,2.967087,7.112038,14.937576000000002,19.202082,26.218711,33.411807,37.333855,49.061221999999994,62.511626
PF3D7_0104000,3.7396019999999996,0.0,0.545354,0.8609190000000001,0.27481700000000003,0.665587,0.160314,0.0,0.487659,0.97303,1.417457,1.9247889999999999,2.669234,17.126795,19.582784,22.842629000000002,1.470718,1.9435099999999998,1.111332,1.308577,1.319474,0.959298,0.219054,0.27889200000000003,1.170302,0.538281,2.2734669999999997,2.127319,3.200252,15.199194,20.327935,19.737976,2.428391,0.0,0.858217,0.619273,1.026462,0.30598000000000003,0.0,0.0,0.0,0.132547,1.2989979999999999,1.2802229999999999,4.790495,9.838702,13.567995999999999,13.426617000000002,0.425763,1.905805,0.992777,1.1039780000000001,0.768145,0.29638000000000003,0.557503,0.0,0.641174,1.6215469999999998,2.913482,2.0554650000000003,3.892761,7.586988000000001,13.597823000000002,12.586936
PF3D7_0104100,4.361076000000001,2.594762,0.9593139999999999,1.048449,0.621604,0.359645,0.185161,0.131687,0.07252,0.231694,0.304512,0.43610699999999997,1.383664,24.364413,43.045734,42.743316,6.222439,2.144212,1.351248,1.000046,0.8978950000000001,0.337314,0.05127,0.071498,0.16004100000000002,0.226385,0.203004,0.489129,1.962007,28.247577000000003,45.852204,53.144706000000006,6.941597,2.854589,0.996851,1.081766,0.647968,0.464501,0.335012,0.060541,0.10879100000000001,0.176899,0.26705,0.624518,1.065605,14.373368,19.851307000000002,24.927464999999998,6.761442999999999,1.605988,1.720905,0.781878,0.417863,0.265185,0.19403199999999998,0.143375,0.158362,0.298165,0.535866,0.741999,1.446776,8.75126,19.199545999999998,30.764604
PF3D7_0104200,65.718266,37.997923,26.856403000000004,21.452704,14.552852,11.449036,10.12779,27.375809999999998,87.320559,127.29018300000001,157.646504,163.170164,155.737418,177.692603,223.053225,253.406268,65.180477,36.816714000000005,26.875452000000003,19.454095000000002,13.951212,10.773480000000001,10.187363000000001,31.410827,109.811844,149.58746499999998,169.946534,173.378067,156.211924,177.876777,212.91343500000002,317.596627,72.50291700000001,43.11302,24.621765,24.813937,18.366016000000002,15.194247,11.633215,27.664229,80.70484,107.41746699999999,151.06734699999998,167.641229,162.268395,224.54631099999997,225.88824900000003,188.683781,74.335093,45.539629,32.818275,25.406775,16.261225,12.502589,9.934708,24.124967,73.247697,117.926907,149.745546,166.546471,156.994545,211.72035099999997,203.34723,204.319678
PF3D7_0104300,185.660887,159.805501,167.686532,158.399091,121.17669599999999,118.78380200000001,86.303012,63.715081999999995,60.483552,49.190915000000004,53.82298,51.892709,39.350859,39.708655,37.163422,39.3136,196.189474,173.38333899999998,180.297425,151.234363,136.32386499999998,109.922779,88.18160400000001,61.165071,55.879315000000005,59.228669,51.803344,53.227113,48.284534,34.718139,32.236404,46.270334999999996,202.65438799999998,195.274347,175.928085,177.427226,147.892495,127.884428,102.54508299999999,74.328457,65.171772,64.18603900000001,62.088657999999995,58.265263,41.795471,55.372915,55.415799,60.968047999999996,204.508727,157.17254,184.348926,169.531748,138.39484,115.699458,103.340386,63.27609399999999,81.102086,77.67501700000001,63.36399300000001,59.045205,48.365134000000005,53.754077,49.041211,64.308297
PF3D7_0104400,9.715786,8.169138,5.294382,3.6520580000000002,2.928756,2.332436,2.15761,6.155086,12.630673,21.803643,31.760109000000003,38.753355,41.709837,73.819699,80.35475,73.742784,10.414126,5.955743,5.618576,4.5202,3.074977,1.398149,3.113061,9.00053,15.166445000000001,24.184086999999998,32.591477000000005,41.93678,55.446387,71.433257,77.021322,73.584117,9.651345,8.059795,5.647251,6.097926,4.574455,3.9517300000000004,3.016232,7.935198,12.03482,18.192415,27.403359000000002,30.287909999999997,38.237140000000004,66.43839200000001,71.845206,77.869116,11.345869,7.697336,5.391427999999999,6.989336,3.6106529999999997,3.093842,2.593766,6.486273000000001,11.738667999999999,21.419562,27.710007,38.203176,42.31625,65.67824399999999,77.01926,89.762635
