ORF,AA1301_FUP,AA1302_FUP,AA1303_FUP,AA1304_FUP,AA1305_FUP,AA1306_FUP,AA1307_FUP,AA1308_FUP,AA1309_FUP,AA1310_FUP,AA1311_FUP,AA1312_FUP,AA1313_FUP,AA1314_FUP,AA1315_FUP,AA1316_FUP,AA1701_FUP,AA1702_FUP,AA1703_FUP,AA1704_FUP,AA1705_FUP,AA1706_FUP,AA1707_FUP,AA1708_FUP,AA1709_FUP,AA1710_FUP,AA1711_FUP,AA1712_FUP,AA1713_FUP,AA1714_FUP,AA1715_FUP,AA1716_FUP,AS1801_FUP,AS1802_FUP,AS1803_FUP,AS1804_FUP,AS1805_FUP,AS1806_FUP,AS1807_FUP,AS1808_FUP,AS1809_FUP,AS1810_FUP,AS1811_FUP,AS1812_FUP,AS1813_FUP,AS1814_FUP,AS1815_FUP,AS1816_FUP,AS1901_FUP,AS1902_FUP,AS1903_FUP,AS1904_FUP,AS1905_FUP,AS1906_FUP,AS1907_FUP,AS1908_FUP,AS1909_FUP,AS1910_FUP,AS1911_FUP,AS1912_FUP,AS1913_FUP,AS1914_FUP,AS1915_FUP,AS1916_FUP
PF3D7_0204100,2.121457,1.771548,1.566314,1.7956290000000001,0.93837,0.908439,0.713218,1.038645,1.542991,1.934494,3.948556,6.390282,11.019103,59.036467,115.306122,141.541801,2.3416919999999997,1.51224,1.4608729999999999,1.515875,0.9904120000000001,0.709048,0.552638,0.744568,1.330006,2.217333,4.555452,8.167938000000001,14.340591,73.577118,134.766737,168.47484599999999,3.055656,2.149137,1.5199479999999999,1.543796,1.461958,1.178663,0.779762,1.308354,1.87172,2.355646,4.486566000000001,6.1148940000000005,9.399816,47.130833,64.892158,78.829099,3.4577760000000004,2.250632,2.3877639999999998,1.498634,1.144983,1.18359,0.8591790000000001,1.1271,2.0733650000000003,2.6877560000000003,4.154866,7.393782000000001,11.360481,30.615491,53.131156000000004,76.608749
PF3D7_0204200,115.068992,198.516962,252.877317,290.044594,321.149611,329.822226,353.457042,398.67274100000003,445.306548,515.752033,413.053421,394.779955,291.185044,316.171743,343.18681499999997,322.84245699999997,109.71256699999999,196.054239,242.201054,334.94784500000003,339.42294,359.35303999999996,379.400752,453.12391900000006,479.08460499999995,509.189179,383.386349,353.654618,310.06812,324.42658,328.47783599999997,349.093191,108.622786,192.478895,241.338437,306.264772,322.73895600000003,320.49494300000003,305.849785,403.586745,494.96531699999997,513.0105530000001,450.115121,392.76931,308.427776,333.191754,351.581103,355.498593,107.04342700000001,224.669799,241.152819,335.04963300000003,303.038221,365.04916299999996,336.44379399999997,468.4216,532.520455,523.435571,427.750543,371.09205099999997,305.466033,318.747159,347.52502000000004,334.235683
PF3D7_0204300,8.059700999999999,19.406361999999998,30.445821999999996,34.586553,35.87149,31.530739,28.735376000000002,29.313674,38.165083,33.422354,37.772881,62.245592,36.9016,44.075348,44.772894,29.723026,9.238785,23.197773,38.971861,32.670117,33.537926,31.878544,27.374199,30.049922,33.22006,42.201487,41.546005,50.926063,50.641921,44.689446000000004,38.699135,30.451577,10.382505,24.022288,32.432462,41.736015,38.249266,32.416815,33.294304,30.675656,33.897672,37.663499,36.094761,34.406007,33.17846,46.236987,44.818375,50.894062,12.323307000000002,21.81993,33.867543,45.517733,41.365762,35.2133,32.064751,28.592980999999998,39.965996999999994,41.526315000000004,39.010993,43.885027,36.108402000000005,39.090615,44.359445,66.87044200000001
PF3D7_0204400,1.761714,10.60026,15.608533999999999,12.978588,16.211385999999997,13.157743,7.017811,13.590863,15.339027999999999,17.349546,30.840344,40.744084,34.933018,47.158952,55.474789,32.659240000000004,2.197682,7.370827,13.903749,18.880449,17.946018,9.692036,10.049203,12.700219,10.183024000000001,32.986221,28.853087,48.169823,49.167769,44.853613,43.372336,31.791927,5.219364,8.187092999999999,12.542867,20.06401,15.492757999999998,13.20623,13.724302999999999,12.070406,21.024712,25.859963,15.666464999999999,19.769714999999998,18.715273,40.364527,44.141791,48.534262,2.8096759999999996,9.952457,13.747851999999998,26.051994,21.40559,19.48518,13.377149,5.043201,27.901463,33.167696,25.053832,31.302981,30.891061999999998,31.942513,54.838843999999995,71.117836
PF3D7_0204500,23.107311,44.931298,56.816155,62.046941000000004,62.83289499999999,60.230231,51.38367,50.543279999999996,47.876864000000005,49.508748,57.598012,45.790436,58.107237,63.815188,61.795494999999995,41.848793,21.132988,40.216508000000005,72.044945,67.429951,71.22158,65.052037,56.19486,55.642252,46.476734,57.257027,54.482427,71.817104,81.41235400000001,61.161933,48.221996999999995,36.731643,32.039217,48.474745,62.473218,73.283212,68.685647,62.505203,50.485989000000004,47.476689,43.174392,53.332857,51.975775,49.483515999999995,46.333318,58.608378,66.36948000000001,62.417318,21.357794000000002,48.662625,62.148807999999995,83.736793,70.863948,66.566067,53.113877,52.062675,58.80333,63.125797,53.577392,64.545867,58.995427,60.621759,66.475042,82.313476
PF3D7_0204600,1.244157,1.4422469999999998,2.135482,1.267576,1.197424,1.188197,1.5152860000000001,4.639062,10.584567999999999,13.726842999999999,17.723784,20.699137,18.543451,20.866984,20.472057,16.537139,1.139968,1.610466,1.786055,1.5615700000000001,1.580541,1.490941,1.860257,5.728671,11.274948,16.382969,17.458844,21.740659,21.251184,19.762265,18.530434,16.10401,1.1988729999999999,1.8493060000000001,1.955843,1.8026529999999998,1.705589,1.724536,1.7086830000000002,4.811852,8.448373,11.377937,15.481566,16.13115,15.069958999999999,21.936016,20.206208,19.151526,1.074519,1.6716799999999998,2.216929,2.206366,2.004547,1.7429009999999998,2.1818049999999998,4.0281,8.509008,14.092616,14.966738000000001,19.146546,18.597870999999998,20.907039,20.523451,23.637903
PF3D7_0204700,223.75274,337.767584,338.133534,337.834305,335.18906499999997,359.98378399999996,326.20337,374.307594,411.732777,408.938607,417.439414,319.440624,320.744225,258.127778,254.649802,229.10106499999998,215.974802,309.252189,395.882159,341.345323,363.67450299999996,351.27095499999996,353.868377,372.16097,380.239102,428.995726,356.823593,372.79132000000004,323.44552400000003,235.83775699999998,224.132368,231.797563,214.280312,325.64672,346.57075699999996,394.554662,368.930994,365.866451,337.84015,371.290273,401.79331099999996,437.79380999999995,383.996018,367.895054,304.404023,306.828098,280.65591800000004,255.949304,205.62643500000001,333.462903,359.546782,444.262696,367.359231,361.565373,307.29432099999997,389.104242,413.926854,464.919764,371.299095,347.106306,302.811868,261.90711899999997,261.068779,307.07547200000005
PF3D7_0204800,0.387414,0.239421,0.12495899999999999,0.063808,0.0,0.0,0.116389,0.5824229999999999,1.3695959999999998,1.873688,7.980949000000001,15.814691,12.668341,22.910484,23.282182000000002,15.804826,0.231675,0.148854,0.0,0.0,0.073251,0.10650499999999999,0.051824,0.28320300000000004,1.7123439999999999,3.8090550000000003,9.13695,14.770476,16.672936,22.248082,20.619873000000002,17.862393,0.424205,0.270832,0.390306,0.0,0.15073499999999998,0.135714,0.15044100000000002,0.403961,1.008356,2.6250150000000003,5.864818,8.380096,10.766107,16.548579999999998,17.571374,18.150208,0.41802,0.172567,0.0,0.0,0.251987,0.065292,0.0,0.248146,1.1290930000000001,2.634393,5.18671,10.910463,12.813372,15.390557000000001,18.693158,25.486912
PF3D7_0204900,0.424838,0.0,0.29615199999999997,0.398185,0.259729,0.197016,0.15298299999999998,0.8720559999999999,3.308865,6.758774000000001,18.304095999999998,29.332426,29.130882,61.164427,66.6194,57.947263,0.402909,0.084078,0.300583,0.546887,0.274292,0.102204,0.132752,1.1385299999999998,4.006791000000001,9.013169,16.434725,28.321517,37.631752,58.924515,61.245723999999996,54.58071700000001,0.406893,0.563278,0.36872699999999997,0.256497,0.282643,0.338901,0.200519,0.8990739999999999,3.114404,5.813764,9.576861,14.121329000000001,15.794660999999998,44.577309,46.304404,51.957008,0.27367199999999997,0.5670109999999999,0.138033,0.21609499999999998,0.21005300000000002,0.245175,0.37997,0.782162,3.065987,6.502528,10.031326,17.822399,25.400129999999997,34.913086,49.808471000000004,69.411124
PF3D7_0205400,21.116848,36.641736,36.165118,34.042017,38.700713,32.870118,30.742333000000002,21.30729,26.870786,20.03003,22.115598000000002,22.576998,25.001405,22.228547,18.317651,12.185752,22.393127,28.677357,41.683962,31.515359000000004,31.656895000000002,28.763169,24.032806,16.800826,22.024023,20.694291,21.850553,24.486314,27.280240000000003,22.228873,14.314392000000002,10.035485000000001,21.961538,32.173853,41.281638,38.421381,36.010018,29.623,28.094866999999997,25.272526,19.776339,22.588714000000003,26.010448999999998,26.106288,22.195917,26.705263000000002,23.180214000000003,20.29853,19.51677,34.544969,39.239531,36.260996999999996,33.128823,27.162741999999998,25.351132999999997,23.268917000000002,26.991513,25.508210000000002,22.320441,24.563064999999998,24.794489000000002,26.698247,24.259058,30.440378999999997
PF3D7_0205500,99.783804,160.264809,210.847611,208.741735,172.180794,192.326698,167.352485,166.998959,164.658923,145.164874,208.329697,170.027303,205.329601,173.7092,149.386574,126.716573,106.656006,166.774507,198.209202,196.186961,212.64631400000002,201.624216,191.348683,199.950323,136.065856,173.852585,174.94774099999998,206.684244,226.309402,165.486182,128.743214,121.20040700000001,120.916221,200.091591,157.605322,205.63831499999998,201.232006,209.436047,190.036181,177.375939,152.083016,173.827506,174.796822,179.921297,185.77909499999998,194.918477,187.901135,180.91853600000002,123.908983,194.328504,197.708663,225.212272,192.415396,211.679546,207.077495,173.300136,164.65043,193.411891,189.54312099999999,202.758116,192.425019,186.349604,196.63896200000002,203.371757
PF3D7_0205600,4.901411,6.7122839999999995,8.331113,8.393689,6.219279,5.392616,4.5570949999999995,5.117505,6.1831879999999995,6.748161,9.388997999999999,10.551117999999999,14.307544,23.653834,25.497168,21.015791,5.536104,7.154432000000001,10.340064,8.530049,7.271878,4.22936,4.072087000000001,4.051035,5.866696,7.703274,10.375467,12.865453,18.788612,24.891174,23.672825,20.956771,3.987032,8.527104,10.128981,9.519803,8.611581,5.608258,4.025832,6.5195050000000005,5.125164,6.675674000000001,9.080964,9.134725999999999,12.696816,21.201681,20.375282000000002,18.983658,3.58892,7.329287,12.295312,7.968635000000001,7.486982000000001,5.345273000000001,4.613633999999999,5.786568,6.550441,6.9104220000000005,8.559663,12.263823,13.654603,17.748521,21.550221,24.147884
PF3D7_0205700.1,88.843112,133.25971,160.66378999999998,156.70918899999998,149.26769,126.76303200000001,107.16734699999999,100.676476,128.623486,99.530435,81.60844300000001,72.299154,44.163858000000005,60.966572,74.020415,65.037492,96.117014,127.540648,191.42171000000002,160.97425,145.490782,122.968084,109.14133400000001,107.91156299999999,99.39815899999999,95.309647,57.802913000000004,51.445378999999996,44.182840999999996,59.645811,73.401452,65.549514,79.866617,139.56202199999998,169.197135,193.660046,165.18820300000002,120.304593,119.08808,115.7353,136.06139,142.221483,93.677805,68.01697,47.395784,77.90713000000001,83.237258,84.670337,83.112184,133.021862,162.82038899999998,221.720655,146.215878,127.51520500000001,116.810824,119.798974,155.241476,152.800632,85.366372,64.09608,42.295812,55.926089000000005,81.912184,89.608036
PF3D7_0205800,4.877327999999999,0.4744,7.663811999999999,3.388465,2.721434,2.337122,3.5696410000000003,9.778336,14.326513,25.65449,21.930623,27.791822999999997,30.091475,162.90526100000002,177.947214,179.045136,1.981268,5.610966,2.9946349999999997,4.70029,1.77605,3.985326,5.596786,18.293403,17.622001,25.165334,22.145219,25.433478,42.213017,194.27383600000002,188.005496,157.495475,1.5227629999999999,5.697893,8.358316,3.14155,1.840812,3.838576,6.395678,9.546064999999999,18.744493,19.592768,23.219798,23.722507999999998,23.39728,121.937055,135.305814,140.207216,1.482344,0.0,0.903063,1.561639,2.764948,3.1764919999999996,2.5856529999999998,9.822792,18.107098999999998,26.765029,26.147084,27.227558000000002,40.914364,93.19225300000001,119.57968600000001,163.05631599999998
PF3D7_0205900,22.915522,41.268627,60.603823999999996,70.876902,66.528897,76.57159399999999,67.637048,80.410157,98.713699,122.77590500000001,140.40659399999998,163.74701000000002,149.643732,288.818479,304.355423,298.131341,21.87709,46.919998,70.031871,70.415491,79.878463,83.089184,80.379586,89.860417,100.709478,130.32286100000002,135.78698500000002,158.906337,180.196107,312.872976,321.306981,290.990434,23.072111,48.745444,59.772408,67.22835400000001,78.88236500000001,78.862031,71.654152,82.548411,108.984531,126.264945,125.29338100000001,129.43745900000002,133.671889,239.986491,248.674291,277.031492,21.384076,47.105769,64.156071,80.418113,72.837492,80.41499499999999,78.54697900000001,78.163206,117.29478700000001,128.313633,130.52371599999998,139.557743,142.999446,217.77964300000002,251.157519,293.49006099999997
PF3D7_0206000,15.070670999999999,29.517078,44.700569,46.463815000000004,36.403504,33.818502,26.268832,20.171569,20.983532999999998,21.014423,22.581129999999998,31.267076,21.386998000000002,26.210048999999998,29.630589,27.795801,15.841942000000001,33.826508000000004,51.365881,46.083555,39.344557,34.990306,25.93179,20.926579999999998,21.073683,23.065661,23.134024,26.655457000000002,27.831273,25.398175,28.404784999999997,33.543752000000005,16.704712,36.635601,47.064639,54.05475799999999,42.643943,36.742931,30.364622999999998,22.011348,22.011409,23.219719,23.637808,22.293123,19.604623999999998,30.513864,28.045302000000003,33.095902,16.572747,32.9941,51.239546000000004,56.645348999999996,41.333453999999996,36.396215000000005,31.581164,18.80358,25.16077,26.925981,24.035482000000002,25.168992000000003,21.976978,27.117804,28.288058000000003,39.037434999999995
PF3D7_0206100,34.382514,90.027827,124.43702900000001,124.697753,93.328847,86.265842,72.928774,52.59913,56.204632999999994,77.716629,84.83454499999999,98.377072,87.640578,83.80040600000001,69.84169399999999,49.627919,38.809249,90.742838,101.25207900000001,121.180475,102.58936800000001,90.55410400000001,93.010448,70.439178,73.23891400000001,90.72726800000001,93.59364599999999,111.59353,111.1845,73.60158299999999,55.991972,50.293021,35.125864,87.381235,111.48130400000001,129.893179,98.464641,82.852712,64.112746,52.997887,74.12004300000001,80.914043,82.012078,91.242234,90.55181400000001,95.807624,90.560467,76.76029399999999,36.867985,98.45836800000001,97.834255,160.840426,93.265075,102.968182,78.07524599999999,70.534903,86.690579,81.751334,95.643727,98.353128,92.792282,104.193178,93.53108,94.316529
