ORF,AA01_3D7,AA02_3D7,AA03_3D7,AA04_3D7,AA05_3D7,AA06_3D7,AA07_3D7,AA08_3D7,AA09_3D7,AA10_3D7,AA11_3D7,AA12_3D7,AA13_3D7,AA14_3D7,AA15_3D7,AA16_3D7,AS01_3D7,AS02_3D7,AS03_3D7,AS04_3D7,AS05_3D7,AS06_3D7,AS07_3D7,AS08_3D7,AS09_3D7,AS10_3D7,AS11_3D7,AS12_3D7,AS13_3D7,AS14_3D7,AS15_3D7,AS16_3D7,AA01_FUP,AA02_FUP,AA03_FUP,AA04_FUP,AA05_FUP,AA06_FUP,AA07_FUP,AA08_FUP,AA09_FUP,AA10_FUP,AA11_FUP,AA12_FUP,AA13_FUP,AA14_FUP,AA15_FUP,AA16_FUP,AS01_FUP,AS02_FUP,AS03_FUP,AS04_FUP,AS05_FUP,AS06_FUP,AS07_FUP,AS08_FUP,AS09_FUP,AS10_FUP,AS11_FUP,AS12_FUP,AS13_FUP,AS14_FUP,AS15_FUP,AS16_FUP
PF3D7_0104300,217.8241235,193.138585,146.392741,141.854725,142.58893,108.336068,74.6539875,77.8650275,66.4731115,53.250408,60.580945,60.853796,49.8997025,55.7439875,72.076904,61.510225,194.336182,195.5681555,169.6384175,147.34606,121.94691,132.9174845,100.0817955,87.0878715,68.838602,59.255984,56.675161,57.679966,67.913492,67.6331685,76.4145665,118.523767,190.9251805,166.59442,173.9919785,154.816727,128.7502805,114.3532905,87.242308,62.4400765,58.1814335,54.209792,52.813162,52.559911,43.8176965,37.213397,34.699913,42.7919675,203.5815575,176.2234435,180.1385055,173.479487,143.1436675,121.791943,102.9427345,68.8022755,73.136929,70.930528,62.7263255,58.655234,45.0803025,54.563496,52.228505,62.6381725
PF3D7_0104400,29.593315,25.428866,19.8129575,16.5084585,17.3970795,14.2168725,16.6164325,18.1175355,22.957983,26.210705,37.101747,40.9129665,52.9716565,61.62028,79.4104565,81.384734,27.1560775,27.965606,19.031458,18.297319,15.38354,19.5690005,18.8870075,22.363056,25.9486935,31.2076815,33.978767,40.196645,55.8141905,57.6226405,70.676783,91.916404,10.064956,7.0624405,5.456479,4.086129,3.0018665,1.8652925,2.6353355,7.577808,13.898559,22.993865,32.175793,40.3450675,48.578112,72.626478,78.688036,73.6634505,10.498607,7.8785655,5.5193395,6.543631,4.092554,3.522786,2.804999,7.2107355,11.886744,19.8059885,27.556683,34.245543,40.276695,66.058318,74.432233,83.8158755
PF3D7_0104500,28.740108,12.881362,30.773622,41.6365715,86.1879055,55.508883,55.6242915,47.76209,47.00824,46.36086,67.138872,79.7452185,82.3879235,75.6763465,145.912411,115.333189,11.832162,21.303835,32.849174,52.91158,53.4099815,88.884429,57.856125,59.567392,50.629314,57.352359,62.5232035,72.7219055,73.178012,74.586896,161.8434045,195.81307,1.693358,5.6419615,22.6123905,35.692142,53.991739,59.731479,60.8813505,57.0470795,78.641096,101.224013,117.3444675,147.601283,122.853202,65.612371,45.6568405,31.687118,1.2560205,7.681007,21.676816,45.267254,52.1681415,60.656087,61.6540275,59.481524,79.499193,100.4905215,107.9137805,113.2872135,102.962801,85.6275485,88.777814,92.798221
PF3D7_0104600,1.0199795,0.883831,1.5341005,2.8652875,3.329112,3.406566,2.0352995,1.913779,1.945584,2.0792425,3.0728655,3.264193,3.3856665,2.962894,3.737583,3.1467695,1.0821115,1.4822705,2.48116,3.470046,3.2991445,3.874856,2.969186,2.525761,2.4404105,2.4689795,2.4723325,2.862818,3.341814,2.737503,3.1026655,5.263938,0.226153,0.325589,1.391475,2.0067275,2.5246255,2.6613085,1.9197945,2.3264295,4.0217425,3.744084,5.055201,5.5956365,5.1456235,2.5881685,1.824851,1.6017215,0.201435,0.3818895,1.3783725,2.0674955,2.7562745,2.41604,2.413691,1.9290845,2.7697955,4.1436545,4.5487615,5.0136755,4.778805,4.0981645,3.9759435,4.380383
PF3D7_0104700,0.6241235,0.3863035,0.192363,0.2966065,0.2717355,0.194207,0.078138,0.071162,0.0910205,0.086061,0.1726785,0.0689475,0.07057,0.1179065,0.1483075,0.161582,0.437196,0.3352965,0.48456,0.46574,0.152575,0.25933,0.2247415,0.1975945,0.1389505,0.150925,0.1744505,0.0993825,0.1453825,0.1141915,0.1400005,0.1432065,0.150499,0.206856,0.061127,0.2044955,0.1018275,0.0929145,0.0736915,0.112486,0.069036,0.066178,0.125859,0.1199645,0.195993,0.1585465,0.204037,0.0906085,0.1843745,0.0662565,0.0752485,0.2107715,0.100934,0.1190055,0.2409685,0.0695975,0.1272045,0.160092,0.128514,0.091007,0.1284725,0.166297,0.1975935,0.192371
PF3D7_0104800,8.968685,3.190538,2.5639255,1.2820395,1.3649155,1.206952,1.0610135,1.4281735,1.5362615,1.9825555,4.7329165,6.0611415,8.276818,9.447905,21.982259,27.7315345,6.0798385,3.0568815,2.353057,1.8572645,1.46883,2.384728,2.062805,2.3335565,2.0821875,2.5810405,4.7537475,6.286943,7.6936805,6.559176,17.2789195,13.9517715,4.7956025,1.3865495,1.101788,0.910721,0.492841,0.3578955,0.200619,0.267747,0.9800795,2.846146,10.797525,25.77715,35.2185405,75.608544,89.050406,86.468239,4.460685,2.3807575,1.0244915,1.598426,0.8950705,0.402738,0.5690675,0.3049625,1.0883315,2.467312,7.2729515,13.3640635,21.1784425,42.672612,54.79458,68.1827405
PF3D7_0105100,3.950671,0.5105925,1.2362445,1.7728715,2.1080675,2.5059405,2.1894085,4.3442665,3.7167345,3.268172,7.6107965,9.955513,15.090777,14.245271,91.2413075,100.3354645,1.21111,2.5348435,1.8715385,2.3020125,2.24656,5.3479215,5.5529715,4.3091285,3.196886,3.403228,7.011802,9.844648,13.4308465,10.822836,49.0222585,45.659703,0.167557,0.4205285,1.0271005,0.1845825,0.544819,0.152731,0.319098,0.7065975,0.3902415,1.483338,6.1701895,19.3731865,33.108216,109.4820535,109.6442605,87.226831,0.273225,0,0,0.656591,0.491467,0.6458915,0.178258,0.716588,1.528477,1.8155695,3.963847,7.3304345,14.4219105,47.3340895,64.3262605,87.441652
PF3D7_0105200,8.761802,7.1910545,7.041144,7.9929055,10.4917965,10.7491415,9.6021795,14.504153,17.567632,23.407642,47.3319635,62.7880545,54.509876,50.6298845,94.092707,76.295634,7.822438,10.215299,9.2017945,10.959712,10.5019225,14.4657515,14.699311,18.1372005,20.3921165,24.4977695,42.7139465,51.299859,56.937245,45.984041,85.2072245,83.8574235,1.483055,0.8589435,0.920638,0.591203,0.4892205,0.579291,0.33151,4.5088355,17.716483,34.9825625,53.29846,76.4634845,67.650968,53.1700075,54.0100485,56.755942,1.0039185,0.9245545,0.8697665,0.9750185,0.6462895,0.4194445,0.484122,3.3409305,12.662733,25.60028,39.86171,49.874797,46.831695,56.3271605,60.124006,76.888518
PF3D7_0105300,38.5018735,15.1396585,12.579756,13.6584985,11.3819775,12.017051,12.550927,21.8905,27.418192,31.84244,53.1045095,51.9365625,59.7030855,82.60049,148.108785,208.8326775,29.5874155,17.5595195,12.505538,17.4338115,8.9784445,14.5974315,15.168897,28.005315,28.535136,47.8362865,54.416232,53.387287,67.432165,79.998161,128.740664,134.583835,22.951571,16.6666915,13.823261,7.9712155,5.755962,4.3874385,1.886121,2.447351,2.0847405,4.0793905,6.6055085,13.107565,44.87318,297.661977,682.9661275,1031.798278,33.2645,23.3025735,13.2043995,11.5250875,5.425112,4.1963395,2.2215105,2.5099785,3.4505705,4.1827915,6.7552895,11.773836,28.798109,158.90791,311.868415,509.6925
PF3D7_0105400.1,10.5653725,4.6063655,4.6285165,2.419935,1.880538,0.494479,1.54975,2.72186,6.41081,10.18181,13.4068685,16.634109,12.977268,11.900043,28.2498445,42.03506,7.920841,3.1895005,2.076684,2.256476,2.801244,1.009326,1.4589615,3.405972,8.1314405,12.5917195,20.9993665,15.8781605,16.801104,16.1583375,31.7420315,28.0116515,6.0170645,4.908127,3.349544,1.721149,0.438835,0.9012985,0.206451,0.4039795,0.123371,1.14952,1.392244,3.0401425,3.1471025,45.134357,198.1149325,400.371711,9.623633,5.91559,1.9942735,1.257467,0.9386925,0.6931685,0.355452,0.2583145,0.6522715,0.3560915,1.808544,2.282404,4.398949,29.001905,82.7261465,165.463997
PF3D7_0105400.2,6.023121,2.404817,1.9346565,0.2519535,0.2537485,0.451051,0.5135235,0.635691,1.2944875,5.252961,7.8965045,6.806503,5.940967,6.721016,9.4199085,12.8221815,2.941769,3.993509,0.8911515,0.1375985,0.789697,0.284047,0.560592,0.9403825,4.6061725,6.999564,8.563948,7.1007645,8.46986,5.477935,13.555104,13.3309885,0.8310545,1.4915915,1.1041725,1.0648385,0.190294,0.5097615,0.156323,0.147911,0.5503375,0.255008,0.594517,0.4288395,0.6918685,14.8415875,64.6848625,121.307865,3.5651135,1.9587875,3.2991115,1.243257,0,0.3349375,0.1877535,0.3010185,0.495819,0,0.581446,0.2045265,0.633983,8.767146,32.1641825,51.731618
PF3D7_0105500,1.0408415,0.46056,0.8143875,0.5873735,1.041955,1.092003,1.215085,1.047348,1.5734365,1.4990605,3.128154,3.8680265,6.673507,7.2346485,13.0007615,13.336883,0.6790505,1.1726985,0.732735,1.19219,1.0301575,1.9182245,1.2892905,1.582828,1.893406,1.9099015,2.644666,3.414267,5.428169,6.017661,11.994038,8.304222,0.85554,0.2711675,0.1168945,0.1898665,0.0476215,0.103493,0.069534,0.3485485,0.8663,2.4637975,7.489444,10.72465,13.348051,19.038897,13.9281965,9.854868,0.0678475,0.242778,0.0718565,0.0445505,0.098174,0.1573315,0.0748965,0.317651,0.9206625,1.6999665,4.200409,7.520626,10.1993095,16.6681945,14.979866,13.294561
PF3D7_0105600,4.195338,5.1332035,8.7580505,18.376601,20.744095,23.7382555,18.859096,20.97707,18.888901,17.5998655,19.885756,19.876725,19.689172,20.318955,16.876273,14.74549,5.478555,6.4681385,12.7607875,20.4384875,20.7878705,23.072872,23.6476415,20.688314,19.4791255,19.110497,18.6765785,18.54849,22.209858,19.636563,15.206053,17.0545125,1.0278235,3.5517745,17.8453315,24.634035,28.64668,28.632508,24.6550265,20.491241,22.842474,22.305014,22.5184255,22.2533125,23.398662,20.057205,15.9899695,13.86595,0.969617,3.91803,18.0408475,22.8014565,30.8495535,29.7863845,26.3868155,21.8916875,23.43061,25.5685385,25.374108,24.722268,22.492673,27.3512955,24.868655,22.695164
PF3D7_0105700,5.1335795,3.1377615,3.5736395,3.9015715,6.3865855,3.9675075,4.0356495,5.205111,5.5997415,5.262252,7.806992,9.903238,15.3279295,23.8644955,44.69905,44.494866,3.3449905,4.1875565,3.6747815,4.5731085,4.179216,7.9245065,5.1336165,7.5910755,5.9568975,6.4731205,7.098474,8.73739,15.185303,20.317512,28.8401105,70.9310045,0.4312735,0.633151,0.8806615,1.3555295,0.8871495,0.8701095,0.6617105,0.622553,1.2901225,3.9271665,10.106519,19.3404055,25.013236,38.425992,44.939325,44.0843955,0.4519555,0.6570785,0.880248,1.5312505,1.105442,1.011201,0.7768305,0.876696,2.075627,3.32125,6.925801,12.2459675,17.0194355,29.868112,35.443569,42.894591
PF3D7_0105800,7.248126,3.699293,2.6013565,2.930528,3.924343,3.6540805,5.0155575,6.8856375,8.0880185,8.6925895,13.5038705,16.2546755,23.5097795,33.363072,83.1812425,93.511671,4.576579,4.811327,3.183941,3.5930275,3.4564225,6.662285,5.917158,8.7368015,9.287313,10.431461,12.563429,14.9370875,21.5799535,25.108447,52.0988355,76.049978,1.6639545,1.434706,0.4972645,0.8532725,0.2497395,0.30478,0.2779445,0.510966,0.9141155,2.799281,8.7010035,21.5664995,34.433153,110.402833,146.700719,155.4904085,2.4719335,1.460762,0.4919195,0.7624155,0.5155085,0.2464605,0.4450525,0.5957775,1.4374845,2.088192,5.829923,12.177692,20.44879,62.790145,79.445636,110.956488
PF3D7_0105900,2.0448585,2.1034475,1.629057,1.803245,1.140691,3.5232,1.9822625,2.9477865,2.358323,3.469842,6.910515,9.938365,11.8767035,13.0597625,20.590135,20.4171275,2.806771,2.4977435,2.705527,2.6022765,2.9200065,2.775316,4.2242395,3.0938555,3.7487795,3.8615815,6.4257745,9.323832,11.6675635,8.998559,13.841321,21.8313195,0.864168,0.2575825,0.296252,0.182092,0.190869,0.14217,0.0578445,0.2700815,0.7921595,1.2847145,3.779729,6.9485125,10.583624,19.296498,23.067687,24.2790405,0.570641,0.3171955,0.0503215,0.3009265,0.106378,0.303421,0.104951,0.1238705,0.377975,1.391381,3.182158,5.1443285,7.658164,12.6674755,14.9392995,23.078637
PF3D7_0106000,6.2040905,3.0620385,2.24677,2.5929065,3.183212,2.932206,2.9497035,4.475205,5.4817615,5.7850875,10.389515,11.489189,13.9132145,18.444712,48.7892755,58.3392135,3.532715,3.672904,2.971057,3.3124815,2.8138845,4.389629,4.1947625,6.127974,6.5229075,8.048406,10.2176805,11.285173,15.6145425,16.7783245,35.2217835,53.615731,1.837968,1.3529155,1.615319,0.841602,0.558897,0.417576,0.444014,0.7356825,1.463313,2.584521,4.818931,10.1735065,16.46787,57.952911,112.9517965,147.898781,2.1539485,1.4186365,1.598755,1.4167145,0.8742145,0.6422845,0.391317,0.9557605,2.000278,2.7009565,4.1190115,6.865542,10.3511225,34.1905045,52.831431,80.4603645
PF3D7_0106100,25.2044925,18.090357,27.5276345,35.2543285,39.4409615,43.7301685,40.5991945,44.4960245,42.545876,44.3817245,64.1647025,68.9006345,66.11119,62.832753,114.5687995,109.8077065,19.0260265,27.7678295,31.2939655,41.6247175,39.0445905,51.963821,52.920053,51.347865,42.9428625,48.5435935,59.658754,67.0514015,61.9058325,60.000001,113.890907,84.0045045,7.483087,19.5866005,40.101797,46.1586845,54.1290775,55.1803225,53.893213,59.185355,72.4613525,83.8881505,87.1715185,96.002733,88.204902,127.247572,134.2479335,124.913919,6.6583105,22.727395,37.5568765,54.420977,57.165812,55.9218645,54.060458,58.9620935,71.8756345,86.853224,78.185575,80.0589465,71.370021,102.16725,106.0824365,118.952171
PF3D7_0106200,3.1536725,2.0289705,2.0909045,1.726096,2.1120095,1.6473185,0.688477,1.256707,1.6490275,1.752888,2.288096,2.260755,2.498508,4.5176025,14.914917,21.197063,1.604921,2.983707,3.447334,2.0091595,1.216523,1.802682,1.781524,1.89291,2.290241,2.255655,2.1783555,2.554034,3.399552,3.9029095,11.867968,11.6769605,1.3601515,1.596043,1.8304655,0.623297,0.949051,0.5832435,0.874266,0.4189255,0.1100245,0.741811,0.620581,1.6392345,3.7789175,29.708895,47.7299715,54.8099475,1.3546615,1.507414,1.118978,0.9499735,1.8571705,0.8284045,0.5567495,0.6726,0.7466275,1.003108,0.9587985,1.025385,2.706099,16.3767655,22.784973,32.511769
PF3D7_0106300,158.310702,184.609954,194.1360415,203.650036,221.2067975,191.9614045,182.6682075,179.433369,175.914377,162.7438825,156.981838,154.5311815,170.6163955,193.243427,252.804823,269.9733945,149.9275205,209.2519235,203.0766195,215.449132,197.2181195,212.907456,198.430063,197.0137335,185.5866555,165.8673955,159.782769,149.311053,192.327067,201.4934495,235.7731795,253.609862,126.7082995,207.3295125,248.5075985,253.451247,228.637112,230.306355,197.2912485,151.7452285,135.5155145,149.646253,159.630502,165.0868125,189.5062425,334.57445,371.5433975,339.147966,126.02636,210.0700485,247.9880755,273.7554055,248.5992955,233.433713,196.318626,164.3511935,174.8428685,168.564964,165.228904,171.4571925,170.8935845,292.284537,296.2960555,303.6262375
PF3D7_0106400,173.2792835,150.2426595,173.4701495,146.7840915,225.7483135,149.563874,130.1515795,135.1029305,152.2149995,150.9781785,207.1324705,236.0430285,145.0612185,116.244308,250.2561175,183.3477385,87.854271,168.72568,147.8393445,179.0379635,154.477149,239.4018735,148.3674065,179.677292,165.193235,172.1825585,199.0779045,196.4487795,163.6808515,138.756941,324.6141315,269.9322505,72.2557065,146.0804095,181.0102525,186.50887,206.3076755,203.4141345,156.7786025,189.524687,278.2373655,334.1875805,285.6328995,360.941403,189.7324975,71.3097125,58.694768,38.5955775,68.313803,160.9858775,173.811929,256.739236,214.0953685,213.434893,197.6097645,170.38359,334.917541,356.265517,286.60222,257.7045015,176.133513,141.348879,147.070531,165.2630775
PF3D7_0106500,2.1007885,2.114547,1.50948,1.448354,1.763261,1.4602745,1.2440265,1.6708275,1.443732,1.3811125,2.210432,2.4543725,2.625249,3.7031645,12.731308,15.029324,1.2689705,1.89854,1.7571155,1.9595505,1.486093,2.3046515,1.990903,1.9511705,1.9700815,1.777246,1.935076,2.3913035,3.639213,3.7415215,8.3605175,15.1398405,0.2487145,0.3865895,0.4574865,0.3000585,0.2204275,0.1966255,0.304147,0.2668785,0.3128685,0.42709,0.5864445,1.5075685,2.603508,15.3769165,19.8516875,17.8421035,0.4106865,0.2745385,0.3756105,0.597707,0.4786865,0.425874,0.37045,0.475191,0.6778715,0.998342,0.9557615,1.400109,1.941071,7.73226,11.0093685,17.1433065
PF3D7_0106600,1.962329,1.1515435,0.817355,0.3582745,0.8094985,0.2597985,0.507287,0.2183735,0.385825,0.4457405,0.916479,0.7699395,0.20658,0.2485985,0.8090145,0.827774,1.0557565,1.556879,0.3574905,0.6760905,0.2383525,0.52752,0.1172725,0.2414285,0.4039115,0.6598535,0.5011925,0.229338,0.3212725,0.3597315,1.0149965,2.2847255,0.3757015,0.712547,0.439943,0.2696265,0,0.2553895,0.0760395,0.098672,0.0856465,0.1015805,0.245603,0.1650495,0.112303,0.11151,1.691884,3.8126905,0.168176,0.508675,0.254547,0.6581725,0.127908,0.291491,0.0922055,0.1143145,0.128549,0.098356,0.1334835,0.095019,0.0894065,0.1918495,1.4130675,1.7267235
PF3D7_0106700,123.248184,131.692944,128.5510185,126.543043,152.1133865,108.6577215,92.6072985,96.970334,88.6441465,91.3194245,113.102616,108.3635125,92.4320735,88.1816975,100.6857785,81.003219,93.752132,138.3112435,127.315357,121.9821595,120.793279,144.163142,104.9657165,110.8442425,91.385426,91.7670315,97.886766,100.51186,111.5110225,101.278884,106.9073075,154.3909305,81.6698,90.6476505,124.410188,124.896942,110.5952375,100.6865215,87.4987545,87.7784405,88.3248995,101.688733,89.736108,90.948825,66.3573155,44.0651485,37.927398,37.441098,85.900595,104.749565,127.658399,145.9880445,127.648871,108.0816845,94.2929275,87.440278,108.2160045,106.056723,98.260379,88.430792,68.9500825,76.057896,70.597328,70.9809695
PF3D7_0106800,13.3695515,8.050082,8.1290955,14.328236,17.5964335,18.584507,21.6805465,33.3639155,38.4852175,42.874918,60.2054775,71.4229655,106.4714385,126.626243,130.712554,162.4824155,10.364588,11.903759,9.813216,14.880243,14.679211,24.314713,24.6627915,39.40227,44.3950105,48.522754,55.810852,73.6990645,95.4306895,105.991614,120.776465,123.681249,2.9533095,3.52053,10.938524,13.3050825,13.2685865,15.731599,15.5499215,25.2464725,35.860844,44.9755755,68.9999285,80.0802805,114.7928925,256.779669,285.554681,276.4917915,4.9686645,2.7803595,9.684604,10.6333805,15.094133,14.2758735,15.9647655,21.87666,30.4338155,42.05521,59.655478,80.647115,96.8372205,191.946795,203.9012795,197.059377
PF3D7_0106900,2.702008,2.881727,2.0880855,2.267352,2.011931,3.0076445,2.6716935,4.1172875,3.91938,4.009858,7.541935,10.493017,10.783984,13.6746135,23.9764945,25.314633,2.6494315,2.929061,2.823762,3.099559,2.917113,3.7633465,4.6044015,4.368944,4.5424945,5.242346,7.58133,9.0021045,11.7849165,12.4547285,14.181421,39.1263885,0.4057835,0.3310125,0.324327,0.4129255,0.220559,0.297297,0.1472075,0.3979515,1.284875,1.763952,2.540423,4.3094455,7.707847,20.41711,24.0264065,20.5579085,0.6873965,0.4369945,0.2644125,0.292724,0.353865,0.0985735,0.440692,0.2672265,0.712334,1.2619135,2.3925565,3.2192245,5.0178295,13.7982535,15.702032,19.998756
PF3D7_0107000.1,30.374156,16.5878945,14.3979815,18.8269925,27.9349955,21.8434915,45.766575,56.4548845,69.26985,73.2575545,70.6306775,90.5408975,164.1877545,246.570538,378.8756125,526.201688,28.0813775,20.564022,17.5103115,20.3795605,17.6234175,34.367755,40.630205,72.3190805,79.508688,79.859041,75.147336,96.7994335,141.8655505,215.531184,300.2542285,376.8774165,2.9008655,2.095158,2.57401,2.266187,2.461682,1.441571,2.3147525,3.7488895,6.102803,13.864152,44.141307,86.069903,201.414377,711.3162965,746.537651,614.052357,5.444454,2.5900815,1.844866,1.3732495,1.0101515,1.533398,1.995368,3.8211735,7.2375675,12.3908145,39.2125325,74.9014705,156.9880685,477.609652,509.159989,496.479269
PF3D7_0107100,1.464435,1.165753,1.49952,1.448242,2.016529,2.315694,2.1760465,2.517942,2.748338,3.4459085,7.3764875,9.752159,12.6642505,15.330097,15.2753425,14.1102105,1.757196,2.016707,1.1782435,1.709122,1.683908,2.8128305,3.1066755,3.3086585,2.996048,3.7975625,6.3794035,8.041949,10.684948,12.680657,10.44261,10.6786175,0.1029865,0.2166095,0.169817,0.2886825,0.11372,0.1851025,0.2179025,0.639084,2.611836,5.42474,9.9402705,13.013824,16.333939,14.4393655,10.0836995,6.85791,0.437433,0.1568225,0.221387,0.419111,0.371908,0.139712,0.267938,0.5957195,1.797908,3.7419165,7.9230025,10.168753,12.890621,15.746158,14.4218845,13.8147905
PF3D7_0107200,1.409669,0.330861,0.4815925,0.578999,1.329917,0.874619,1.304339,0.94928,0.927355,1.1599985,2.004547,3.0449115,6.240563,6.312586,14.066742,12.5858515,0.9803945,1.060038,0.7672475,0.7178305,0.665507,1.0945615,1.097831,1.50785,1.1629915,1.918484,2.4101795,2.6163595,5.1621275,4.8692065,10.4364535,10.2145465,0.052156,0,0,0,0.0924965,0.035739,0,0.1863915,1.239535,3.505105,7.6571735,11.258964,13.7222515,12.8754445,8.7905805,5.82178,0.070069,0,0,0.1338525,0,0.0454615,0.041248,0.323435,1.1515375,2.1628505,4.851711,7.715592,10.1246135,14.411554,14.8866475,13.2252635
PF3D7_0107300,1.888294,2.2016615,1.767112,1.4739565,1.1866205,1.2144505,1.172899,1.0493625,0.9037015,0.6878895,1.4862665,1.7028105,1.753562,1.680947,3.307926,3.079658,1.8056745,2.588012,1.997903,1.6133625,1.0996605,0.9306345,1.0805935,1.2369815,1.4369555,0.894944,1.3852815,1.3098235,1.6757435,1.4375565,3.104163,5.2045615,0.270492,0.2780375,0.1890585,0.1496655,0.323267,0.1112305,0.020732,0.224194,0.242391,0.4978905,0.7393585,1.072606,1.467364,3.1278635,4.5621105,4.709013,0.2756985,0.7032125,0.290033,0.310276,0.079741,0.034551,0.0887115,0.0795995,0.2203735,0.3847315,0.5026895,0.7634845,1.124007,2.598525,2.997462,4.537885
PF3D7_0107400,15.3092165,6.0624095,10.722282,7.411714,11.7360435,9.000319,10.552934,10.142636,11.9698655,10.7779305,13.308091,17.08291,29.8960765,47.689746,82.727726,88.713029,11.4854955,7.531798,8.1641255,8.716708,6.2851605,14.821939,10.76493,15.378853,12.478352,13.045247,13.937084,17.345696,27.6949695,38.9766675,53.537454,59.0847535,1.873882,1.1379555,1.7303555,1.0589345,0.5249715,0.382124,0.6298795,0.1566,1.7189565,3.8753085,13.4073865,24.4521065,52.116757,114.5972775,114.0346535,93.4472155,0.963274,0.185083,0.933426,0.552348,0.1924195,0.1721015,1.108342,1.023936,1.9047835,3.0159425,7.6820835,15.9391605,39.2581955,72.996937,82.18021,89.1864555
PF3D7_0107500,410.492796,379.229934,348.3830065,349.396901,348.531567,278.400651,230.440346,223.918255,201.8011905,184.3479675,217.23798,217.373037,168.0762935,164.741906,195.6771835,156.1731895,344.5159695,389.41011,362.7896525,359.3998525,303.382349,334.3685715,262.9252525,229.725855,204.5783865,185.516948,202.6641895,203.0992945,218.533471,210.781296,233.2577285,261.259553,357.8218665,349.127818,418.407852,411.730014,385.160656,393.86424,327.993178,357.7033805,365.3902285,361.814047,260.531615,248.3478965,162.2793335,104.076462,93.27772,85.2818975,364.251562,358.699363,413.9740755,476.8225255,423.36515,405.4610425,351.8864635,368.236599,448.7039635,407.540107,285.2623365,243.2887775,179.4727615,201.659242,196.622761,196.9523875
PF3D7_0107600,0.718722,1.2569105,0.7402605,0.784533,0.588836,0.779347,0.2370025,0.4555075,0.367031,0.245846,0.4674475,0.4128455,0.240936,0.277642,0.387258,0.3821995,0.9116165,1.201336,1.1789125,1.008556,0.7245535,0.8169665,0.6909185,0.521665,0.4698355,0.317575,0.3578105,0.4066345,0.37909,0.423213,0.475055,0.840234,0.3782805,0.3554935,0.6910095,0.47522,0.348882,0.3370775,0.1608975,0.233052,0.4333115,0.3607255,0.229408,0.1979895,0.130714,0.1802325,0.224018,0.2721665,0.3838905,0.6553265,0.595122,0.760688,0.6822245,0.3956415,0.364404,0.333722,0.6348325,0.6635335,0.38666,0.2674485,0.2229025,0.3898235,0.4895595,0.7386295
PF3D7_0107700,0.442249,3.0886025,1.458438,2.1960575,1.0010885,2.5771275,1.8784565,2.096575,2.128233,1.9196645,4.5932855,6.713882,6.6139525,6.708665,3.2909915,2.7260985,2.0511475,3.264461,2.6783545,3.3326455,2.7481945,1.752547,3.4579615,2.202129,2.273151,2.195698,3.8024705,5.435264,6.8506035,5.1643505,1.957569,2.797319,0.454133,0.2903755,0.9306165,0.7239485,0.705303,0.6422865,0.2583545,0.450544,1.3208315,1.6055335,3.7569585,3.9610935,6.4396985,6.371143,4.7014975,3.6902385,0.898455,0.521264,1.0233455,1.03909,1.1162175,0.4594235,0.5743795,0.7328585,0.6993995,1.5678135,3.0209845,4.2031165,5.9795255,6.0606595,5.685007,5.4945215
