ORF,AA13vAA17_FUP,AA13vAS18_FUP,AA13vAS19_FUP,AA17vAS18_FUP,AA17vAS19_FUP,AS18vAS19_FUP,AAvAS_mean
PF3D7_1201500,0.9708853560759378,2.091092439747748,2.747425761852375,2.643223611592372,2.8577415189374467,1.6300291565209597,2.5848708330324857
PF3D7_1408900,1.4660747107135619,2.4799179412672014,2.577959960317548,2.460249593072392,2.8402587739356937,2.8893185793978557,2.5895965671482086
PF3D7_0627900,2.020423225062882,2.0282086634895027,2.612856884746233,2.449386730121786,3.2813063518705987,2.155793300177916,2.5929396575570296
PF3D7_1421500,1.6521507518458831,2.4356914302521853,3.286168496384477,1.8304811392433056,2.8444851395598305,1.598047943824663,2.5992065513599503
PF3D7_0517700,1.156566973463012,1.8609854119254652,2.6041254540757595,2.90491846163532,3.1021273931518105,2.308804319836025,2.618039180197089
PF3D7_0719000,2.107637824268927,2.5091917173496157,3.3693500949069084,1.7998378702984101,2.800014005340565,1.158345755267765,2.6195984219738744
PF3D7_1250000,1.8895271344394118,1.908876708064214,2.529229107663621,2.786727380350805,3.2763493546116935,1.8433289102345616,2.625295637672584
PF3D7_0818000,2.4134604322888444,2.6627939457182883,1.7340400052623353,3.5158775401785016,2.6273592415361984,1.8172737007014812,2.6350176831738312
PF3D7_0926200,2.3577170384286883,2.508826013290635,2.478607443586238,3.446092565445719,2.1114172491759104,2.9563723293539668,2.636235817874626
PF3D7_1211500,1.2741772916447516,2.6796157149291595,2.687091715281672,2.4558396303406536,2.7262722591798547,0.9333259848588148,2.6372048299328346
PF3D7_1207600,1.182123821035324,2.3675308782051383,2.584671839210727,2.7290241180762216,2.896148574923477,0.7541686218114675,2.644343852603891
PF3D7_1451500,2.200547406686593,2.2373899487181754,3.3171966742753014,2.226259946003811,2.8214058608164247,1.6850630024915063,2.6505631074534284
PF3D7_1139900,2.4742234394885814,2.006172073150089,3.1781645352288903,2.2907603269414656,3.1455106681842704,2.1897058935225124,2.6551519008761795
PF3D7_1251800,2.377619694385428,2.3381814406427126,3.1102565813571017,2.5743127912483748,2.6064089036504487,2.3692779494096907,2.6572899292246595
PF3D7_1433000,2.060903219491834,2.2301445967085094,2.476061757997527,2.8245322132842534,3.0987504319735963,2.4150787620358107,2.6573722499909715
PF3D7_1340200,3.3567232621883827,2.7444094773954246,3.004833335328371,2.2810518010724485,2.6049657186297406,2.8497224590313106,2.658815083106496
PF3D7_1414800,2.0175426634700475,2.0501837689872784,2.920561453354805,2.7451122958714027,2.93912032823186,2.1979114992657367,2.6637444616113366
PF3D7_1340100,1.8661405573862029,1.8430630101858816,3.307508271632716,2.526826762158016,2.992306733490868,2.483085599596333,2.6674261943668713
PF3D7_1249900,1.1977513205339907,1.9833730938470493,2.6539564026680984,2.7104820237709952,3.3332245031219636,1.5448628395745143,2.670259005852027
PF3D7_1121700,1.5908215506940764,2.215388408629757,2.535312359869456,2.6660519751471896,3.275744281622087,1.4826704038463283,2.6731242563171227
PF3D7_1137800,1.4062921724818749,1.7905489119526166,2.5226744932228318,2.8561021360004264,3.5281028274624173,1.8416774115688503,2.674357092159573
PF3D7_0935000,1.2038704989449789,2.233767223741673,2.729394156631092,2.7592683848992605,2.9807308030640587,2.2668576265501468,2.675790142084021
PF3D7_1242100,2.9688298166165112,2.453711435663584,3.1008173077119,2.7056125694166613,2.4440233835679344,2.6526011846182107,2.6760411740900194
PF3D7_0728000,2.243741874913076,2.571266934710876,2.707651540948798,2.6201778831158244,2.8252162455773515,1.8835806905422552,2.6810781510882125
PF3D7_0503300,2.0862488996366317,2.113618820546784,3.194903968070596,2.5402003094392382,2.876706751934944,2.0758032503617407,2.6813574624978904
PF3D7_1316900,2.689271999255336,2.575514030514061,3.2602986553490467,2.0964311844942367,2.7950516080597607,2.8085904365217798,2.6818238696042767
PF3D7_1474600,2.067709582099251,1.9281485438326813,2.7933616055791477,2.7637504103771358,3.2454979741307515,2.2320714450932835,2.6826896334799293
PF3D7_0608310,1.9984597008427343,1.911329065879656,3.2631496031454685,2.243663456576225,3.3141375657118832,2.651133868324916,2.683069922828308
PF3D7_1125500,1.8769204368435977,2.502158024150514,2.9211777552148552,2.4804936485235447,2.8429077932097053,1.6861993313899215,2.6866843052746545
PF3D7_0935100,1.2049471404417842,2.395891308644922,3.082432666229624,2.2578368353912524,3.0206098578043417,1.6183115623144748,2.689192667017535
PF3D7_0303300,1.5155210124984853,2.5502634615140307,2.9715882864303684,2.5552401855084943,2.702552947956259,2.0222469690523384,2.6949112203522887
PF3D7_0906700,1.0962130350178465,2.0517412103377146,2.8888516411937526,2.4983813796430483,3.341639978601524,1.4057824348304828,2.6951535524440096
PF3D7_0830700,0.4730345640860605,2.485049721980225,2.7081227070248457,2.692566459021512,2.9033786819129737,0.7623889710599704,2.697279392484889
PF3D7_1321900,2.340609311527151,1.7209731935918438,2.6863666885572157,2.9661182473415537,3.422112020151335,2.1910508632121823,2.6988925374104875
PF3D7_1117300,1.512957502105745,2.8856426654732235,2.53068462995698,3.121778867406061,2.290843383127484,2.615138497622995,2.7072373864909367
PF3D7_1216900,1.0460949944113378,2.394506491579348,2.9095962295652114,2.492243231165855,3.0464906473796636,0.997002818274322,2.7107091499225198
PF3D7_1123600,1.5333644559392985,2.243769582597701,3.0028961170508297,2.521088361898605,3.120411713210828,1.8732985536495392,2.7220414436894917
PF3D7_0708100,1.1798746534250242,2.125758887274121,2.5373408975719287,2.938284120820096,3.317762863639219,1.7080328134112006,2.7297866923263405
PF3D7_0722000,2.93376792546784,2.72556620880724,3.398863927432092,2.1954781388820908,2.613177237754316,2.1968486408634185,2.7332713782189346
PF3D7_1304200.1,0.9734474583057292,2.420500026764689,2.3836214777258844,3.1656531222780715,2.9703523763568684,1.4011747462280413,2.7350317507813786
PF3D7_0304200,1.340784814879333,2.3466599208645684,2.5614897908105885,2.9942362519221914,3.047322333817565,2.5229374984478987,2.7374270743537283
PF3D7_1466400,2.6750811289596275,2.577077849922305,2.6318580164238035,2.663780068324058,3.080715480630431,3.498322631724456,2.7383578538251494
PF3D7_0528600,1.686460440687685,2.6903205900635663,3.149172466690583,2.4944761369539505,2.647032521201089,1.9190535645577258,2.7452504287272967
PF3D7_1449900,3.091125484392581,2.4983163564721833,3.556767409660436,2.415922364545177,2.5135370349796906,2.8206640802247183,2.746135791414371
PF3D7_0301300,1.387115704014678,2.710334940336101,2.8661786580527124,2.7894937773570865,2.6922121705966204,0.7592563466038721,2.76455488658563
PF3D7_1027500,1.0990647228978143,2.7925759499112766,3.0450878325024338,2.367633613717114,2.8794434230457253,1.212146441229029,2.7711852047941368
PF3D7_1445700,1.43030690162949,2.309155274584131,2.925371751575427,2.721356423320179,3.167602656527571,2.3012379364334814,2.7808715265018265
PF3D7_1407500,1.5379993726070618,2.0418468271556107,3.081419598715456,2.6785846075332884,3.3230752252065385,2.526839107141384,2.781231564652724
PF3D7_1011500,2.517141888658618,2.3758058739486345,3.4773067242538005,2.37822649214324,2.89813425067486,2.6501103535910944,2.7823683352551334
PF3D7_0925900,1.0460136010667032,2.424133198388624,3.0179882770458653,2.6191951702151743,3.07632446074059,2.024296207817847,2.784410276597564
PF3D7_1012900,1.6325093565932525,2.7216226444175486,2.932368568939752,2.7130862804546916,2.814954450706242,2.0297158448456787,2.795507986129558
PF3D7_0823700,1.9439101330802095,2.315499414848763,3.835193444465127,1.8969867549574475,3.1808724195253597,2.4771084808551342,2.8071380084491735
PF3D7_0729500,1.2175899193633668,2.581105489604981,2.8519176898524488,2.7901155880397246,3.023008802662972,1.3087242769757363,2.8115368925400315
PF3D7_0108400.1,1.2983165931752396,2.806947686735714,2.3038325820300787,3.1207420578771483,3.032207509359224,1.9938282434545884,2.8159324590005417
PF3D7_0210900,1.9715087314081696,2.4977126035351964,3.138791347347265,2.5590830039269843,3.121150880139828,2.5234397486708566,2.829184458737319
PF3D7_0306200,1.158060063891283,2.4686600375266377,2.8954481211574197,2.777392198073977,3.1820003351188553,0.9424859034477924,2.8308751729692228
PF3D7_1428300,1.4561750568387075,2.459805488787186,2.974537536974529,2.6930770355378564,3.228794306837002,1.8976537339362642,2.8390535920341438
PF3D7_1237800,2.496041010306711,2.5026577655597726,2.190062573076593,3.481614689859004,3.2085116550241,2.0397645869569,2.845711670879868
PF3D7_1127900,2.6084819622669,2.5504677056241247,2.4780477607420983,3.0921363974060987,3.2914126977622997,2.632118836263455,2.8530161403836547
PF3D7_0923000,1.3777762107355618,2.4741991084969714,3.3323974869188464,2.351389932829439,3.297567658751544,2.4748197641186125,2.8638885467492003
PF3D7_1314900,1.3783279847669412,2.444099450830847,2.6760359735081867,3.0629589256288168,3.3150352752885315,1.198487918455318,2.874532406314096
PF3D7_1213700,0.9187183196836288,2.5833844714993988,2.8977197044787886,3.0041939793358865,3.024662460600815,1.5628402483359871,2.8774901539787225
PF3D7_0623200,1.624811653036436,2.178063143126013,3.578643487906531,2.2380398366205783,3.569456660713057,2.7309774327914482,2.8910507820915448
PF3D7_1469300,1.8603045949501864,2.6466982430424064,3.0998224726930763,2.654389790722476,3.1881043374241917,1.3390530591796486,2.8972537109705376
PF3D7_1423700,1.4696937263384708,2.3975277199728224,3.0091143693957125,2.8009861300994507,3.4365296025655416,1.4585720476100543,2.911039455508382
PF3D7_0309000,1.589580236544874,2.48260575127572,3.186653487336893,2.67287607016217,3.3177675374923075,1.9217179821360324,2.9149757115667727
PF3D7_1138100,2.2544012698072686,2.999432920819062,3.129253650437537,2.7989530759197714,2.733457907358148,1.3494248534775009,2.9152743886336294
PF3D7_0810600,0.8813375904146583,2.5177756535111406,3.092735341735543,2.7366559196940985,3.3806961681933543,1.5472747624311065,2.9319657707835343
PF3D7_1461200,1.9143794836939887,2.863570521897895,3.6268259128853,2.7644649782183794,2.542688683118654,2.190555351973184,2.9493875240300573
PF3D7_0731400,0.9128664427525024,2.6874168077209353,3.177536419683339,2.692877645734824,3.2468865933301267,1.03615322396118,2.951179366617306
PF3D7_1124800,2.0581238583228703,2.3548709326976693,3.1257932330108438,3.0194597486092345,3.356049490745037,2.6707500409552143,2.9640433512656963
PF3D7_0523900,1.1583470042241424,3.0069878267540284,2.572267998475536,3.6232303674070128,2.6869413241803386,3.138990790244925,2.9723568792042285
PF3D7_1330400.2,3.890212791543069,1.783530618839866,2.8204075458364506,2.6962002144390915,4.623889532650131,3.4510025706791216,2.981006977941385
PF3D7_1419300,1.350972680448306,2.617714027943764,2.938646756088513,3.0401089690595278,3.3754167266304584,1.4680828836643736,2.9929716199305667
PF3D7_0809500,2.434598013572686,2.180616797970225,2.405657983822357,3.678583888745185,3.721482338329876,1.3250120081293626,2.9965852522169114
PF3D7_0419200,2.539576683411342,3.0314820418860204,2.418456646591105,3.8736327779367516,2.7843622262753387,3.6144489649914577,3.0269834231723034
PF3D7_0204500,1.630285956427869,2.402894252715444,3.0840775410481576,2.9660627328253124,3.682223000060948,1.701572811014146,3.0338143816624656
PF3D7_1366100,1.6609817785236716,1.71677765425593,3.6295392939449287,2.2633276655841033,4.551118920424356,3.4402055827722924,3.040190883552329
PF3D7_1007900,1.1874699448552863,2.269749365372472,3.1366294177898,3.098683608435531,3.6964810184632215,1.6325992024057547,3.0503858525152565
PF3D7_1463000,3.060105456342197,3.0726877325261635,3.1934910144840645,2.9815172407430834,2.964827560214541,4.153271128690695,3.053130886991963
PF3D7_1355500,1.776270491803147,2.7597914434918294,3.3461407984983285,2.944255832924185,3.2332065237137835,1.8637120642541165,3.070848649657032
PF3D7_0519700,2.618732731668842,2.4332032565056,3.8182710181773674,3.126502636787064,2.906670709249996,3.4255398071605208,3.0711619051800065
PF3D7_0205500,2.164950675834394,2.84118664419391,3.095782251155053,3.0743959549284714,3.2785726980635896,2.0436553199375433,3.0724843870852565
PF3D7_1338200,1.8739594740983216,2.2675568293128734,3.1429512773250514,3.405439146471583,3.5397223589492777,2.40516287419177,3.0889174030146966
PF3D7_1201400,1.1214498899563023,3.1044365096105957,2.578675026907789,3.5520220202755532,3.1340632852653623,1.3241838178679184,3.092299210514825
PF3D7_0110800,1.0722478595055391,2.880441024127213,3.04401107602256,3.2913732084870984,3.1539170424243963,1.6943085070796284,3.092435587765317
PF3D7_0722400,1.338096253758802,2.7010027814614896,3.19658741676094,2.8684829249030432,3.623866426803221,1.4735039891754738,3.0974848874821737
PF3D7_1308200,1.2390326926976216,2.8362302852034915,3.463530434548621,2.744981269202602,3.388697131719578,1.7535197733176324,3.1083597801685734
PF3D7_1237100,1.2167002567428291,2.8961041474683715,2.972891970441625,3.492294270304072,3.1998587164863146,1.7547807300952107,3.1402872761750955
PF3D7_1212600.2,1.396286534324843,1.9969030450277407,4.0161545136236985,1.9995282537101768,4.575765151946582,5.008384622911716,3.147087741077049
PF3D7_1422300,3.0266016779444014,2.75330916647808,3.3828110097755486,3.3532693054722,3.1207146934807835,2.7318285348330265,3.1525260438016534
PF3D7_1009000,2.2552682591266167,2.4861144286875017,3.1567686287663053,3.5410557601000585,3.4831643199924955,2.5556062496850944,3.1667757843865902
PF3D7_1106900,2.124159204771859,2.6579097314660167,3.824216350162271,2.462589802595733,3.773999695986975,2.0601730542344288,3.1796788950527484
PF3D7_1002200,1.773267884680627,2.613258783191489,3.2652851660105,3.1828237688337637,3.714998577880294,1.0897272117784786,3.194091573979012
PF3D7_0204300,1.9925126972735168,2.8302778807436257,3.674159773226626,2.6895557007909474,3.622736628221359,1.4518238054511468,3.2041824957456395
PF3D7_1328800,1.7532764196195276,2.7302760009717884,2.6000398589659746,3.5463932177869153,3.9592268139431352,2.0339253883618555,3.208983972916953
PF3D7_1435400,2.1635436292948316,3.020809312818451,3.880858715967852,2.4384523207379294,3.5288711958544097,2.701487555768712,3.2172478863446603
PF3D7_0822800,2.1170102282997574,2.8805111786055124,3.2483955879361313,2.900582020847804,3.8398229510020014,2.3328954853294492,3.2173279345978623
PF3D7_0918300,1.8362352226984544,2.3152604634856404,3.3981204292403193,2.9492226787610227,4.308896990097767,3.1609475590926133,3.242875140396188
PF3D7_1311000,1.5509316435862988,2.483142756597132,3.6148021406220567,3.0200646588848197,3.864552933443485,2.3483379847424937,3.2456406223868726
PF3D7_0220500,1.5934509602238829,1.922659946504018,3.697865028723802,2.725982454924159,4.784801565627703,2.8263534101556367,3.2828272489449213
PF3D7_1038200,2.3750609435699985,2.8447855649115668,3.6777752620384163,3.2953601945184205,3.3210935558686576,2.9714882613834304,3.2847536443342653
PF3D7_0707900,1.7139189548191072,2.4175122521905057,3.1536347380498384,3.815620076231312,3.879152444995027,2.7452923341973783,3.31647987786667
PF3D7_0716900,1.0528008247281817,2.852025044638945,3.6504524442482342,2.9746033145934536,3.791071580547417,1.6758185873591072,3.3170380960070123
PF3D7_1323000,2.0396300998307053,3.4611601374538616,2.925593684376776,3.981495947094118,2.9282920801124446,1.8715858135000212,3.3241354622593
PF3D7_1246500,1.4879776464743248,2.9216002115589617,3.599261963068039,3.1113510053374407,3.713888034239377,1.4600143173340638,3.3365253035509546
PF3D7_1015200.3,3.9538364654928895,3.4282876656662427,2.9620392354820924,3.675551323177205,3.4014448580523937,3.247847045098778,3.3668307705944835
PF3D7_1124400,2.4704993725978808,3.2297492670966417,3.765717431120055,2.481925609996844,4.005385653802613,2.652145300858263,3.370694490504038
PF3D7_0506100,2.0000949824091565,3.4763633934820137,3.8631073070542334,2.9856776110821976,3.2845009940019647,1.7198648251044208,3.4024123264051025
PF3D7_1453300,2.8148973265415984,3.7754143365211488,3.5590378142865493,1.971083158839802,4.32533987333764,4.017292001659366,3.4077187957462853
PF3D7_0801900,1.2152281347741845,3.1060987006867924,3.239785919493063,3.708581777468422,3.669309380017475,1.2160671851856082,3.4309439444164385
PF3D7_1442300,1.6924379299350276,2.7387895182844204,3.8267077013923947,3.1277749923937948,4.0558708653901085,2.985739923460676,3.43728576936518
PF3D7_1248200,2.087079701374744,3.229201410479184,3.6522606952244487,3.3453811250255585,3.5524686887455488,2.660420047884056,3.444827979868685
PF3D7_1207800,1.5865096741542752,3.159168512532036,3.612325097157017,3.5165694842928215,3.8256442131857873,1.3349779771717858,3.5284268267919154
PF3D7_0818400,2.022847472169225,2.9371725841642413,3.922689987149312,3.478269665999929,3.907556691713223,1.7387057622536497,3.5614222322566764
PF3D7_1243200,3.4099864484288056,3.0990055439808466,3.899331893853382,3.770373672301672,3.5097709476524948,3.093272533304832,3.5696205144470987
PF3D7_0310600.1,3.0288839338724487,3.1837359290880785,4.19990024923244,2.8788791830316782,4.1970092336109825,2.9077216020906627,3.6148811487407952
PF3D7_1415800,1.6713568938552703,3.0426927055827546,3.958146346919652,3.545466101658441,4.00439963675734,2.3080733162530045,3.637676197729547
PF3D7_1438500,1.9634791132414189,3.4913236427869667,4.316508912155569,3.0982790402366542,3.939508133470794,3.0530248103436257,3.711404932162496
PF3D7_1307000,2.171094041943209,3.0346617176743726,4.0092861716891885,3.627703516669949,4.378037198361644,1.4999517251189751,3.762422151098789
PF3D7_0702600,1.9368704673829944,4.743037889149794,3.42375235733056,4.946421346636071,3.2586936359388536,2.5330788850991013,4.09297630726382
PF3D7_0212200,1.7772711133264647,3.7226347315525823,4.820085941025988,3.9477159944721554,4.7556893261122815,2.3957288008265967,4.311531498290751
PF3D7_0206600,1.0940271304080154,4.878316070402078,4.394421648595971,4.654751241631946,4.326795229458685,2.8272572351974588,4.56357104752217
PF3D7_1103900,3.098879621422076,3.7046853429805706,4.53316143738706,4.876479054138411,5.694593452182424,3.5898485332895467,4.702229821672116
PF3D7_1002500,1.8728930423103962,4.853448121400995,4.845912732593088,4.7153373001386365,4.539230522981974,2.3365591311028084,4.738482169278673
