ORF,AA13vAA17_FUP,AA13vAS18_FUP,AA13vAS19_FUP,AA17vAS18_FUP,AA17vAS19_FUP,AS18vAS19_FUP,AAvAS_mean
PF3D7_1461900,0.3247375506860598,0.25661011980118165,0.3511841846200391,0.11477752845188403,0.3151115468265618,0.30674172177016673,0.2594208449249166
PF3D7_0934100,0.27912376799367583,0.3205127676071648,0.2211119377182526,0.34621054960246117,0.15195933575840337,0.26352215439057985,0.25994864767157044
PF3D7_0721600,0.19091483055006653,0.3083953216532612,0.23432209054634365,0.30771482575765313,0.18961838134660805,0.14867420389708408,0.2600126548259665
PF3D7_1342600,0.06133872071882288,0.3088500593555553,0.23740522604705744,0.2887839844879536,0.2095909796951641,0.1631514451234475,0.2611575623964326
PF3D7_1222700,0.2041523940874912,0.400811519106644,0.1990933268010406,0.28351757134568517,0.1701941181079319,0.33009699084118715,0.2634041338403254
PF3D7_1211900,0.3461753144084143,0.3481815851402801,0.2741312854365134,0.1601445918264651,0.2712420904439143,0.26342734819854496,0.2634248882117932
PF3D7_1357900,0.19488157864159533,0.3258979141908432,0.17991133648397098,0.35024518700613755,0.2009193831360415,0.20078998145893187,0.2642434552042483
PF3D7_1441400,0.22111769941481557,0.4000834775523838,0.14550460380903435,0.3709041310213881,0.14049983863247764,0.31032775253355044,0.264248012753821
PF3D7_0104200,0.09559797884390976,0.3083267155758194,0.16877991596417044,0.3648225271198494,0.2188517738441658,0.4038249441271408,0.2651952331260013
PF3D7_1451200,0.1954293829899517,0.16135977909239935,0.26982836668519194,0.3056841123665317,0.3250478463329941,0.1874370217519042,0.26548002611927923
PF3D7_0802000,0.43912489876583605,0.29508116139293133,0.32633030992157513,0.2051675430925218,0.2367990817308329,0.1876792892778733,0.2658445240344653
PF3D7_0910100,0.34464513191810836,0.2514006847478479,0.21057243590347546,0.3905874856229489,0.2146736213079119,0.23421071263959042,0.26680855689554606
PF3D7_0601900,0.275656021130857,0.2185400169605831,0.2395712707002409,0.43128357446152527,0.19913753594125846,0.3475335211908,0.2721330995159019
PF3D7_0811400,0.18051550367815958,0.33671679500925444,0.2849947476552253,0.29289957268594874,0.1786495487167255,0.23810142663272948,0.27331516601678846
PF3D7_0731500,0.225278526665136,0.48991970983750205,0.258263318704286,0.27801970328014813,0.07224258670623702,0.2783956815798201,0.2746113296320433
PF3D7_0918700,0.34181190746547085,0.4208690628197449,0.2676020575531377,0.25532830142207147,0.15508822606045528,0.22635778880263885,0.27472191196385237
PF3D7_1370300,0.22174880752938986,0.2490537071528573,0.32675111433776444,0.2460877370216621,0.2837757863340911,0.17458959217908554,0.2764170862115937
PF3D7_1354500,0.23284511596446753,0.29242713581137075,0.34893688743430473,0.20731325936982398,0.2600046397650126,0.19909334206024562,0.277170480595128
PF3D7_1421100,0.17456040917287266,0.24000047358606708,0.28568210890969314,0.3768918504001662,0.21252849623394043,0.39544557851906825,0.2787757322824667
PF3D7_1324000,0.34849958347010135,0.2432349654858819,0.19691130184917752,0.4302597016651825,0.24775879055814662,0.19751555523598807,0.27954118988959714
PF3D7_0613500,0.3515796857179033,0.2538876994306953,0.3060277539578955,0.1797076590393371,0.38189587567205896,0.3120720384381609,0.28037974702499674
PF3D7_1028000,0.2931007991959971,0.42889251951235935,0.2372439755168229,0.2225683132141938,0.24964305087075106,0.29207669601841124,0.2845869647785318
PF3D7_0519500,0.2637193224489916,0.41305806147794955,0.296965264960265,0.24037172660851666,0.19043429507128262,0.3101595256569696,0.28520733702950346
PF3D7_0424700,0.4336565310433283,0.3754798067738125,0.39858040602337014,0.2512001580259714,0.12407584407334983,0.20061296229318124,0.28733405372412596
PF3D7_1323700,0.3826553473602349,0.23721739915116632,0.12048273589239679,0.3551359470222326,0.4372858616660697,0.244128553523855,0.2875304859329664
PF3D7_0922500,0.18764423393199617,0.2589443818014561,0.4516897415867462,0.15445293738148863,0.2867729153729613,0.23271409387762684,0.28796499403566306
PF3D7_0406100,0.24462429400234872,0.30991568370170225,0.28061515562002304,0.2775573404725202,0.2841467545337271,0.1602531523233354,0.28805873358199313
PF3D7_0936800,0.21604551363069613,0.4127928708465777,0.15319683392106784,0.35192893601506053,0.2358825201243634,0.29300688777129513,0.2884502902267674
PF3D7_0704200,0.286560682458779,0.32783005048119856,0.21297521496876856,0.36791609645152623,0.24968463661338536,0.15743624411737792,0.28960149962871967
PF3D7_0908800,0.24164464403885472,0.257297860802744,0.25456286682734625,0.3126341582270355,0.33451228711952885,0.09098026988322923,0.28975179324416367
PF3D7_0831900,0.1790382345017988,0.18830337052063997,0.4157694238852432,0.1319745139211057,0.4250311343115276,0.5292943401250843,0.2902696106596291
PF3D7_1328500,0.4865082799561131,0.16835268205353135,0.23849355257232271,0.3776811911236739,0.38138959051137095,0.16580359616772708,0.29147925406522474
PF3D7_1220900,0.1477169034846799,0.29389357270634786,0.3732062798446505,0.22574363656555985,0.27754541202683486,0.367163140871656,0.29259722528584825
PF3D7_0903200,0.38567659562456513,0.3614092412032744,0.20745104336836437,0.16680922867034517,0.4379100620292318,0.3702711848899909,0.2933948938178039
PF3D7_1352800,0.19873754831780213,0.347508855628435,0.23302181244814504,0.45193200622230767,0.14239115788112014,0.39331128260247183,0.29371345804500193
PF3D7_1104400,0.42253576208419985,0.24097886018736162,0.391158586985925,0.21407229080691365,0.3317743007021391,0.26241423334563585,0.29449600967058487
PF3D7_0501200,0.2981372896714687,0.3909271622763989,0.31078760319269644,0.2647927092304941,0.21304277787265832,0.17745100452070278,0.2948875631430619
PF3D7_1358900,0.15492675288407734,0.29503140249845394,0.2892731120546893,0.2860708190909103,0.3153852973792464,0.20516776824372698,0.296440157755825
PF3D7_1132400,0.31957226052158993,0.17504307263929128,0.2734037400247219,0.2889922443304819,0.4575656064623167,0.21091557817167186,0.2987511658642029
PF3D7_1238100,0.3696665270385163,0.23399056790147926,0.3165593575948003,0.3030876806446229,0.344394990550604,0.2864150664042789,0.2995081491728766
PF3D7_1115900,0.47082239233900036,0.30397385008168015,0.211834632845045,0.2850557997209229,0.3979574945021258,0.2941993311236706,0.29970544428744345
PF3D7_0616800,0.07007217783898712,0.37195436047671004,0.251930376395139,0.3242884890907228,0.2520524333383619,0.4069931003906612,0.3000564148252334
PF3D7_1415600,0.42432902888380286,0.24848905472215724,0.32904746365229376,0.34853774895310513,0.2744153108881537,0.14968093833050128,0.3001223945539275
PF3D7_0925700,0.18483485362041638,0.26359860459217316,0.26475661805907424,0.35907833622719637,0.3232252396100229,0.31854618315267264,0.3026646996221166
PF3D7_1447900,0.28372066841905524,0.3160348813236825,0.3026062869377324,0.33995110130619177,0.2539278540562338,0.2046664936385891,0.30313003090596014
PF3D7_1120100,0.31320149395450325,0.3556289585895708,0.279146118341664,0.24837253422309205,0.3316011709235909,0.2667617887518662,0.3036871955194794
PF3D7_1102900,0.26492982588237407,0.20891977783657867,0.23827496989524327,0.40952484425784424,0.3614511641642886,0.17090575674542602,0.3045426890384887
PF3D7_1016300,0.2797404528011373,0.35174670992226215,0.26928432665157603,0.28279186072483936,0.31566350043849284,0.3580538483377698,0.3048715994342926
PF3D7_1336900,0.27330732455951223,0.42516841984137954,0.34671190844165,0.24289737471311842,0.2055877370891032,0.3041990330252712,0.3050913600213128
PF3D7_1218500,0.19111045924942305,0.3233469447735729,0.3111258652546844,0.29740653721403554,0.2899656717664316,0.1746169318281353,0.3054612547521811
PF3D7_0907400,0.3168748315368878,0.5673088435174759,0.2694690102371117,0.2578808323931234,0.13207868131292103,0.3137314642861785,0.306684341865158
PF3D7_1135900,0.36827029847714005,0.06811755796331023,0.39887089830723893,0.3385260481630204,0.4236594152992026,0.4224722808479521,0.30729347993319306
PF3D7_1125800,0.17951868962196035,0.4322497420327236,0.17268712591548788,0.3899597380490972,0.24008089619666362,0.33316213545034684,0.3087443755484931
PF3D7_0214900,0.43454417211114127,0.5374674324251457,0.15707340714127038,0.16567372389176485,0.3753766068942353,0.45874751843801054,0.30889779258810407
PF3D7_0532400,0.3008518775369881,0.3207053180104882,0.22993811604828615,0.3002835599490151,0.3879944019869797,0.30897235242187576,0.3097303489986923
PF3D7_0629100,0.12584966097895858,0.26206583040592923,0.3476869178059897,0.2972684530156901,0.338391748224232,0.3316430292296528,0.3113532373629603
PF3D7_0501100.2,0.2808092669027872,0.20176158770712038,0.16303007510649528,0.4723117257551374,0.4152575850332182,0.14493223710283956,0.31309024340049285
PF3D7_0109000,0.13974566412214826,0.3107966153662961,0.3204295999287115,0.28865823969796195,0.33253063327175936,0.26127388671898977,0.31310377206618223
PF3D7_0112800,0.22107540222169125,0.13215408481121638,0.33272274696184934,0.3193394208510009,0.4696853232627143,0.3383059566368981,0.3134753939716952
PF3D7_1125700,0.083096308478147,0.3720003295779943,0.2512296500453709,0.37978991035788134,0.2584632423485002,0.4116118508249073,0.3153707830824367
PF3D7_0704800,0.3021322328945949,0.3693724064012997,0.3062899555017876,0.35263350546980643,0.23848705702979112,0.39748940741638594,0.3166957311006712
PF3D7_1224700,0.31638606668849495,0.2521964830532536,0.2912094713320403,0.4778353219007127,0.24617561030048102,0.30501625708659325,0.3168542216466219
PF3D7_1017500,0.43011129358332406,0.20732321427019199,0.14712409422524622,0.4501259111762763,0.4630964111790609,0.24714038828155221,0.3169174077126939
PF3D7_1031600,0.3662943812890363,0.4281467491677235,0.26400562795270704,0.1655010830162961,0.41313433309230047,0.4882792433005089,0.31769694830725675
PF3D7_1250600,0.31605888082352446,0.3126167180327124,0.3303119681816557,0.41785576679766157,0.21061194060213212,0.34173786338122825,0.3178490984035404
PF3D7_0305700,0.4817232993848507,0.3385260259119987,0.363241939501113,0.2919009545952415,0.2832866800251578,0.27818820275641637,0.31923890000837774
PF3D7_1423200,0.1685540620790579,0.3225614608215939,0.3138194290656831,0.3180204297629296,0.32665764467026553,0.3710893549656226,0.32026474108011804
PF3D7_0827800,0.4016121115682353,0.3462213480183677,0.3356618474423402,0.3493257758676677,0.2500923495365164,0.37609781206705606,0.320325330216223
PF3D7_0503600,0.342261455106403,0.32207341914378596,0.11427790606348238,0.4665934457938509,0.378947366937265,0.2261106565679839,0.3204730344845961
PF3D7_0723900,0.47399406880607886,0.3607783784701291,0.37554193067696895,0.285754535309958,0.262536215899889,0.31122353450397916,0.32115276508923624
PF3D7_1329100,0.392950969269895,0.3947111566095331,0.17669979830977872,0.4283768256172835,0.2848315784539117,0.27607948165446705,0.32115483974762676
PF3D7_0810800,0.3445690626558734,0.29257062548067475,0.4348128777990779,0.30281656394843137,0.25564035418270425,0.2970622399114871,0.32146010535272207
PF3D7_0903600.1,0.2353123224345708,0.4447938378298173,0.19402688333746343,0.46049370254796745,0.19181968829839946,0.31833043157007346,0.3227835280034119
PF3D7_0108500,0.2316188015580268,0.17042715035223271,0.49399054029772327,0.22166002655408062,0.4108412012852572,0.4111985692071446,0.32422972962232344
PF3D7_0817500,0.36168560273327677,0.24027241511896036,0.44560145696685494,0.33085762702879823,0.2804096786152817,0.33353340753389793,0.3242852944324738
PF3D7_1320500,0.47486304294939274,0.20777048357374991,0.19968592570608856,0.4041968522014263,0.48637539325003076,0.29725740078912355,0.3245071636828239
PF3D7_1125300,0.3526783096022531,0.4195108505663831,0.1528590553793463,0.37433260546958624,0.35167866435615225,0.3299104465482047,0.324595293942867
PF3D7_0911100,0.29554864792870356,0.3928079805108415,0.241331969641119,0.512306513587944,0.1538059855843873,0.4797096776008886,0.3250631123310729
PF3D7_1017400,0.22216610291910935,0.17767974326290706,0.5010786566860828,0.23249087009084837,0.3896605039950202,0.4423727780793039,0.3252274435087146
PF3D7_0301700,0.22422629364318208,0.33805890272921607,0.41738992885595166,0.29078571428181943,0.2656926305477159,0.25578392486856,0.3279817941036758
PF3D7_1401400,0.24134913975987662,0.23080591917793214,0.2958021160989644,0.37064393623978714,0.4158893013947519,0.20005981638430895,0.3282853182278589
PF3D7_0102700,0.11055251165197746,0.27914031275545564,0.2822654925027066,0.3699429626349421,0.3831147065749121,0.10734687636772015,0.3286158686170041
PF3D7_1337200,0.4059473506817586,0.31084290582700463,0.2817572424112891,0.3561623576527294,0.3669264657583665,0.41543423739113083,0.3289222429123474
PF3D7_1455300,0.2131927877373546,0.45805471817748383,0.28963652198435613,0.3135029667297469,0.25812428668116616,0.3130816500355981,0.3298296233931883
PF3D7_1423600,0.31850133807418923,0.40724460108071336,0.11598852689769575,0.5612645340768146,0.23659152759570734,0.4483804917356959,0.3302722974127328
PF3D7_0410000,0.40178731961984204,0.39720783830243817,0.35410696814321097,0.3791435457955801,0.19114916292085096,0.37874799004754073,0.3304018787905201
PF3D7_1252300,0.3527766876724188,0.2874244719185001,0.35519736261123064,0.248627614551425,0.43066878701149736,0.4567716632256603,0.3304795590231633
PF3D7_1308900,0.3159818654979251,0.3950699249638901,0.35299703820001294,0.3136392223447517,0.2624711010855946,0.16394010818854857,0.33104432164856235
PF3D7_0726900,0.20446680542296508,0.36470468868434336,0.3806951044783521,0.2512663474221403,0.327960405203631,0.565365949716629,0.3311566364471167
PF3D7_0220800,0.3930651196191196,0.31582124180620025,0.4487815588486899,0.2207774096889217,0.3400516901110232,0.42573229138435625,0.3313579751137088
PF3D7_1136300,0.37470363211045427,0.3390965956920052,0.37660874920259124,0.3242452038360267,0.2892979646908204,0.3531106930696841,0.3323121283553609
PF3D7_0423800,0.25795780257566664,0.4426180954939655,0.2467389103926093,0.42835464968036374,0.21899093189139487,0.3563197242743458,0.33417564686458334
PF3D7_0930300,0.22295987047280158,0.4467072501262659,0.291160448491875,0.4707340945903325,0.12966225170200416,0.455445897298486,0.33456601122761936
PF3D7_1354400,0.19065338969343038,0.3674776390175057,0.44340359187074563,0.23870507026871252,0.2940088531904982,0.3663677054496482,0.3358987885868655
PF3D7_0805200,0.3035474985855326,0.5186784211681398,0.384818287227438,0.2850532441076146,0.1635933051070769,0.26296775847361825,0.3380358144025673
PF3D7_0500800,0.5670197210070369,0.3343306271593234,0.3912015069108851,0.33995467341334984,0.2894493746496435,0.3418338257121793,0.33873404553330044
PF3D7_1431700,0.3477796492271032,0.44136283898012607,0.32800800807155717,0.32972467970237435,0.26028725339024,0.4199932737123389,0.3398456950360744
PF3D7_1035700,0.12039555482938748,0.4986159943023154,0.20432266769218063,0.502507307821363,0.15533660167960522,0.42458378094066246,0.34019564287386606
PF3D7_0423500,0.1732471820749929,0.4225367503584454,0.29713667841832453,0.3645568260520722,0.2766765785661071,0.47095812144780974,0.3402267083487373
PF3D7_0707500,0.3395585326256574,0.18996614749118998,0.3240438113331067,0.5036403743006725,0.3439080748213198,0.4018436036729783,0.3403896019865722
PF3D7_1412500,0.24556101428362875,0.3519876898554449,0.33357226632877984,0.3334239083475735,0.34402030339688927,0.35638146819958555,0.3407510419821719
PF3D7_1031500,0.3548839052654819,0.4708903874741176,0.3618836262711528,0.25743511359937554,0.27973939061083997,0.381326623172624,0.3424871294888715
PF3D7_1243700,0.3557167062663072,0.5139152145078075,0.20175513169669212,0.2378595427945003,0.4169474514325579,0.6079506391909955,0.34261933510788944
PF3D7_1035900,0.1966442921382535,0.4786765324296106,0.22094693875368904,0.388579651908604,0.2842520472897481,0.3478089283556353,0.3431137925954129
PF3D7_1130600,0.37245609000937574,0.3453203501507019,0.3783491898831274,0.2922362429573264,0.3637094845668017,0.3292039487686137,0.34490381688948935
PF3D7_0208400,0.362011631867605,0.3880916941903898,0.36069452386934897,0.28772821981910673,0.3438881391868591,0.23840886193442606,0.34510064426642617
PF3D7_0520100,0.2784286296258696,0.3433431801214811,0.32683846564734353,0.43490892422668703,0.2758437859881106,0.35850622818974603,0.34523358899590556
PF3D7_0720600,0.4189751093570763,0.3594380381622032,0.512135083771865,0.13693815353384917,0.3778097866801278,0.35346035613443266,0.34658026553701127
PF3D7_0207600,0.37083151941384834,0.34720226462741904,0.33585413361965466,0.4206729519415342,0.284396461468514,0.337313135653844,0.34703145291428045
PF3D7_0407900,0.24586465159292553,0.3684280320310859,0.30816240693374286,0.45301319832372094,0.25952860064310546,0.48292651579007223,0.34728305948291377
PF3D7_0302100,0.4522108595718129,0.4540809625374483,0.481059261860646,0.2656923885164769,0.18931556713063366,0.34329152289446646,0.3475370450113012
PF3D7_0414800,0.5696004773462018,0.21835824565149062,0.3953281984919956,0.48737812925053237,0.2917270331594724,0.35712160629240475,0.3481979016383727
PF3D7_1104700.1,0.17421531441498264,0.40756712031890086,0.31208403120203915,0.4179995784212966,0.2575863828882934,0.6585035694261974,0.3488092782076325
PF3D7_1432500,0.35162592891338185,0.29411222551922944,0.4464585264526263,0.16471616521851953,0.4954512418005675,0.3449362981851696,0.35018453974773567
PF3D7_0731300,0.23567763728926125,0.16470283506374697,0.5046510597160911,0.2192166156821679,0.5128667429871603,0.47730763706923046,0.35035931336229154
PF3D7_0416800,0.5284981647568799,0.2839238971659442,0.26613133316790305,0.41448072653322005,0.4371263771188501,0.2600165609698081,0.35041558349647933
PF3D7_0725400,0.2982084989313339,0.5057516536927582,0.3486846106485482,0.30975004698266134,0.23767403814790203,0.4491699877453018,0.35046508736796744
PF3D7_0933600,0.39224065382498047,0.4778228544400063,0.39621996649100355,0.36178677030637924,0.17159365594476406,0.3338809478028829,0.35185581179553826
PF3D7_0406400,0.4136287511456237,0.511834509886738,0.4983721400154208,0.10929501487467136,0.2896258670947631,0.3365541214109516,0.3522818829678983
PF3D7_1139300,0.26404395320961543,0.37127647611808995,0.33058720018943394,0.3394881305400475,0.3690454253751817,0.28648758955625336,0.3525993080556883
PF3D7_1239700,0.3711501368888838,0.27873619105618996,0.4228467045008918,0.38128863906023824,0.32852228098262953,0.4053139107566429,0.3528484538999874
PF3D7_0613600,0.42586550290887176,0.2737775680508173,0.30767703167914146,0.3595085713347015,0.47093032491508213,0.18619958531557942,0.35297337399493556
PF3D7_0506700,0.34343413033673764,0.4602719968358295,0.4097565965426278,0.38444224217661527,0.15778180779706816,0.2560094509129127,0.3530631608380352
PF3D7_1341900,0.18922931645908592,0.47747427868138304,0.3378477106280156,0.37394594745119863,0.23026592252296615,0.3189825811724755,0.35488346482089084
