"","AA01","AA02","AA03","AA04","AA05","AA06","AA07","AA08","AA09","AA10","AA11","AA12","AA13","AA14","AA15","AA16","AS01","AS02","AS03","AS04","AS05","AS06","AS07","AS08","AS09","AS10","AS11","AS12","AS13","AS14","AS15","AS16"
"PF3D7_1129200",219,484,11785,1677,1508,1034,376,1601,990,144,583,596,127,823,291,27040,782,664,628,977,2228,1233,507,445,170,1539,225,1555,3395,690,849,2312
"PF3D7_1129300",11,6,78,10,56,12,11,32,12,3,16,8,2,15,4,139,19,13,15,126,39,14,23,0,2,3,4,11,4,44,2,5
"PF3D7_1129400",257,342,3777,1241,351,1296,570,201,170,179,147,581,7,221,104,4712,328,119,471,1030,1894,320,371,54,94,333,47,84,176,318,145,418
"PF3D7_1129500",16,43,950,455,35,96,33,176,23,14,8,63,4,17,20,1716,34,18,47,111,119,159,16,27,17,54,6,79,100,13,63,194
"PF3D7_1129600",1,0,47,14,4,5,2,4,0,2,1,5,0,4,2,73,0,2,3,10,4,7,0,2,0,3,0,2,0,1,1,0
"PF3D7_1129700",0,11,89,29,4,2,33,9,4,0,1,6,0,4,8,120,0,10,12,54,4,9,9,7,1,25,0,51,104,3,36,94
"PF3D7_1129800",0,29,226,49,16,18,25,17,8,2,8,19,0,14,5,664,5,28,38,280,51,15,24,7,4,76,7,100,93,13,35,132
"PF3D7_1129850",0,5,43,11,9,4,1,3,8,1,3,4,1,4,1,99,2,14,7,34,9,2,1,1,0,21,4,20,31,5,7,37
"PF3D7_1129900",163,43,8256,4446,859,1572,246,2185,269,75,210,374,26,348,173,10905,659,162,365,452,467,666,112,633,60,558,79,926,2520,381,603,1086
"PF3D7_1130000",474,245,2852,485,2012,991,453,123,973,194,802,301,78,941,100,1978,1312,504,496,2603,2684,138,598,33,128,140,284,164,158,1395,141,90
"PF3D7_1130100",75,210,4523,665,297,576,102,248,186,114,126,236,45,534,42,5136,334,353,171,1059,2589,109,134,60,69,142,81,260,379,224,296,260
"PF3D7_1130200",3933,12401,66695,58337,26442,14023,7420,29179,13441,5941,5862,23574,2824,14384,2118,95398,24299,22533,16065,10415,25081,6480,7163,6788,3380,8053,5063,17644,27020,7526,13276,36087
"PF3D7_1130300",2,1,19,1,0,8,0,0,1,0,0,3,1,8,0,20,1,4,3,5,18,1,1,3,0,0,1,0,0,0,1,0
"PF3D7_1130310",0,0,28,1,3,3,0,2,1,2,1,0,0,10,1,33,2,6,4,4,29,0,0,0,1,1,0,2,0,2,1,1
"PF3D7_1130400",427,1098,7960,3349,2903,1478,871,2935,1142,364,823,2459,355,1835,234,9139,2285,2071,1630,1390,2538,631,659,631,311,670,533,1565,2172,1054,1609,2903
"PF3D7_1130500",26,3,544,41,287,27,3,18,30,1,37,7,4,93,7,231,48,70,9,104,31,5,18,5,1,7,32,48,22,78,43,10
"PF3D7_1130600",26,102,1292,351,201,258,74,84,67,26,47,190,2,51,49,1512,151,49,119,130,182,94,61,28,14,99,29,74,143,40,88,223
"PF3D7_1130700",19,17,1241,407,64,102,50,116,30,8,19,29,2,19,34,1887,39,27,21,49,34,71,64,17,10,155,7,12,86,19,81,147
"PF3D7_1130800",6,14,37,18,57,30,7,22,17,4,13,3,0,11,0,155,8,15,0,5,26,3,7,0,1,3,9,6,5,5,18,12
"PF3D7_1130900",2,6,69,60,14,13,1,16,19,4,9,1,0,3,2,89,0,1,2,5,7,10,2,5,2,1,9,4,5,4,1,5
"PF3D7_1131000",4,0,150,136,1,6,1,43,0,0,1,2,0,0,2,155,3,0,1,2,0,27,1,10,0,1,0,13,36,8,6,10
"PF3D7_1131100",63,38,3835,4520,95,270,112,1877,34,15,21,47,37,84,172,3503,32,28,124,18,15,1011,33,694,39,172,27,489,1439,174,174,496
"PF3D7_1131200",6,0,419,244,2,41,4,64,0,0,3,6,0,2,12,366,0,0,5,0,0,45,1,23,2,11,1,18,67,8,2,7
"PF3D7_1131300",0,0,25,11,1,1,0,2,0,0,2,0,0,1,0,27,0,0,0,0,0,10,0,0,0,1,0,4,15,2,0,0
"PF3D7_1131400",2,0,0,5,0,1,0,0,0,0,0,0,0,2,0,16,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0
"PF3D7_1131500",0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0
"PF3D7_1131600",0,5,59,15,5,30,9,5,2,2,4,49,0,1,2,15,0,2,13,0,9,3,9,2,0,0,1,0,0,0,0,2
"PF3D7_1131700",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1131800",100,7,4336,2325,71,746,127,440,14,0,23,109,3,41,130,5142,12,31,64,140,49,553,60,177,14,141,1,186,336,116,208,720
"PF3D7_1131900",1,0,4,0,10,3,0,0,2,1,0,1,0,4,0,33,0,11,0,6,1,2,0,0,0,0,0,0,0,0,3,1
"PF3D7_1132000",990,1028,2438,1119,1624,1979,1279,338,939,404,880,1585,321,1221,86,3531,1118,1146,831,1978,3592,226,1107,76,611,271,425,198,386,1195,303,519
"PF3D7_1132100",72,16,391,16,578,69,40,28,89,8,196,12,19,256,4,393,232,205,22,493,234,3,72,3,6,10,81,27,43,191,23,5
"PF3D7_1132200",2666,5097,19146,10276,10405,11242,5494,6091,5591,2508,4046,8036,1350,7899,566,26324,8136,6723,6640,10574,21355,1403,4959,1086,1665,1720,2715,2545,3466,4885,2835,7063
"PF3D7_1132300",29,23,626,164,95,57,23,91,46,8,49,40,2,31,11,593,26,62,29,81,83,40,31,18,11,20,15,33,67,29,46,143
"PF3D7_1132400",25,1,1883,267,15,51,23,57,1,3,10,21,1,10,43,2461,10,3,9,15,1,74,11,22,2,80,0,52,67,43,52,115
"PF3D7_1132500",15,13,32,6,43,13,5,6,9,3,15,7,1,25,1,95,17,18,16,35,21,7,13,1,1,0,10,9,0,27,2,4
"PF3D7_1132600",733,838,3101,1194,1404,1369,829,410,655,366,484,890,151,968,79,4204,827,666,743,2268,3537,316,834,53,350,273,337,290,382,852,229,570
"PF3D7_1132700",79,116,818,347,181,221,109,310,150,53,40,329,41,122,34,491,195,109,117,62,157,43,93,38,63,36,34,133,238,68,100,250
"PF3D7_1132800",1,1,194,126,21,10,2,33,2,3,4,14,0,6,2,1689,26,2,10,6,18,7,4,7,3,27,1,18,61,9,22,80
"PF3D7_1132900",8,0,385,122,11,40,7,35,1,0,4,3,0,2,4,239,7,2,5,0,1,11,5,8,1,3,1,22,30,11,7,66
"PF3D7_1133000",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,3,0,0
"PF3D7_1133100",2557,2166,8936,5876,6836,5645,4192,850,3808,1892,3339,3840,963,4251,328,9374,9649,1843,2217,7510,12147,612,3281,177,2053,840,1450,619,1232,6187,1039,1893
"PF3D7_1133200",3,3,93,67,32,5,11,5,4,6,11,3,3,16,4,57,14,6,8,58,16,4,11,1,1,6,3,2,1,44,0,4
"PF3D7_1133300",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1133400",2,11,17,23,74,13,2,4,3,1,12,0,1,23,1,120,9,0,1,8,19,4,5,0,4,7,5,4,0,19,2,63
"PF3D7_1133500",0,1,1,11,18,0,0,2,5,0,5,0,2,2,0,6,1,9,2,2,0,0,1,0,1,1,2,3,2,8,1,0
"PF3D7_1133600",8,31,24,35,360,9,10,6,127,10,33,22,6,38,0,72,35,47,21,42,47,2,4,1,8,5,48,32,15,86,18,15
"PF3D7_1133700",7199,5669,22196,8519,32398,20949,10687,1468,12308,5060,11954,7254,966,15125,698,59405,19250,5841,10968,42893,60046,1649,15087,343,3318,5381,2853,2666,1439,15014,5695,5608
"PF3D7_1133800",940,1994,3012,2258,3547,1613,1091,896,1042,868,1258,1355,357,2148,137,5120,3160,1295,925,4068,6379,334,1320,164,509,267,550,384,760,2732,308,750
"PF3D7_1133900",1801,1834,3831,2306,4653,3752,3055,661,2329,1526,2176,2570,748,2727,179,3679,4754,1563,1928,4451,10199,271,2122,52,1515,437,1034,447,767,3217,489,835
"PF3D7_1134000",536,1642,22272,9659,1383,3341,1279,5553,983,451,615,1975,389,635,682,27148,586,624,1989,1584,4831,2097,796,1396,254,1477,189,1967,2804,559,1989,5667
"PF3D7_1134100",333,330,1149,364,627,542,176,203,186,94,179,335,105,355,22,1003,194,309,211,295,797,64,147,18,94,57,117,139,206,339,147,166
"PF3D7_1134200",1167,666,2970,1355,2076,1366,1379,228,839,514,904,780,163,936,136,3268,1628,654,648,2508,4196,309,869,59,445,306,308,163,307,1896,234,436
"PF3D7_1134300",238,22,365,67,1319,113,114,25,128,58,358,29,26,626,17,455,480,178,53,839,1032,25,162,1,41,8,60,11,7,490,4,1
"PF3D7_1134400",5,0,513,255,31,11,2,30,1,0,7,2,7,11,11,245,5,1,6,16,11,46,3,12,6,7,3,17,18,14,10,10
"PF3D7_1134500",124,119,4316,1884,344,165,112,226,188,85,94,110,22,80,129,3874,101,94,137,280,640,405,111,100,79,418,72,167,442,143,155,352
"PF3D7_1134600",44,2,186,12,425,34,19,13,13,12,85,22,6,220,11,1036,242,50,21,293,117,2,51,0,6,5,13,5,10,167,5,3
"PF3D7_1134700",3775,6220,18941,11131,14877,9220,6693,4879,5177,3254,5660,6046,2142,10008,765,24927,13854,7301,5615,10949,24915,1976,5266,985,2856,1517,2537,2663,4897,9816,2125,3251
"PF3D7_1134800",484,877,2902,2010,2340,1034,804,1055,1141,396,683,1107,294,1508,154,4812,1771,1334,1004,1525,3437,412,628,220,326,486,449,900,1091,1591,704,1009
"PF3D7_1134900",13,2,75,5,127,12,4,6,13,7,21,4,3,81,1,51,48,46,10,102,40,5,20,1,2,0,9,12,19,81,4,0
"PF3D7_1135000.1",2,0,7,0,6,1,0,0,0,0,1,0,1,2,0,3,0,3,0,1,1,0,0,0,0,0,0,0,2,10,0,0
"PF3D7_1135000.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1135000.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1135100",1018,2417,14009,4524,4741,3992,2214,4615,2281,754,1472,4092,796,2942,439,11874,2637,2879,2859,3060,8116,1084,1295,1012,682,903,859,2194,3490,2536,1678,2615
"PF3D7_1135200",6,7,10,10,78,6,7,9,10,6,15,6,2,15,1,15,18,33,9,71,40,1,4,0,6,1,11,9,10,56,6,3
"PF3D7_1135300",38,41,167,60,149,31,39,48,82,16,69,46,26,54,3,148,76,122,58,111,167,4,39,7,23,37,58,48,60,155,39,62
"PF3D7_1135400",70,198,3810,403,336,350,128,311,186,65,99,302,64,272,44,4089,151,282,300,638,1349,61,176,78,53,235,56,666,465,106,571,888
"PF3D7_1135500",0,3,0,3,1,0,0,0,0,0,1,1,0,1,0,3,2,3,0,1,1,0,0,0,0,0,0,0,0,1,0,1
"PF3D7_1135600",6,8,32,19,36,15,10,12,7,12,11,9,4,14,2,36,9,20,11,16,40,0,14,0,3,0,5,7,6,19,1,3
"PF3D7_1135700",36,64,617,124,92,465,60,74,91,19,35,95,28,162,8,591,63,57,78,183,808,18,38,16,27,9,34,37,58,31,70,66
"PF3D7_1135800",31,46,283,118,52,95,37,30,46,21,16,77,5,30,5,292,33,45,37,77,205,14,48,4,8,19,24,26,32,14,16,49
"PF3D7_1135900",71,50,969,200,93,210,65,57,58,29,39,87,10,38,23,1459,36,37,87,260,332,14,77,20,17,62,36,93,81,47,133,274
"PF3D7_1136000",14,6,150,6,69,12,9,4,47,3,37,9,1,20,8,199,12,103,7,172,40,4,12,3,2,14,15,16,4,35,15,3
"PF3D7_1136100",0,3,3,1,32,3,4,0,8,0,1,20,0,5,0,3,2,8,1,18,2,0,0,0,0,0,1,0,0,6,0,0
"PF3D7_1136200",46,8,49,9,97,8,13,6,23,2,48,7,2,41,1,30,45,23,8,104,39,3,3,0,4,3,9,12,4,89,6,6
"PF3D7_1136300",2825,2969,11513,2927,8103,7008,4158,546,6195,1190,3229,3988,173,2951,293,29471,2691,2292,4187,11148,22363,681,4463,161,796,2516,891,1099,937,2284,2112,4479
"PF3D7_1136400",882,1077,2079,1613,2147,1383,1438,280,842,664,739,980,168,1014,117,3694,2476,634,802,2907,4115,313,1204,57,514,407,338,277,372,1736,200,428
"PF3D7_1136500.2",16,27,51,24,72,46,15,14,38,10,18,8,8,30,1,121,26,43,26,49,59,6,13,4,5,5,11,4,4,21,2,10
"PF3D7_1136500.1",6,16,54,22,33,28,14,16,14,4,10,9,6,10,6,67,22,23,19,23,52,6,12,1,5,6,6,3,12,20,18,26
"PF3D7_1136600",2079,1349,8004,3047,6795,5083,3012,540,1843,1373,3129,1589,383,4508,271,11258,6857,1423,1684,9553,17439,624,2996,94,1139,664,652,315,537,5020,430,539
"PF3D7_1136700.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1136700.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0
"PF3D7_1136800",116,183,1169,394,186,276,153,107,200,83,66,325,34,178,11,2174,108,114,133,488,913,68,120,31,100,79,86,104,126,93,142,212
"PF3D7_1136900",89,73,402,89,228,246,93,43,86,101,156,63,40,148,10,390,335,66,75,174,250,20,40,6,54,27,40,65,81,160,38,9
"PF3D7_1137000",49,106,136,304,576,260,83,126,154,60,77,297,51,273,3,512,885,1081,590,167,728,28,96,51,46,74,29,69,117,104,37,103
"PF3D7_1137100",203,676,3200,1673,1012,834,681,651,451,274,225,753,99,586,105,2750,738,378,635,413,2355,229,269,100,331,104,236,340,743,322,178,463
"PF3D7_1137200",25,19,47,17,212,28,7,5,41,15,54,1,10,79,2,42,107,69,11,301,189,8,42,0,14,1,7,6,4,99,2,1
"PF3D7_1137300",985,1748,4018,2186,3009,2742,1285,707,1466,847,1236,1173,439,2172,148,6140,3179,1320,1311,3821,8933,389,1352,109,822,373,749,310,900,1762,425,806
"PF3D7_1137400",40,6,2183,415,92,89,49,249,21,6,32,47,4,20,58,1815,13,41,22,54,70,129,26,48,8,27,5,43,163,54,76,302
"PF3D7_1137500",0,0,1,8,0,1,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PF3D7_1137600",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,2,0,0,0,0,1,0,0,0,1,0,0
"PF3D7_1137700",0,5,0,0,1,4,1,1,1,1,1,10,0,1,0,1,1,0,2,2,3,0,0,0,0,5,0,2,0,3,0,0
"PF3D7_1137800",0,7,2,6,36,17,5,0,2,2,7,5,1,4,0,2,1,2,3,8,38,0,0,0,1,0,4,0,0,3,0,0
"PF3D7_1137900",0,0,0,0,11,1,0,0,5,0,1,0,0,0,0,0,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1138000",14,17,2,10,39,5,16,8,7,4,11,12,2,8,3,1,24,27,16,13,14,0,6,0,7,1,7,1,1,22,0,0
"PF3D7_1138100",53,87,13,63,59,101,81,33,35,26,28,77,35,72,5,45,128,59,74,222,505,1,75,1,58,0,25,1,38,60,1,12
"PF3D7_1138200",76,55,0,59,291,81,110,44,133,35,103,33,23,102,1,13,351,84,118,99,298,3,51,0,35,0,64,1,22,209,1,0
"PF3D7_1138300",1,3,0,1,4,3,0,0,4,2,6,0,2,5,0,0,9,4,1,12,23,0,1,0,0,0,4,0,0,12,0,0
"PF3D7_1138400",204,93,191,231,988,119,122,62,255,91,416,36,82,288,2,205,548,333,211,263,1245,4,96,1,70,27,218,40,16,258,14,10
"PF3D7_1138500",3561,4041,10459,6899,9830,11657,6259,2319,4996,2521,4233,5411,1389,7555,390,18659,11480,3345,4416,9504,28573,690,5092,348,2743,1052,2120,1222,1720,6026,1947,3406
"PF3D7_1138600",389,707,209,501,1246,989,844,241,288,348,426,675,123,481,19,269,1018,447,633,646,1924,21,426,23,250,29,238,33,97,674,39,150
"PF3D7_1138700",2993,1930,2786,3684,9508,6629,4129,657,3549,2005,3928,2349,573,4994,245,6349,9917,1878,2861,8606,23185,323,3988,79,2041,669,1080,267,670,5623,563,720
"PF3D7_1138800",2120,736,6801,1881,3005,3674,1422,378,1194,637,1811,1379,241,2325,188,8407,4031,649,1293,5196,9554,481,1391,71,744,530,358,182,375,2001,441,520
"PF3D7_1138900",4,5,62,10,12,4,0,6,3,0,3,1,2,4,2,42,1,11,7,0,3,5,5,5,1,11,0,9,28,6,8,4
"PF3D7_1139000",0,0,2,0,5,5,1,0,1,0,0,6,0,1,0,6,8,0,1,0,3,1,0,0,1,6,2,2,11,2,0,1
"PF3D7_1139100",48,11,60,3,115,628,8,24,40,20,291,123,11,95,5,260,710,18,42,86,168,47,81,12,19,31,40,11,53,211,9,13
"PF3D7_1139200",150,100,23,105,167,95,138,67,83,36,71,158,34,86,3,32,122,164,99,248,182,11,77,3,51,1,56,10,23,202,10,32
"PF3D7_1139300",319,20,55181,11145,1409,1233,507,1834,521,814,446,544,23,213,1565,119690,11333,59,607,425,226,4096,621,716,249,5498,76,3685,5491,1068,4937,5297
"PF3D7_1139400",3,2,571,134,10,7,3,73,1,2,9,2,0,1,16,516,16,9,10,0,4,49,1,21,5,130,3,252,322,13,219,133
"PF3D7_1139500.1",0,5,1,0,36,15,0,3,0,0,0,5,0,1,0,1,2,5,0,3,1,0,0,0,1,2,1,0,0,1,0,0
"PF3D7_1139500.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1139600",4,1,0,1,125,28,2,1,12,8,4,37,1,9,0,1,9,9,8,34,15,4,20,0,7,0,3,0,0,3,1,0
"PF3D7_1139700",10,0,52,74,85,5,9,14,9,0,7,2,2,15,3,57,7,2,9,36,27,8,6,3,3,3,4,4,9,43,1,9
"PF3D7_1139800",615,291,536,517,648,540,522,64,380,173,248,637,71,317,31,766,475,220,249,721,1419,81,408,11,231,50,127,37,62,495,57,129
"PF3D7_1139900",99,211,388,210,128,144,156,120,94,53,37,148,14,68,11,435,104,182,102,242,438,33,81,26,27,20,44,52,154,78,53,71
"PF3D7_1140000",22,4,24,2,102,4,9,2,7,2,26,6,3,33,2,23,29,67,3,42,14,0,12,0,3,0,1,3,8,51,2,0
"PF3D7_1140100",12,8,1141,233,6,140,28,64,22,5,2,48,0,6,5,717,7,11,46,8,159,21,13,13,8,10,3,13,37,5,22,100
"PF3D7_1140200",72,21,5641,1817,38,238,109,353,18,10,30,55,6,21,121,3616,16,32,125,28,20,410,64,101,13,132,2,146,271,129,103,425
"PF3D7_1140300",0,0,58,57,0,0,1,19,0,0,0,1,0,0,5,30,0,0,0,2,0,7,0,3,1,1,0,2,7,3,8,9
"PF3D7_1140400",0,0,34,25,1,0,1,19,0,2,0,6,0,0,0,20,0,0,0,0,0,1,2,0,0,0,0,1,2,1,2,2
"PF3D7_1140500",0,0,42,7,3,0,0,1,0,0,0,9,0,4,3,33,1,0,0,1,1,3,1,1,0,4,1,3,6,1,4,6
"PF3D7_1140600",85,10,62,29,301,34,62,12,60,22,145,16,4,133,2,61,183,60,38,206,413,1,69,0,13,6,18,4,1,226,4,3
"PF3D7_1140700",3016,1179,5401,3229,6961,5381,4203,527,2206,1209,3582,2696,295,3627,231,8623,5632,1201,2380,6470,19733,745,2889,82,1328,593,636,247,293,5750,424,683
"PF3D7_1140800",566,683,1702,1027,1428,1064,920,174,774,431,647,987,253,1001,75,1859,1578,571,447,2231,3546,86,625,30,449,202,410,260,389,1746,239,325
"PF3D7_1140900",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"PF3D7_1141000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"PF3D7_1141100",0,1,8,30,22,11,16,5,4,2,2,45,0,6,4,68,3,2,2,24,5,4,5,0,0,10,0,7,5,3,7,15
"PF3D7_1141200",0,0,53,8,0,5,4,16,0,0,0,0,0,6,3,88,0,0,2,0,1,49,0,0,0,0,0,2,3,1,0,8
"PF3D7_1141300",0,0,110,24,0,1,1,27,0,0,0,0,0,0,2,37,0,0,0,0,0,6,0,10,0,11,0,0,28,2,0,1
"PF3D7_1141400",3,0,106,80,1,5,2,55,0,0,0,0,0,0,11,44,0,0,1,0,0,20,0,15,0,26,0,4,60,0,1,4
"PF3D7_1141500",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0
"PF3D7_1141600",0,0,68,46,1,2,2,13,0,0,0,1,0,1,3,40,1,0,0,4,3,4,0,4,0,2,0,4,22,2,0,2
"PF3D7_1141700",18,36,684,166,33,97,24,145,27,5,8,129,1,14,22,790,5,61,51,201,63,60,27,28,1,19,0,82,108,8,45,147
"PF3D7_1141800",1,1,10,1,8,4,2,2,2,1,0,5,0,4,0,9,2,5,1,8,19,1,1,3,1,1,1,6,0,3,0,1
"PF3D7_1141900",0,1,58,12,3,3,1,7,1,0,1,0,0,3,0,53,0,0,0,4,2,3,3,1,2,0,0,3,3,0,0,0
"PF3D7_1142000",4,6,74,37,24,6,4,1,0,1,14,1,0,8,0,85,20,10,3,8,2,3,9,2,2,3,5,3,6,18,0,3
"PF3D7_1142100",4913,3255,8219,5717,17053,11429,7002,1057,4519,3618,6404,4496,891,9780,406,16221,17336,3255,4433,14651,39420,583,6328,90,3074,1724,1893,988,1036,10179,1144,1350
"PF3D7_1142200",2,4,133,48,53,4,1,4,3,1,4,0,5,3,6,70,8,11,4,1,4,8,5,3,2,4,8,16,33,8,3,3
"PF3D7_1142300",225,68,11794,2932,2938,389,199,1286,160,65,377,110,161,457,376,6602,193,381,365,194,496,1929,241,254,117,487,301,1197,2012,528,529,1741
"PF3D7_1142400",495,950,1802,1228,1304,1163,701,760,810,102,427,957,252,664,52,3226,1185,941,761,860,2211,161,467,141,382,342,343,628,667,452,540,879
"PF3D7_1142500",276,623,8036,3416,2304,2001,808,2567,765,466,698,1643,296,983,222,7744,2073,838,960,954,2716,621,335,582,322,653,360,1083,1163,873,1117,2911
"PF3D7_1142600",399,1055,21095,4621,5313,4947,1248,2676,1674,594,1641,2198,381,4185,340,18489,3149,2834,1798,3576,9704,440,534,531,292,745,586,2041,2172,1482,2472,2773
"PF3D7_1142700",700,877,2517,847,1266,1137,887,466,857,243,755,1068,130,671,104,3204,697,704,590,1553,2423,228,686,59,252,287,356,347,289,766,400,614
"PF3D7_1142800",8,5,240,45,23,15,1,5,43,2,11,35,0,5,5,328,6,27,3,64,11,4,30,7,0,50,1,25,56,6,43,58
"PF3D7_1142900",0,1,1,0,3,0,0,0,6,0,0,0,0,1,0,10,1,5,0,6,1,0,1,0,0,0,0,1,3,1,3,0
"PF3D7_1143000",0,0,1,1,2,0,0,0,3,0,1,0,1,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1143100",3,7,396,392,7,27,4,22,1,0,8,16,1,12,13,1458,6,2,0,1,11,86,6,3,1,15,0,14,23,9,2,2
"PF3D7_1143200",5,0,407,347,11,48,5,40,0,1,4,1,1,3,5,878,5,5,1,0,1,58,3,21,1,6,1,3,42,15,1,3
"PF3D7_1143300",657,665,4642,1622,1641,1807,877,259,803,434,613,926,139,1092,101,6166,1036,414,654,1616,4340,391,817,83,388,297,289,309,594,909,354,735
"PF3D7_1143400",1033,2034,8541,7889,3615,3035,1996,3261,1948,981,1073,3188,591,1604,334,9056,2385,2343,2625,1289,4357,1127,1447,810,736,1155,974,2308,3064,2030,1677,4711
"PF3D7_1143500",1,0,16,2,16,2,2,0,4,0,5,0,1,4,0,17,9,28,5,25,3,0,5,0,0,0,2,0,8,14,1,2
"PF3D7_1143600",2,0,8,2,7,2,0,0,0,0,3,1,0,0,0,29,3,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0
"PF3D7_1143700",2,2,18,8,15,3,3,2,0,1,3,2,2,2,0,11,3,1,6,1,4,7,2,0,3,2,1,3,6,10,2,0
"PF3D7_1143800",1575,2563,11530,5736,6585,4719,2375,5021,3715,1325,2619,3333,834,4637,395,15161,5455,4628,3137,4176,10773,1011,2321,816,1012,890,1332,2139,3785,3256,1816,2541
"PF3D7_1143900",79,43,1837,389,287,171,76,113,122,46,122,86,25,175,19,1463,211,219,131,137,291,102,52,35,56,160,61,160,152,132,164,189
"PF3D7_1144000",1577,4037,18290,18817,8620,4283,2929,7050,4688,1909,1723,4849,1482,3803,458,16797,9105,8841,6827,1639,7191,2559,2089,1720,1641,2677,1803,5359,10905,3752,3055,7528
"PF3D7_1144100",48,32,169,162,301,49,12,16,120,8,75,14,7,73,6,202,133,63,23,90,101,16,38,2,5,21,22,11,25,104,16,13
"PF3D7_1144200",47,19,217,19,171,56,42,14,68,7,55,21,4,66,10,189,74,56,25,346,274,15,72,4,14,10,18,5,26,145,10,6
"PF3D7_1144300",563,1185,6779,5854,3515,1148,531,1876,1138,428,494,1244,382,1372,216,7898,1807,3389,1643,872,2054,1007,827,488,292,851,561,1505,3421,919,1083,2821
"PF3D7_1144400",127,53,881,85,1498,151,90,25,371,38,344,34,29,384,30,893,292,176,77,837,620,41,115,1,22,43,139,129,79,336,66,18
"PF3D7_1144500",186,325,207,138,1077,202,128,247,66,82,44,55,67,167,9,171,654,148,207,268,97,31,52,21,26,11,197,22,46,49,30,70
"PF3D7_1144600",376,648,1704,788,1121,782,419,374,504,252,361,573,205,685,51,2308,1050,699,370,1576,2424,128,458,49,178,102,159,153,384,491,130,250
"PF3D7_1144700",13,20,105,32,218,24,10,28,48,12,79,13,16,104,8,177,87,46,16,134,180,4,28,2,3,7,13,8,33,56,11,6
"PF3D7_1144800",44,8,81,15,475,12,11,1,108,19,89,2,2,124,1,205,102,44,8,510,225,1,29,0,9,3,23,3,9,164,5,2
"PF3D7_1144900",173,331,2164,1020,355,541,302,567,188,86,136,288,39,229,70,2319,201,203,254,253,920,252,147,84,104,135,65,379,588,104,186,611
"PF3D7_1145000",14,0,44,8,90,14,8,2,14,2,21,7,2,16,1,52,26,15,15,88,131,2,14,1,3,1,5,4,0,39,6,7
"PF3D7_1145100",776,536,3078,844,1179,1200,1083,290,436,108,690,1214,130,629,131,3876,596,424,591,1416,2944,264,494,51,211,234,175,255,331,1247,415,428
"PF3D7_1145200",145,42,58,65,779,65,69,42,61,35,115,50,38,317,12,113,104,84,65,183,462,22,110,12,29,46,47,24,35,212,30,32
"PF3D7_1145300",16,10,29,15,51,91,19,8,4,4,11,10,1,50,0,29,26,13,9,63,253,0,6,0,8,0,8,0,0,24,1,1
"PF3D7_1145400",596,1072,6070,2124,1916,1965,1388,769,1090,314,1243,2396,239,1193,131,4438,992,1157,899,1241,5030,921,589,184,345,493,463,626,742,1233,734,1046
"PF3D7_1145500",39,20,1002,973,41,45,33,129,106,4,34,19,7,22,7,484,23,68,24,49,64,704,12,66,13,89,20,49,134,46,22,40
"PF3D7_1145600",9,0,16,1,13,0,1,1,6,0,5,0,0,5,0,15,2,2,2,9,6,5,0,1,2,0,1,3,4,1,0,0
"PF3D7_1145700",0,0,3,1,1,0,0,0,2,0,0,0,0,0,0,1,1,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0
