"","AA01","AA02","AA03","AA04","AA05","AA06","AA07","AA08","AA09","AA10","AA11","AA12","AA13","AA14","AA15","AA16","AS01","AS02","AS03","AS04","AS05","AS06","AS07","AS08","AS09","AS10","AS11","AS12","AS13","AS14","AS15","AS16"
"PF3D7_1030600",1005,909,3106.95,1088.236,1348,4481.566,1498,425,833,590,1746.228,2047.017,164,805,65,2340.001,753,640,652,2117.002,5900.035,167,882,55,703,190,460,246,313,575,315,891
"PF3D7_1030700",184,627,925.15,419.005,305,1045.024,309,281,260,154,455,601,64,179,21,940.977,270,363,266,872.172,1794.994,45,233,55,170,76,197,153,204,138,145,460.724
"PF3D7_1030800",55,54,153,69,130,158,44,19,75,30,178,59,7,71,6,102,63,56,41,148.001,285,13,46,4,24,12,35,11,22,70,12,27
"PF3D7_1030900",0,1,2,4,1,0,0,1,0,1,1,0,3,0,0,2,0,1,0,0,3,1,3,0,0,3,1,1,0,0,1,0
"PF3D7_1031000",0,0,17,6,0,9,0,2,0,0,0,0,0,0,1,40,0,0,0,5,0,1,1,1,0,26,0,15,4,0,2,19
"PF3D7_1031100",6,2,211.041,23,6,16,9,24,0,1,3,20,1,0,4,107,2,2,3,7,2,9,0,7,3,3,0,21,29,8,6,50
"PF3D7_1031200",4,5,44,29,79,14,6,6,9,3,41,5,2,14,1,81,17,17,12,4,22,11,0,1,7,1,17,3,2,19,2,9
"PF3D7_1031300",112.998,0,1555.735,978.601,23.095,1218.357,119.639,148,1.995,1.954,18.01,30.162,2,15.023,48.519,2119.485,5.02,0,10.008,6.014,4.274,369.76,11.05,131,4.011,5,1.525,18.001,84.966,34.012,9,22.001
"PF3D7_1031400.1",0,3.006,77.191,0,0,0,0,16.005,0,1,0,5.001,1,2.001,1.001,167.631,1,0,3.001,5.001,1,0,1.008,0,1,0,0,5.003,0,0,0,2.001
"PF3D7_1031400.2",3.004,0,0,23.495,14.105,23.059,6.004,0,0,0,5.001,0,0,0,0,23.427,0,8.001,0,0,0,23.024,0,12.011,0,0,3,0,3,18.006,0,0
"PF3D7_1031500",522,896,5529.133,1015,2475,4181.394,1303.008,334,986,289,2456.024,2131,66,489,139,7250.761,406,665.561,628,3498.672,3108.1,309,691.486,119,404.196,512,310,588.138,466,380,1117,1431
"PF3D7_1031600",266.008,252.916,10393.567,2428.308,1164.02,1871.3,510.834,1382.998,308.67,174,1085.843,994.895,30.014,195.036,280,28740.587,215.76,179.005,331.139,1166,881.378,1189.072,392.626,248,90.004,762.778,185,379,464.054,336.884,501.163,1851.919
"PF3D7_1031700",17,41,214,86.223,143,925,81,94,48,30,197,210,27,58,7,455,100,37,137,152,486.995,9,67,12,17,6,27,13,11,62,17,8
"PF3D7_1031800",25,0,28,4,69,14,7,5,3,6,64,2,3,17,0,48,24,20,2,30,37,4,9,1,3,2,15,0,3,51,2,0
"PF3D7_1031900",14,2,27.039,10,69,16,14,2,6,10,68,2,9,20,0,67,18,7,9,22,28,7,3,3,7,4,17,4,4,23,8,3
"PF3D7_1032000",349.985,85,788.126,388,1614,732,176,327,325,202,1070,166,225,411,28,941.276,583,463,211,370,760,281,143,157,153,48,336,101,151,536,150,135
"PF3D7_1032100",3340,2534,9372.45,4973.003,13031.073,16212.756,6480.865,1135,3293.001,3777,18653.097,6683.013,715,6365.469,378,14930.748,11124.902,2785,3076,16765.728,27185.695,918,5392,245,2759,985,2289,586,1088,8726,1097,2281
"PF3D7_1032200",0,0,1,1,2,0,0,0,0,2,0,3,0,0,0,3,1,0,0,2,0,0,1,0,0,0,0,4,0,0,0,0
"PF3D7_1032300",17,14,34,52,249,51,32,7,19,40,165,14,19,52,1,125,130,54,23,178,74,5,73,1,20,3,12,4,9,103,2,3
"PF3D7_1032400",8,47,130,35,51,57.124,41,12,14,10,47,171,4,9,0,87,20,27,34,41,142,3,24,2,5,7,5,1,5,11,12,12
"PF3D7_1032500",7,18,747,417.972,43,308.876,35,87,28,6,43,178,0,7,11,372,47,13,33,66,26,19,22,25,9,21,6,35,85,9,124,266
"PF3D7_1032600",0,0,32,20,2,4,0,1,0,1,2.36,5,0,0,0,20,2,0,3,2,0,3,0,0,0,0,0,8,10,1,3,18
"PF3D7_1032700",244,119,2604.125,264,397.54,1164,220,75,236,124,850,263,33,364,55,2056.063,323,159,128,3142.004,2288.929,82,212,20,111,167,73,57,91,353,113,213
"PF3D7_1032800",4,0,6,8,25,3,3,0,2,3,21,2,1,5,1,11,6,2,1,47,43,1,2,1,0,0,2,0,1,9,0,0
"PF3D7_1032900",1074,617,1808.005,1019,2755.955,2871.671,1118.001,260.134,920,659,3357.318,1463,180,959.001,88,1989.144,1483.3,592,714.002,3272.806,4840.141,236,978,61,684.001,75,509,58,139.001,1359.962,80.001,590.037
"PF3D7_1033000",117,174.913,239.686,182.209,240.957,944.712,258.645,61,89.348,89.149,268.904,227.572,13,87.039,9.002,119.136,121.13,106.002,185.439,212.508,1158.404,20.022,146.049,4,107.057,7.004,42.063,7,8.039,87.126,6.019,21.756
"PF3D7_1033100",12560.527,11212.773,91438.836,33340.459,65704.145,67029.93,16671.146,6653.606,12352.994,9796.124,70562.382,20347.215,2861.769,25804.288,1803,129201.986,30129.256,12756.641,16511.134,69007.733,127614.119,9638.769,15011.188,1616.229,8578.913,6327.097,7685.81,2401.514,5218.804,32270.049,5198.684,17852.4
"PF3D7_1033200",125,20,25887.443,9784.031,986,2749.012,328,3052.271,82,37,490,475,12,155,595,12658.345,168,78,269.999,150,69,3271,75,1481.996,70,591,39,738,3975.792,467,509.038,1302
"PF3D7_1033300",104,162,1583.151,712,321.838,1169.077,225,452,93,66.077,359,409,39,115,24,1865.993,316,145,317,215,808.547,154,79,89,91,91,60,185,286,96,250,601
"PF3D7_1033400",1433,2339,31924.088,9675,6875.34,17423.7,3410.886,4220,2029,1746,6950.644,8061.459,522,3476.687,621,22279.448,3596.798,3270.999,3353,6564.493,12455.399,2903,1618,1053,907,1333,1124,2082,4221,2711,2753,8736.213
"PF3D7_1033500",571,868.038,4101.28,1741,2237.007,4919.055,1697,1112,830,635,2677.555,2792,159,940.001,76,2986.444,1916.002,1119.011,1043,2790,4164.782,247,965,186,776,307,823.412,333,657,1146,335,1327.001
"PF3D7_1033600",2404,2886,10786.931,6126,12734.778,13910.991,5085,1119,3098.477,3051,13273.125,6403.033,974,5468.974,352,13938.147,8367.257,3628,2491.021,10290.75,15837.092,1171,3493.628,331,2109,840,1651.588,878,1215,5451,1070,3373
"PF3D7_1033700",1323,2704,10867.836,5874,7451.394,10514.704,3267.335,3223.783,2521,2196,7057.397,6408.241,1087,3269.344,263,13067.091,7570.01,4644.37,3289,6104.999,10925.866,1029,1532,853.012,1569,657,1674.998,1554.021,2241,3287.956,1220.106,4030.999
"PF3D7_1033800",10,6,92,7,242.997,26,10,3,17,4,146,4,6,55.018,0,104.009,48,85,5,74,32,1,15,2,0,2,20,15,8,82,9,4
"PF3D7_1033900",104,197,154,143,480,559.067,159.109,103,170,69,453,332.989,37,173,3,319,29,190,163,403,638,12,160,12,55,28,72,83,108,124,109,223
"PF3D7_1034000",281,533,2312.504,671,702,2208,671,395,224,237,631,1066,54,463,61,2792,269,351,324,1249,2140.53,181,386,154,245,140,130,245,321,363,474,842
"PF3D7_1034100",0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"PF3D7_1034200",0,0,23,7,6,23,2,3,1,0,1,1,0,3,0,26.021,2,3,0,3,1,7,0,2,0,0,1,0,0,0,2,4
"PF3D7_1034300",0,0,0,0,7,1,0,1,0,1,5,0,0,2,0,5,0,0,0,1,0,1,0,0,0,0,1,1,0,3,0,0
"PF3D7_1034400",3,0,121,187,0,41,7,104,0,0,0,8,0,1,0,74,1,0,3,0,0,15,0,21,0,0,0,2,1,0,1,10
"PF3D7_1034500",0,0,17,30,10,5,0,1,1,0,3,0,0,3,1,30,1,0,0,1,1,1,0,1,0,0,0,3,1,0,0,0
"PF3D7_1034600",0,0,0,0,2,1,0,0,0,0,3,0,0,3,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
"PF3D7_1034700",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1034800",3.001,1,18,28,5,32,5,15,0,0,0,2,0,0,3,55,0,0,0,1,0,4,1,2,0,1,0,0,1,0,0,3
"PF3D7_1034900",3744,9765.424,1749.522,7159.827,11631.528,30358.52,8303.108,1709.999,4994.574,4160.129,12889.904,12417.859,1402,5835.927,107,4857.517,10754.142,7156,5732.519,11149.559,37971.044,102,4901,122,3485.992,165,3051,239,381,6075,316,1319
"PF3D7_1035000",66,116,315,129,190,387,78,20,88,83,144,146,8,58,6,444.358,144,65,67,430,522,30,90,6,36,17,48,16,24,103,46,91
"PF3D7_1035100",2,15,12,7,76,17,4,7,13,4,22,4,4,24,1,37,8,52,4,17,34,1,4,1,3,2,13,1,5,16,3,3
"PF3D7_1035200",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1035300",5,2,2,7,21,8,1,0,1,0,14,1,2,13,0,5,10,35,4,11,6,1,4,0,2,4,6,1,0,2,0,0
"PF3D7_1035400",1,8.001,44,12,13.158,8,4,4,1,3,29,2,1,6,0,18,21,10,3,8,20,2,4,3,0,0,4.002,1,5,4,0,3
"PF3D7_1035500",67,63,661.001,348,79,291,90,62,22,16,223,199,7,27,18,0,54,72,103,143,176,51,56,37,24,15,27,29,64,42,40,105
"PF3D7_1035600",0,4,32,9,49,6,2,10,10,2,42,4,3,14,3,0,9,31,9,37,18,4,9,6,0,1,7,10,3,8,3,13
"PF3D7_1035700",1,2,4,5,0,0,1,1,0,0,6,0,1,0,0,8,2,3,1,0,2,3,0,0,1,0,1,0,0,1,0,0
"PF3D7_1035800",626,87.726,121711.59,32906.079,747,5361.557,2060,11857.965,167,108,2068,857,124,535,3026,57899.537,193,152,1851,307,702.012,9945,393,5959,463.946,3974.734,118,3211.539,7894,1818,6505.744,18762.885
"PF3D7_1035900",8,0,976.732,117,120.842,57,16,123,14,7,121,4,2,35,40,603.279,30,23,15,43,56,133,6,55,4,66,6,136,128,119,84,62
"PF3D7_1036000",4,0,152,22,19,7,2,7,6,0,20,0,1,8,10,189,14,12,6,13,1,2,2,4,1,5,1,24,25,5,2,5
"PF3D7_1036300",5,1,78,9,30,106,7,14,2,3,91,71,0,14,4,49,41,4,8,12,0,5,12,4,1,3,3,7,12,13,6,5
"PF3D7_1036400",134,234,324,89,213,634,296,63,123,104,6773.439,348,184,709,11,104,4016.145,1141,194,80,155,126,201,3,49,23,55,56,130,208,23,135
"PF3D7_1036500",9.002,7,24.004,101.868,24.022,29.051,8.006,10,3,0,62.928,8.051,1.002,23.838,0,61.009,31,2,5,9,38.473,8.002,3.002,1,0,0,4.004,0,7.784,5.002,2.001,10.168
"PF3D7_1036600.1",0,0,2.5,8.498,0,0,0,0.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"PF3D7_1036600.2",0,0,2.5,9.502,0,0,0,0.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1036700",7,9,525,332,48,154,23,130,2,4,26,81,0,5,7,347,3,14,17,25,6,54,9,49,2,10,1,72,39,11,74,169
"PF3D7_1036800",1,5,30.034,4,73.189,9,13,1,2,4,85.568,3,1,29.411,1,21.004,21,8.013,2,42,15,3,11,0,1,0,3,0,0,43,0,0
"PF3D7_1036900",6037.883,3195.008,32635.426,8673.649,18210.757,34505.719,9165.077,1271.037,4516.018,4803,26163.522,7600.1,761,10288.654,840,55587.155,18417.798,3010.987,4348.045,33006.614,71618.855,2397.004,7094.619,371.014,3456.627,2550.608,1856,803,1507.957,12572.94,2138,4208.454
"PF3D7_1037000",387,54,1287.004,115,1429,795,247,47,246,95,1694.842,121,64,431,15,913.014,685.89,171,154,1208,1530.429,54,196,11,89,40,153,81,86,646.818,82,32
"PF3D7_1037100",21,0,3148.093,1097,109,139,37,310,0,2,71,56,2,9,61,2323.529,2,5,37,4,2,400,12,125,11,110,0,74,170,31,105,877
"PF3D7_1037200",0,0,36,21,5,2,2,1,0,0,6,1,0,0,0,42,1,2,0,6,0,5,0,2,0,2,0,2,4,1,2,7
"PF3D7_1037300",895,1756,50984.497,11253.065,8885.697,5751.528,1611,3844.55,2266,770,7968.413,1668.411,232,1859,1081.999,65211.063,2320.366,3236.152,1922,4889.187,4082.646,3922,1276,2430,133,4891.951,854,2946,3054.879,1635.008,4393,15158.36
"PF3D7_1037400",1,0,272,52,2,3,0,7,0,0,3,0,1,0,0,214,0,3,0,0,1,21,2,7,0,38,0,3,11,3,5,34
"PF3D7_1037500",4,0,407,190,12,20,9,84,0,0,14,8,2,7,9,270,3,6,8,1,3,17,1,51,3,17,1,23,23,3,47,65
"PF3D7_1037600",2172,2684,10973.327,4213,6962.152,11879.479,2805,2160.962,2987,1430.001,6724,5386,994,4467.07,278,9969.067,4153.877,2707,2654,8029,10837.412,877,1979,475,1772,651,1660,1173,1540,3036,1358,3433
"PF3D7_1037700",223,330,2605.994,1126,787.547,1126,361,458,296,222.999,542.41,602,87,256,29,2855.76,296.156,435,313,1062,1885.836,192,270,149,218,169,187,501,559,246,307,1203
"PF3D7_1037800",6,5,191,8,73.127,7,4,2,8,3,44.136,6,3,13,7,72,24,16,3,44.962,27,2,4,1,5.289,1,2,5,9,19,2,6
"PF3D7_1037900",10,38,429,99,68.873,45,27,41,23,10,60.864,22,18,17,9,303,77,69,28,33,84,32,17,23,21,42,29,74,76,42,43,85
"PF3D7_1038000.1",3379.888,7160.458,17717.68,9106.597,16253.454,17791.977,5843.766,3344.335,3309.716,4927.992,15279.725,7041.817,1641.373,7045.369,484.278,14175.56,13676.192,6673.437,5331.903,10889.119,24045.651,1990.178,5240.019,838.051,2036.696,1125.888,2781.14,1349.81,2776.304,7067.358,1231.67,4108.065
"PF3D7_1038000.2",973.112,2153.542,7484.919,3172.605,6840.514,6505.331,1820.739,1459.824,1210.284,1567.008,5881.242,2949.185,642.627,2931.962,130.684,5731.262,5372.273,2580.578,1449.775,3528.356,7790.881,572.822,1750.979,221.949,670.304,436.112,1081.86,570.19,1051.696,3275.247,614.33,1429.598
"PF3D7_1038100",120,70,1845.026,593,1468,358,116,104,231,123,1023,208,19,257,32,2512.054,126,321,102,732,608.932,184,174,30,46,251,111,141,113,276,246,600
"PF3D7_1038200",10,11,115,44,34,101,18,18,2,4,29,36,4,10,2,155,5,27,9,79,176,9,11,4,10,1,11,6,9,10,5,25
"PF3D7_1038300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1038400",186,5,64,10,493,360,31,8,51,7,833,8,6,86,5,82,79,142,7,138,36,21,49,1,8,17,154,26,12,64,2,12
"PF3D7_1038500",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PF3D7_1038600",2,2,4,3,15,18,1,0,14,3,17,21,0,2,0,233,37,6,5,43.046,8,0,3,1,1,7,3,1,1,3,3,5
"PF3D7_1038700",123,85,91,95,129,463,142,25,110,69,392,130,19,54,4,196,107,70,118,468.954,551.005,2,86,1,87,8,54,19,16,69,84,38
"PF3D7_1038800",1151,1761,3366.364,2105,4510.062,8886.576,2127.97,442,2311,1499,6074.211,4154.66,441,1587,90,7185.89,1610.012,2527.008,1702,9197,14653.185,139,1803,71,1012,619,1536,1160,521,1214,1325,2516
"PF3D7_1038900",2,1,26,16,70,8,1,2,7,3,42,5,0,9,1,56,6,26,1,105,24,0,1,0,0,2,19,5,1,9,3,3
"PF3D7_1039000",1241,1784,27155.578,9728,1497.008,15014.114,1095.031,1780,1448,1177,2514.999,4135.075,352,1388,535,76156.317,2573.061,1328,2384,4359.032,7120.047,3438,1679.001,2492,1370,1964,596,3263,3814,1360,2364,7163
"PF3D7_1039100",1.33,32.805,34.301,15.086,40.511,31.67,25.323,2.027,3.996,1.959,13.007,101.705,0,27.984,1,3.846,32.107,12.994,0,129.682,529.505,4,10,0,4.644,0.5,2.5,2,0,0,2,1.5
"PF3D7_1039200",2,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,2,0,0,5,3,0,1,0,2,0,2,0,0,0,0,0
"PF3D7_1039400",6.007,0,27.743,0,12.327,3.236,3.799,1.456,2.944,0,27.31,0,0,4.528,0,12.143,3.316,0,0,0,0,3.636,1.027,0,0,0,0,20.625,8.045,4.449,1.001,8.903
"PF3D7_1039600",0,15.103,0,0,0,10.168,3.972,0,0,0,50.431,0,0,0,0,4.542,3.433,0,0,1.942,0,3.015,0,0,0,0.512,0,0,0,6.386,0,0
"PF3D7_1039700",0,3.513,0,14.542,9.979,23.68,2.898,3.32,0,0,0,2.579,0,0,0,0,0,0,0,0,14.193,2.498,0,0,0,0,0,0,0,3.918,0,1
"PF3D7_1039900",24.077,0,0,140.057,279.183,475.598,100.684,24.396,42.29,164.238,204.426,187.883,0,0,0,69.365,253.395,26.277,69.776,344.055,475.09,32.945,133.937,17.321,34.536,0.002,183.539,0,0,0,15.887,59.735
"PF3D7_1040000",9.644,3,1.77,6.383,249.452,0,16.725,0,42.195,1.902,39.495,5.954,1,48.55,0,4.662,20.725,10.724,18.044,45.643,0,3.408,10.009,0,6.244,0,35.229,0,5.572,75.669,0,0
"PF3D7_1040100",0,0,0,0.945,1.011,5.997,18.26,3.001,0,0,3.873,2.001,0,0,0,2.013,5.603,0,0,0,0,0,0,0,0,0,0,0,5.886,5.368,0,0
"PF3D7_1040200",0,2,0,4.011,1.85,1.235,0,0.997,0,0,0,1,0,0,0,0,2.167,0,0,0,0,12.002,0,0,0,0,0,0,0,5.001,0,0
"PF3D7_1040300",5.875,0,4.607,26.031,10.836,32.846,17.202,18.406,2.254,0,183.57,12.128,0,9.974,3,8.755,3.21,5.764,11.307,32.933,15.12,50.748,0,1.283,2.099,0,0,0,0,4.802,0,0
"PF3D7_1040400",5,0,1.993,0,217.42,0,0,0,2.002,1.236,1.005,0,0,0,0,2,7.091,2,0,4.125,1.882,1.001,3,0,0,0,0,6.978,0,5.706,0,16.697
"PF3D7_1040500",0,89.521,0,210.894,56.583,11.411,11.7,23.304,5.08,1,6.379,20.921,2.002,11.797,1,2.133,0,20.397,1.306,20.858,9.572,24.096,5.91,2,0,0,1.169,0,6.475,0,0,0
"PF3D7_1040600",0,5.005,0,0,12.38,0,1.001,0,0,0,20.524,36.575,0,0,0,0,0,1.992,0,7.618,0,1,0,0,0,0,0,0,0,2.173,0,0
"PF3D7_1040700",0,0.998,1.054,31.382,32.317,15.503,0,0,1.023,0,8.446,2.933,0,1.998,0,4.305,3.675,3.183,0,4.823,0,2.146,3.001,0,0,0,0,2,0,6.967,0,1
"PF3D7_1040800",0,0,0,1.256,0,0,1,2.719,0,0,0,0,0,0,0,0,5.577,3.565,0,0,1.008,1.11,1,0,0,0,0,0,0,2.245,0,9.475
"PF3D7_1040900",0,1.074,0,0,8.61,6.934,0,1.256,0,1,5.845,1.123,0,3.285,0,0,0,38.947,0,0,0,33.112,0,0,0,0.998,0,0,1.112,16.132,0,0
"PF3D7_1041000",5.346,0,0,76.07,7.5,13.359,0,0,0,0,16.62,1.766,0,4.135,0,0,3.083,0,3.052,13.344,5.194,7.052,0,0,0,0,3.192,1,0,5.125,0,0
"PF3D7_1041100",0,13.594,0,0.984,36.943,5.964,1.499,0,1.002,0,22.667,10.669,0,4.26,0,1.359,9.408,2.856,0,17.22,2.82,12.445,0,0,0,0,0,0,3.077,22.497,0,85.21
"PF3D7_1041200",0,0,3.643,60.709,7.381,59.199,6.303,3.527,0,0,10.446,9.658,3.619,0,0,42.957,6.537,0,0,11.524,0,7.06,3.797,0,0,0,2.775,0,3.038,0,0,0
"PF3D7_1041300",184.85,786.747,3305.827,540.408,1515.12,868.854,368.385,571.499,2346.542,1027.644,1452.004,2706.031,72.242,463.472,133.645,9144.354,303.81,454.451,857.44,1696.321,1153.725,497.717,538.111,449.13,112.694,260.084,215.637,1140.268,1310.252,338.89,642.718,8800.283
"PF3D7_1100100",225.03,1035.984,2777.284,1099.957,2080.79,389.883,1018.2,1703.872,1089.297,677.386,2332.035,8429.443,55.507,734.777,175.664,4276.184,626.109,1210.384,1274.307,1096.286,1161.168,464.989,311.085,581.927,84.506,2531.056,185.035,1885.732,542.712,1205.221,2957.498,4339.64
"PF3D7_1100200",68.419,550.446,954.911,220.525,733.885,254.695,648.332,1216.278,92.493,421.292,1240.189,254.127,20.69,1053.639,171.089,27.332,253.065,681.294,1192.16,1846.152,4818.297,236.161,148.124,1666.599,43.802,1599.381,130.231,1419.801,89.996,1107.635,3590.856,644.968
"PF3D7_1100300",1.452,47.362,0,56.57,13.308,34.057,30.872,29.735,4.81,3,40.705,0,4.172,2.588,7.645,0,34.065,18.97,27.675,28.947,17.763,10.869,5.622,0,0,0,43.682,4.855,3.263,34.974,1.623,1.38
"PF3D7_1100400",0,0,2,4.92,0,0,22.611,0,0,0,1.223,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
"PF3D7_1100500",0,0,0,1.054,0,0,0,3,0,0,15.901,0,0,1.329,0,0,2.025,0,0,1.001,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1100600",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1100700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1100800",0,0,0,1.295,6.479,0,0,3.723,0,0,0,0,1,1.646,0,0,0,0,0,5.299,0,3.382,0,0,2.035,0,0,0,0,0,0,0
"PF3D7_1100900",0,0,3.319,0.952,0,1.291,0,0,0,0,45.671,0,0,3.109,1,1.058,1.052,0,0,0,0,0,0,0,0,0,1.096,1.105,3,1.284,0.99,0.956
"PF3D7_1101000",33.001,63.203,440.154,51.457,140.545,80.288,41.841,26.717,112.527,4.516,278.354,276.38,3.023,94.236,27.266,806.786,59.743,90.022,215.689,434.868,175.615,27.143,31.059,0,19.359,12.481,21.781,281.448,0,17.623,200.029,117.138
"PF3D7_1101100",18.091,4.501,2.309,160.548,29.901,13.914,8.061,17.479,0,4.011,16.801,13.59,0,10.537,0,0,1.039,12.032,3.865,11.506,20.233,51.212,0,1.428,0,0,0,0,35.743,12.584,1.333,4.71
"PF3D7_1101200",10,0,0,0,6.164,10.614,0,0,0,0,9.714,0,0,1.039,0,0,1.002,0,0,0,0,0,0,0,0,0,0,0.479,0,2,0,0
"PF3D7_1101300",3,20.595,0,46.506,7.896,1.16,4.871,0,1.003,6.72,32.387,1.056,4.002,26.527,0,2.113,6.004,0,0,3.218,0,38.343,1.53,0,4.003,0,0,0,1.424,1.435,0,18.416
"PF3D7_1101500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1101700",0,0,0,0,0,32.744,0,6.641,0,0,29.001,21.456,1,0,0,5.911,0,2.997,5.865,0,13.451,24.09,4.057,0,0,0,2.586,0,0,0,0,0
"PF3D7_1101900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_1102200",7.67,6.195,11.699,20.914,3.489,28.33,10.677,4.973,25.004,13.041,22.993,110.295,0,23.016,1,17.154,27.893,18.006,15,154.318,266.802,0,0,2,7.356,0.5,2.5,2,5,6,2,1.5
"PF3D7_1102300",71,4,147.008,77,366,1541.256,80,17,100,174,115,222,0,23,2,299,1189,13,82,41,35,62,48,7,34,10,10,2,7,63,3,20
"PF3D7_1102400",207,211,2089.856,729,299.992,869,332,246,237,78.023,421,640,50,110,53,1296.008,155,152,120,425,417,267,118,110,90,97,77,162,343,341.001,256,450
"PF3D7_1102500",87,25,168,19,2123.444,17971.787,201,23,2251,180,383,6816.871,2,138.273,7,11836.925,1540,40.015,270,253,85,12,344,13,27,5,29,22,61,139,21,85
"PF3D7_1102600",52,40,166,26,288,45,34,41,38,21,180,31,17,64.727,2,573,75,115,46.006,167,246.001,7,25,7,8,19,45,33,46,151,22,24
"PF3D7_1102700",4669,13931.128,100754.437,18695.934,44874.017,37192.95,12987,20778.431,17070,9334.138,41847.312,23985.943,4813,20300.018,1986,78955.23,39963.063,25829.916,15768.385,27432.123,70455.852,2953,8824,3561,5885,7040.499,10401,15953.258,24370,20094.073,14144.677,39525.277
"PF3D7_1102800",127860.984,324886.232,280510.781,408351.687,803026.554,676749.97,277429.514,182940.033,199888.319,226269.931,622914.907,464765.284,156430.846,372060.481,15847,279108.602,804522.796,519136,321916.516,333509.423,824236.38,41531.502,258356.907,15166.986,155896.481,45379.637,167522.59,68651.22,205506.241,420385.991,50411.262,167378.595
"PF3D7_1102900",576,1114.009,32,1205,1643.725,4626.465,850,842,683.283,498,2044,674,330,909,32,15,1360,942,683,1305.361,6873.643,12,485,11,565,12,560,29,174,1230.561,31,22
"PF3D7_1103000",7,11.991,3,19,94,45.106,18,16,27,6,81,3,9,19,0,1,39,32,12,25.122,116.157,0,6,0,7,0,16,1,7,67.918,0,0
"PF3D7_1103100",2592,9895,57214.562,33258.386,19730.23,19835.208,7474.001,14490.506,8444,5683.862,13570.181,19666.317,1389,6665.369,1422,48555.655,10738.25,16719.935,10253.327,10079.431,19231.361,4937,4544.985,2957.913,2455,5288.914,2474,14544,22862,7906.876,8206.207,29989.835
"PF3D7_1103400",156.706,34.001,97.68,191.006,331.202,355.937,178.793,32,97,128.004,455.325,43.44,20,106,4,228.492,654.86,40,107.981,447.258,454.329,8.001,50.003,2,71,3,53,3,33,268.366,0,17
"PF3D7_1103500",0,3,71,29,51,24,3,29,8,3,25,1,4,16,3,58,13,10,6,13,13,8,4,9,1,12,3,17,20,13,6,15
"PF3D7_1103600",264,566,2483.02,786,941,2129.116,435,540,500,206,852,1094,82,467,42,2165.115,414,564.011,344,1414,1906.931,145,368,155,256,105,147,240,430,182,490,752
"PF3D7_1103700",552,770,3676.56,1325,1506,3491.701,1264,685,624,525,2243,2231,222,921,66,2426.121,1648,788,716,2397,3916.515,247,589,216,468,91,305,240,476,1169,287,750
"PF3D7_1103800",68.058,9.007,1432.767,448.357,663.263,209.742,60.359,45.982,93.712,62.074,513.354,37.032,14.013,195.321,39.039,1333.555,288.677,45.055,54.124,310.078,292.281,66.04,95.25,20.282,22.006,57.023,13.01,20.301,42.399,228.79,55.851,199.207
"PF3D7_1103900",4,4,61.155,17,6,16,9.745,5,5.005,1,12,7,0,6,0,36,5,1,0,2,23,7,4,2,4,4,1,0,1,7,5,11
"PF3D7_1104000",311,898,5822.775,1914,1022.175,2451,1025.255,780,502.995,311,985.055,2253,45,467,127,6771.967,363,554,672,2044,3731,614,472,308,269,265,188,389,755,696,410,2350
"PF3D7_1104100",738,967,2070.257,1214.47,2368.954,4289.695,1648,802.016,835,597,2430.628,1709.764,392,1066.428,80.992,2113.415,1939.237,1507.912,915.87,3213.174,4643.484,256,1035.329,138,550,185,553,345.102,789.516,1574.453,304,753
"PF3D7_1104200",2016,2577.032,46573.419,11683.351,6896.118,17500.248,4389.078,5123,3373,1847,8948.323,9603.665,1062,4011.195,750,43413.906,6789.555,3535.088,2704,7625.717,12617.929,3440,2124.671,1744,1712,2439,1626,4370.898,6438.484,5636.55,3721.092,10641.36
