ORF,AA01,AA02,AA03,AA04,AA05,AA06,AA07,AA08,AA09,AA10,AA11,AA12,AA13,AA14,AA15,AA16,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11,AS12,AS13,AS14,AS15,AS16
PF3D7_0100700,0.0,0.0,0.0,4.0,2.275,1.001,2.0,0.0,0.0,1.0,39.063,4.0089999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.011,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,20.61,0.0,0.0
PF3D7_0101100,59.95,449.897,0.0,767.385,2391.735,1076.267,105.103,108.515,373.222,502.92400000000004,379.85699999999997,0.0,0.0,402.707,95.346,1463.104,1599.368,0.0,479.86,6.2170000000000005,3144.78,0.0,517.154,75.439,323.143,98.008,122.742,41.385,219.03,893.492,68.709,663.172
PF3D7_0101200,183.687,329.316,87.95100000000001,896.0,1445.0,11942.044,951.0,187.155,597.893,438.856,2647.4309999999996,903.9960000000001,57.388000000000005,814.9760000000001,55.0,206.887,1835.98,206.71,459.707,1971.9389999999999,2629.81,40.0,417.83,45.0,462.707,79.0,280.216,88.0,114.0,916.9,64.0,409.004
PF3D7_0101300,0.0,0.0,0.0,6.541,1.2919999999999998,0.0,0.0,0.0,1.3219999999999998,0.0,1.1440000000000001,2.509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.209,0.0,4.688,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.213,0.0,0.0
PF3D7_0101400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.847000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0102000,1.0,5.0,0.0,5.0,13.0,23.0,1.0,2.0,3.0,0.0,27.0,15.0,1.0,4.0,0.0,2.0,7.0,8.0,2.0,4.0,31.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,8.0,1.0,2.0
PF3D7_0102200,303866.512,720217.699,5989.895,369736.597,1839672.7219999998,2259039.313,492196.03799999994,209689.658,411913.643,390646.648,2233739.954,471442.93299999996,248699.11899999998,1516766.856,30669.426,8186.0,1916217.759,477851.32899999997,404080.29299999995,1471330.229,3722940.312,20456.106,626157.635,3499.0029999999997,298504.684,4376.532,441074.862,4736.272,171751.082,1386436.646,3105.9509999999996,5904.590999999999
PF3D7_0102300,5.0,0.0,26.0,3.0,32.0,7.0,1.0,3.0,4.0,1.0,30.0,1.0,1.0,20.0,0.0,3.0,12.0,1.0,3.0,46.0,53.0,5.0,7.0,0.0,1.0,0.0,1.0,3.0,1.0,20.0,1.0,3.0
PF3D7_0102400,1.0,0.0,1.0,1.001,1.0,5.0280000000000005,1.0,2.782,3.153,0.0,3.013,0.99,0.0,0.0,0.0,22.0,0.0,3.0,0.0,6.126,4.004,1.0,1.205,0.0,0.782,0.0,0.0,0.0,0.0,4.178,0.0,1.0
PF3D7_0102500,11.0,31.0,169.803,24.0,313.0,87.005,25.0,10.0,13.0,15.0,239.0,5.0,4.0,129.0,8.0,388.001,107.0,36.0,33.0,125.00200000000001,171.0,31.0,37.019,3.0,4.0,5.0,33.0,1.0,17.0,76.0,4.0,13.0
PF3D7_0102600,741.0,499.0,3239.243,4077.0,1620.02,4911.137,1000.0,1382.0,468.0,534.0,1782.0,926.0010000000001,313.0,683.0,153.0,3633.36,1925.174,564.0,1254.0,398.0,2662.612,1771.0,223.0,977.0,311.0,62.0,562.0,283.0,767.0,867.0,51.0,130.0
PF3D7_0102700,600.0,733.0,20.0,859.0,1101.0,9381.445,1219.469,569.0,591.0,696.0010000000001,2535.991,773.904,446.0,1559.04,48.0,149.0,3122.357,524.0,938.937,2137.485,8634.235,15.0,655.097,17.0,864.0,10.0,476.0,2.0,390.0,1158.98,4.0,1.0
PF3D7_0102800,4.0,7.0,47.012,23.003,57.038999999999994,31.003,3.0,4.0,26.004,6.154,62.0,5.0,0.0,9.0,1.0,39.014,32.039,33.0,22.0,48.012,78.012,1.0,15.0,3.0,2.0,6.0,16.000999999999998,10.0,12.0,23.021,12.0,4.0280000000000005
PF3D7_0102900,1408.0,2116.0,11046.052,3041.0029999999997,3164.028,7212.14,2528.66,1961.0,1438.0,808.0,3926.0009999999997,4054.992,332.0,1185.0,257.0,11236.07,1913.684,2245.0,2044.004,4784.0,7514.933000000001,1148.0,1802.023,511.0,820.0,800.0,919.0,1076.0,1745.0,1505.999,1239.0,4412.544
PF3D7_0103000,7.0,10.0,32.0,19.0,27.0,51.001000000000005,21.0,31.0,5.0,6.0,17.0,34.0,0.0,2.0,1.0,35.0,9.0,7.0,24.0,20.0,53.0,11.0,15.0,5.0,5.0,0.0,2.0,2.0,6.0,3.0,1.0,1.0
PF3D7_0103100,10.0,1.002,362.0,14.008,153.056,36.001,11.065,12.085,7.0,5.0,63.143,10.005,1.0,40.0,9.0,229.0,26.023000000000003,47.222,7.0,160.0,24.148000000000003,18.0,23.021,5.0,0.0,3.0,20.0,35.0,44.016999999999996,48.965,8.086,7.0
PF3D7_0103200,42.0,68.0,2811.994,858.0,252.0,570.941,106.0,227.0,87.0,57.0,217.0,586.0,12.0,45.0,55.0,1742.2160000000001,110.0,152.0,100.0,292.0,284.0,266.0,78.0,121.0,22.0,74.0,28.0,110.0,275.031,82.0,194.0,638.762
PF3D7_0103300,958.1410000000001,1901.344,4377.76,1674.817,3774.645,6918.6990000000005,3809.6859999999997,613.0,1306.256,1488.251,5004.47,4413.521,261.0,1527.1760000000002,159.0,5911.2919999999995,3524.835,1255.685,1301.001,7775.356,5063.417,557.001,2482.001,93.0,313.08799999999997,433.05300000000005,688.4010000000001,318.47900000000004,603.002,1220.117,506.01099999999997,1943.0020000000002
PF3D7_0103400,68.997,76.0,2884.0370000000003,1436.638,697.0,1223.741,237.0,164.0,205.0,61.0,544.0,810.0,5.932,192.0,35.0,2275.007,218.11599999999999,192.0,113.0,548.0,624.045,314.0,89.0,72.0,17.0,97.0,19.0,201.0,96.0,160.0,188.0,366.0
PF3D7_0103500,1.0,0.0,34.0,23.0,12.0,14.0,1.0,0.0,7.0,0.0,10.0,2.0,0.0,6.0,0.0,82.0,1.0,2.0,6.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,8.0
PF3D7_0103600,24.011,17.000999999999998,898.798,226.29,42.141000000000005,182.53400000000002,23.000999999999998,31.000999999999998,12.001,13.231,27.863000000000003,46.004,0.0,14.038,12.0,1145.722,16.002,5.0,22.009,73.01100000000001,69.6,37.004,12.004000000000001,15.004000000000001,5.0,18.000999999999998,6.039,13.039000000000001,60.516999999999996,24.0,0.0,70.007
PF3D7_0103700,25.0,27.0,273.02,71.0,49.0,170.0,49.0,30.0,15.0,10.0,24.0,71.0,2.0,16.0,5.0,198.832,34.001999999999995,27.0,26.0,82.0,116.0,11.0,37.0,5.0,15.0,8.0,16.0,16.0,10.0,22.0,9.0,34.0
PF3D7_0103800,0.0,3.0,1.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0
PF3D7_0103900,5.0,39.0,115.0,61.0,49.0,88.0,19.0,6.0,14.0,12.0,15.0,120.0,0.0,5.0,2.0,128.0,12.0,5.0,50.0,38.0,48.0,14.0,20.0,6.0,2.0,0.0,4.0,11.0,7.0,4.0,8.0,11.0
PF3D7_0104000,0.0,2.0,0.0,1.0,7.0,6.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,2.0,0.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0104100,18.0,88.0,0.0,37.0,186.0,319.0,95.0,40.0,72.0,23.0,126.0,100.0,6.0,31.0,0.0,8.0,43.0,127.0,12.0,63.0,415.0,1.0,51.0,0.0,17.0,1.0,35.0,6.0,0.0,8.0,14.0,10.0
PF3D7_0104200,134.0,103.0,1687.0,883.0,1918.899,1032.0,90.0,386.0,454.0,88.0,1587.0,73.0,38.0,421.0,54.0,1954.214,610.0,374.0,217.0,854.044,1938.101,190.0,179.0,142.0,39.0,114.0,218.0,215.0,430.0,225.0,199.0,552.999
PF3D7_0104300,8897.431,5520.096,13948.733999999999,10158.702,34397.51,55789.085,18454.752,2118.9410000000003,8082.939,9024.001,49310.785,14401.805,1846.0,16508.541,753.0,18955.21,35036.388,5701.668000000001,8654.195,44613.018,86270.17300000001,1109.0439999999999,13157.035,250.0,7722.2119999999995,1273.164,3573.0640000000003,617.102,1791.529,17996.886000000002,1029.89,3417.0409999999997
PF3D7_0104400,102.0,46.0,847.0319999999999,348.0,1455.0,297.004,180.0,87.0,158.0,72.0,1129.0,37.0,53.0,474.0,19.0,687.0,352.0,257.0,73.0,562.0,835.075,44.0,180.0,26.0,55.0,15.0,135.0,24.0,70.0,457.0,20.0,23.0
PF3D7_0104500,44.0,186.0,2816.0,507.0,512.0,484.74699999999996,111.0,282.0,238.0,84.0,282.01099999999997,598.0,18.0,137.0,43.0,2617.019,64.0,565.0,120.0,464.0,382.0,170.0,89.0,104.0,12.0,168.0,91.0,327.0,449.0,114.0,263.999,679.0
PF3D7_0104600,21.0,42.0,330.0,89.0,66.0,160.0,47.0,15.0,43.0,21.0,62.0,69.0,2.0,19.0,11.0,428.005,21.0,36.0,19.0,127.0,123.0,35.0,25.0,6.0,7.0,36.0,23.0,23.0,41.0,37.0,20.0,89.0
PF3D7_0104700,0.0,1.0,3.0,1.0,6.0,2.0,3.0,0.0,3.0,0.0,10.0,0.0,0.0,4.0,0.0,4.0,0.0,2.0,0.0,14.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,8.0,0.0,1.0
PF3D7_0104800,0.0,0.0,2.0,0.0,4.0,0.0,3.0,1.0,4.0,0.0,11.0,0.0,3.0,4.0,0.0,8.0,2.0,9.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0
PF3D7_0105100,0.0,1.0,41.0,1.0,2.0,5.0,2.0,1.0,1.0,0.0,12.0,1.0,0.0,0.0,0.0,16.004,1.0,0.0,0.0,4.0,7.0,1.0,1.0,0.0,2.0,0.0,7.0,1.0,7.0,1.0,2.0,2.0
PF3D7_0105200,25.0,1.0,2387.151,539.0,15.0,196.0,42.0,209.0,1.0,0.0,9.0,12.0,0.0,10.0,37.0,2169.106,3.0,5.0,18.0,2.0,1.0,164.0,8.0,73.995,5.0,63.0,1.0,56.0,196.0,11.0,60.0,531.0
PF3D7_0105300,0.0,1.0,9.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
PF3D7_0105400.1,0.0,0.0,1.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4680000000000002,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PF3D7_0105400.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.5319999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PF3D7_0105500,2.0,1.0,27.0,21.0,29.0,4.0,0.0,1.0,3.0,3.0,8.0,0.0,0.0,8.0,2.0,19.0,4.0,9.0,1.0,19.0,3.0,5.0,4.0,0.0,0.0,5.0,2.0,3.0,4.0,1.0,1.0,2.0
PF3D7_0105600,263.0,642.0,3234.5890000000004,1575.0,1705.0120000000002,2308.001,731.0,607.974,775.0,406.45099999999996,1294.026,1487.0,66.0,413.0,116.0,6110.585,207.0,760.005,509.0,1735.0,1594.3029999999999,603.0,595.0,153.0,276.0,616.455,312.0,618.0,854.0,217.0,882.115,2633.0
PF3D7_0105700,43.998999999999995,4.0,1489.267,347.004,666.057,238.003,50.007,123.04700000000001,53.004,22.0,283.962,29.0,3.0,48.0,12.0,5033.394,16.0,34.006,22.000999999999998,98.001,241.115,372.0,37.0,9.0,22.0,70.0,32.004,55.008,61.023,44.67100000000001,84.025,150.0
PF3D7_0105800,7.0,0.0,229.0,114.0,66.0,70.0,3.0,5.0,0.0,0.0,22.0,3.0,3.0,14.0,10.0,997.0,0.0,14.0,2.0,11.0,6.0,73.0,0.0,4.0,0.0,4.0,1.0,5.0,14.0,6.0,1.0,0.0
PF3D7_0105900,1.0,0.0,26.0,27.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,89.0,0.0,1.0,1.0,0.0,0.0,11.0,0.0,1.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,3.0
PF3D7_0106000,19.0,53.001000000000005,574.626,63.0,344.0,90.0,31.204,76.258,124.0,20.0,227.19400000000002,95.0,7.0,105.0,14.0,842.367,40.0,207.0,50.0,250.0,218.0,90.0,49.0,15.0,9.0,16.0,39.0,64.0,84.0,76.0,26.0,47.108999999999995
PF3D7_0106100,128.0,263.0,4702.742,1729.0020000000002,572.0,1072.0,311.0,1207.0,170.0,104.0,381.0,796.0,33.0,179.0,77.0,6722.784000000001,132.0,262.0,235.0,382.005,804.0,511.0,155.0,405.0,93.0,270.0,86.0,425.0,769.0,205.0,307.0,1595.0
PF3D7_0106200,49.0,10.0,44.0,19.0,255.0,35.0,33.0,21.0,23.0,21.0,368.0,2.0,11.0,91.0,4.0,73.0,114.0,135.0,7.0,266.0,230.0,5.0,29.0,1.0,9.0,4.0,26.0,20.0,9.0,241.0,4.0,8.0
PF3D7_0106300,3722.0,5938.0,21452.19,9189.0,13742.221000000001,29699.605,9134.0,4109.0,4058.0,3510.026,16555.575,16909.482,1542.0,6423.581,594.0,26789.928,13238.112,5607.0,5404.0,11108.161,25321.769,1949.0,4879.032999999999,833.0,3420.0,1724.0,2091.0,2789.0,3374.0,7421.988,3309.9840000000004,9269.0
PF3D7_0106400,339.0,411.0,4210.782,961.008,1266.969,1750.6779999999999,590.422,371.0,223.0,197.0,903.0,677.0,63.0,320.0,31.0,3061.657,390.219,472.001,371.999,1206.289,2598.468,202.0,228.0,89.801,154.998,123.0,146.0,268.0,394.0,470.124,194.0,596.0
PF3D7_0106500,153.006,18.004,625.568,18.003,881.291,80.001,43.005,5.0,125.0,19.0,732.637,31.000999999999998,13.0,207.033,15.0,504.01,152.02200000000002,129.0,26.006,1172.0,252.024,33.009,75.0,4.0,17.153,6.001,40.277,7.0,11.0,395.13800000000003,24.0,10.019
PF3D7_0106600,1.0,0.0,16.011,0.0,41.0,7.0,3.0,0.0,5.0,0.0,24.963,0.0,0.0,10.0,0.0,18.0,6.0,0.0,2.0,31.0,5.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0
PF3D7_0106700,4192.999,2372.995,20284.292,6782.406,15023.442,20027.202,8359.261999999999,1353.0410000000002,4739.0,3821.1290000000004,25800.337000000003,10391.690999999999,1050.0230000000001,7739.351,603.0,21089.345,13748.284,4318.81,4100.693,18665.753,29795.502,2149.0,5420.859,373.0,3144.486,1051.0,2297.973,783.015,1478.39,12636.0,1196.619,4096.999
PF3D7_0106800,8.0,71.0,131.92600000000002,256.0,45.998999999999995,297.0,37.0,60.0,15.0,14.0,29.0,122.0,1.0,8.0,6.0,107.0,12.0,23.0,49.0,68.0,88.0,24.0,22.0,49.0,12.0,4.0,2.0,13.0,36.0,20.0,14.0,96.0
PF3D7_0106900,6.0,6.0,66.958,59.0,30.000999999999998,20.0,2.0,13.0,3.0,2.0,10.0,2.0,2.0,8.0,3.0,121.0,6.487,2.0,2.0,25.0,12.0,22.0,4.0,6.0,0.0,3.0,0.0,0.0,3.0,9.0,0.0,16.340999999999998
PF3D7_0107000.1,1.0,0.0,9.0,1.0,12.001,4.0,1.0,3.0,0.0,0.0,8.0,5.0,0.0,7.0,0.0,15.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,5.0,2.0,0.0
PF3D7_0107100,3.0,0.0,57.0,121.0,38.0,5.0,1.0,2.0,2.0,1.0,7.0,1.0,0.0,17.0,0.0,109.0,2.0,2.0,1.0,3.0,1.0,16.0,1.0,4.0,0.0,0.0,4.0,1.0,6.0,6.0,0.0,4.0
PF3D7_0107200,2.0,0.0,15.0,91.0,3.0,10.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
PF3D7_0107300,7.0,1.0,21.0,7.0,68.961,3.0,2.0,3.0,2.0,2.0,28.0,2.0,0.0,18.0,0.0,27.0,2.0,16.0,0.0,46.0,8.001,18.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,18.0,0.0,0.0
PF3D7_0107400,1.0,1.0,10.0,2.0,9.0,6.0,1.0,8.0,6.0,0.0,12.0,9.0,0.0,2.0,0.0,13.0,6.0,4.0,1.0,7.0,7.979,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,2.0,0.0
PF3D7_0107500,7217.673000000001,18093.391,56483.791,34799.517,58517.355,54204.288,19705.039,11677.617,22252.745,13948.627,46898.625,42471.087,4394.960999999999,22372.796000000002,1329.0,114478.351,26622.063,25388.604,18444.963,64880.926,103111.962,8172.823,19598.468,2932.0,6883.0,8510.815999999999,11551.0,12483.056999999999,12180.0,17386.464,12661.528999999999,45750.45
PF3D7_0107600,5.037,8.015,5.329,7.9110000000000005,194.428,30.003,6.136,1.001,21.283,10.954,106.171,4.012,2.0,32.035,1.0,40.913000000000004,38.387,29.002,2.213,116.67399999999999,62.518,0.0,34.259,0.0,0.9940000000000001,0.0,4.0,3.0,3.0210000000000004,29.816,0.0,0.0
PF3D7_0107700,17.0,14.392000000000001,46.0,54.0,85.024,42.0,18.0,17.0,12.0,18.0,55.0,23.975,8.0,12.0,1.0,48.0,41.0,25.0,11.98,28.941,41.0,17.0,11.0,10.0,6.995,5.0,16.0,9.0,16.0,29.0,9.0,23.0
PF3D7_0107800,22.064,3.0,2040.106,245.00099999999998,144.438,64.87899999999999,7.001,42.001999999999995,4.0,2.0,78.001,9.0,0.0,19.003,37.0,2040.375,10.099,10.0,3.0,48.0,17.063,128.004,11.975999999999999,14.0,5.0,38.095,5.0,28.0,85.12899999999999,41.008,7.9910000000000005,21.0
PF3D7_0107900,16.0,1.0,1039.984,199.0,18.0,125.0,31.0,51.0,4.0,0.0,36.0,18.0,0.0,5.0,25.0,400.0,2.0,8.0,11.0,39.0,7.0,46.0,8.0,27.0,2.0,16.0,2.0,42.997,62.0,21.0,29.0,57.0
PF3D7_0108000,919.0,1363.0,18864.315,2850.002,3656.0,5079.417,1258.0,5087.0,2039.0,449.0,5295.102,2412.0,312.0,1185.0,522.0,17904.241,1405.0,3009.0,1567.0,3770.0,4205.346,2820.0,1033.0,811.0,455.0,1538.0,840.0,2165.78,3449.0,989.327,1867.015,3811.0
PF3D7_0108100,7.0,3.0,1251.0,79.0,30.0,40.0,6.0,36.0,16.0,0.0,22.0,11.0,3.0,7.0,24.0,792.005,8.0,14.0,3.0,27.0,23.0,138.0,5.0,13.0,6.0,40.0,2.0,72.0,169.0,20.0,20.0,32.0
PF3D7_0108300,9714.541,3204.717,106478.207,24825.645,19998.122,50357.682,14776.025,4319.9529999999995,8257.614,8182.024,36430.311,11755.002,960.0319999999999,10959.588,2518.467,97512.73,39157.953,3526.673,7388.262,29179.421000000002,56113.147000000004,9858.224,9232.442,1768.4189999999999,4668.85,6048.047,2525.9429999999998,1727.287,3880.906,18981.761000000002,2748.198,8415.198
PF3D7_0108400.1,215.733,243.701,227.31400000000002,307.216,576.967,983.6010000000001,384.18,65.059,168.998,142.52100000000002,833.847,200.55200000000002,95.152,176.502,8.0,257.024,267.346,236.99599999999998,174.10299999999998,550.931,2326.113,9.0,59.0,18.594,130.107,16.0,116.73,18.025,90.897,370.35900000000004,40.169000000000004,58.193000000000005
PF3D7_0108400.2,83.26700000000001,60.299,39.686,31.784000000000002,133.033,97.399,95.82,14.940999999999999,36.001999999999995,50.479,156.153,48.448,24.848000000000003,40.498000000000005,0.0,37.976,42.653999999999996,94.00399999999999,15.897,113.069,216.554,0.0,0.0,2.406,22.893,0.0,52.27,5.975,35.103,76.641,1.831,16.807000000000002
PF3D7_0108500,27252.412,65039.723,9600.23,29109.761000000002,144304.209,90435.472,48846.329000000005,15866.497,43822.86,43145.918,177190.43899999998,53979.175,27132.877999999997,82623.306,2650.0,13261.666000000001,146802.335,77243.038,43642.538,58706.67,138321.159,3309.132,49066.083,764.0,18723.0,3371.0,27990.933999999997,5893.0,23743.0,111913.73199999999,6287.996,15174.577
PF3D7_0108600,6.0760000000000005,11.045,190.377,4.0,43.898,39.0,16.121,7.061,17.288,11.267999999999999,47.3,5.0,10.002,16.173,4.0,84.141,32.006,19.0,17.398,35.294000000000004,49.0,16.035,21.291,2.0,13.0,3.0,10.392000000000001,9.041,4.027,30.888,10.0,8.003
PF3D7_0108700,431.903,603.0,22679.321,4310.0,897.0880000000001,5649.604,1131.855,1109.9389999999999,793.6460000000001,446.735,1456.6960000000001,2038.0,50.0,431.827,604.993,23884.232000000004,954.934,435.0,739.555,1693.089,3258.9040000000005,2392.856,554.705,564.0,433.0,1177.009,193.608,1226.9589999999998,1543.973,572.627,1197.998,3305.0229999999997
PF3D7_0108800,30.0,45.0,2123.768,513.0,21.0,271.0,41.0,382.04,28.0,8.0,54.0,48.0,3.0,14.0,58.0,1341.019,30.0,13.0,52.0,21.0,72.027,159.0,18.0,135.0,11.0,40.0,3.0,259.0,393.0,37.0,173.0,334.0
PF3D7_0109000,0.0,4.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0
PF3D7_0109100,3.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
PF3D7_0109200,45.0,149.0,1493.017,300.0,37.0,788.0,129.0,261.019,35.0,19.0,108.0,257.0,5.0,32.0,37.0,670.0060000000001,21.0,93.001,93.0,144.0,215.0,98.0,46.0,99.0,26.0,41.0,9.0,193.0,255.0,38.0,155.0,307.0
PF3D7_0109300,0.0,0.0,29.0,1.0,21.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,1.0,13.0,0.0,2.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0
PF3D7_0109400,20.0,4.0,822.073,436.999,124.0,136.0,27.0,178.0,9.0,5.0,83.0,61.0,5.0,28.0,21.0,553.0,38.0,42.0,16.0,90.065,20.0,74.0,21.0,56.0,3.0,25.0,8.0,52.0,127.0,44.0,39.0,156.0
PF3D7_0109500,169.0,126.0,4924.412,2177.0,700.498,704.055,238.0,1131.0,123.0,113.0,569.3969999999999,584.0,38.0,150.291,164.0,3259.119,244.0,352.0,252.0,329.108,124.0,636.0,163.0,328.0,65.0,328.0,60.0,555.0,1496.0,474.0,575.6669999999999,1876.0
PF3D7_0109600,124.0,36.0,285.0,108.0,478.50199999999995,548.0,52.0,38.0,76.0,115.0,547.6030000000001,98.0,19.0,165.0,12.0,552.0,264.0,155.998,87.0,488.82800000000003,214.0,54.0,116.62799999999999,10.997,40.0,24.000999999999998,46.0,5.0,40.0,241.0,31.0,25.0
PF3D7_0109700,236.933,141.0,1086.001,180.046,456.0,1223.0,173.0,33.0,101.0,152.0,673.9989999999999,195.0,27.0,297.95799999999997,16.0,895.965,374.93199999999996,128.195,155.0,1495.995,1807.503,50.995,220.372,13.0,87.50399999999999,54.998999999999995,51.997,13.0,50.0,222.0,18.0,59.0
PF3D7_0109800,1297.0,2040.02,6399.477,3405.0,3139.215,6149.420999999999,2494.0,1275.0,1577.0,1283.455,4426.185,5418.081,659.0,2235.0,184.0,7323.504,2258.0,2282.033,1832.0,4209.0,5909.758000000001,785.0,1460.0,312.0,1188.0,514.0,799.0,1020.0,1613.0,2186.0,866.0,2899.0
PF3D7_0109850,3.0,3.0,3.01,10.555,49.67,5.0,2.0,2.019,6.0,1.0,38.0,0.0,2.0,11.655,0.0,5.277,11.0,23.654,2.0,27.526999999999997,6.0,1.0,7.0,0.0,0.0,0.0,6.001,3.0,0.0,16.939,3.022,0.0
PF3D7_0109950,0.0,3.0,66.99,24.447,20.33,2.0,1.0,2.9810000000000003,2.0,2.0,16.0,0.0,0.0,1.345,2.0,39.735,8.0,7.346,0.0,14.472999999999999,5.0,0.0,2.0,0.0,0.0,0.0,6.999,3.0,0.0,8.061,5.978,3.0
PF3D7_0110000,3.0,3.0,49.0,70.998,51.021,6.0,4.0,27.0,5.0,0.0,44.0,4.0,0.0,18.0,0.0,45.0,13.0,42.0,1.0,30.0,4.0,1.0,8.0,1.0,0.0,3.0,9.0,15.0,15.0,52.0,2.0,4.0
PF3D7_0110100,161.0,437.0,3653.8979999999997,880.0,915.0,2121.0,646.497,392.0,240.0,140.0,342.0,1596.003,23.0,420.0,68.0,2992.0009999999997,392.0,372.0,382.0,549.0,821.086,268.001,335.0,105.0,160.0,242.993,95.0,576.0,406.0,253.0,580.0,1267.0
PF3D7_0110200,18.0,72.0,374.0,175.0,239.0,511.0,102.0,55.0,38.0,53.0,57.0,337.0,7.0,68.0,10.0,280.0,90.0,76.0,61.0,196.0,148.0,12.0,46.0,11.0,12.0,15.0,24.0,61.0,45.0,44.0,18.0,48.0
PF3D7_0110400,816.0,1655.364,5997.871999999999,2916.0,2742.083,6059.754,1408.0,1984.0,1045.0,713.0,1771.001,2723.998,316.0,1106.244,150.0,7052.799,2036.0,2186.625,1813.122,1412.1879999999999,5478.6359999999995,556.0,957.0,450.0,707.0,532.0,664.0,778.0,1679.0,689.0,1036.05,4474.0
PF3D7_0110500,584.0,213.0,8120.769,1891.0,1397.56,5961.448,882.0,267.0,830.9989999999999,427.0,1449.149,1513.162,82.0,440.98400000000004,200.0,9020.274,1965.0,201.047,648.002,1552.035,4984.918,829.0,673.0,101.00399999999999,587.0,554.0,179.0,313.0,335.0,568.0,424.0,1166.978
PF3D7_0110600,11313.346000000001,13254.331,26269.898999999998,22666.881,34044.519,41586.61,17883.125,8932.6,15636.048999999999,13397.284,37672.933,23204.415,6756.251,21812.411,5590.728,33466.15,24874.337000000003,10538.063999999998,14844.161,28050.281000000003,52802.029,7006.076,16961.575,6838.863,10578.045,6014.981,13295.197,6744.604,6009.768,17870.377,10030.684000000001,12941.76
PF3D7_0110700,338.0,189.0,3699.395,1900.141,1379.0,2109.208,553.0,1248.0,477.0,225.0,1729.0,539.0,68.0,527.07,48.0,7178.0,668.0,417.0,483.0,692.0,2190.736,1993.0,230.0,513.0,154.0,464.0,298.0,180.0,539.0,600.0,253.0,1058.0
