ORF,AA01,AA02,AA03,AA04,AA05,AA06,AA07,AA08,AA09,AA10,AA11,AA12,AA13,AA14,AA15,AA16,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11,AS12,AS13,AS14,AS15,AS16
PF3D7_0917100,62.0,135.0,1517.442,363.0,274.009,1128.516,175.0,62.0,181.0,62.0,288.0,12.0,3.0,81.0,30.0,1152.026,55.0,60.0,141.0,744.0,784.01,79.0,175.0,14.0,48.0,49.0,29.0,64.0,66.0,62.0,121.0,398.0
PF3D7_0917200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0917300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0917400,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0917500,0.0,0.0,4.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0917600,1869.0,3620.0,13423.658000000001,5624.026999999999,11960.707,12676.613000000001,3939.0,3096.2859999999996,3786.012,3039.0,10999.741000000002,6581.0,1261.0,6333.882,306.0,12760.534,10958.273000000001,6470.382,3059.139,10983.975,16407.997,879.0,2584.0,508.0,1819.0,788.0,2265.0,1671.0,1970.443,5215.92,1635.829,3585.0
PF3D7_0917700,88.0,218.0,515.0,264.425,447.0,414.0,158.0,141.0,213.0,73.0,254.0,253.0,55.0,118.0,9.0,436.601,226.0,210.0,142.0,289.0,355.0,32.0,129.002,31.0,119.0,44.0,53.0,99.0,163.0,116.0,41.0,295.0
PF3D7_0917800,119.0,137.0,323.001,304.0,462.0,506.0,198.0,161.0,155.0,100.0,399.0,247.0,64.0,171.0,14.0,299.224,333.0,418.0,141.0,187.0,279.0,27.0,92.99799999999999,37.0,87.0,40.0,101.0,77.0,200.838,189.0,86.0,349.0
PF3D7_0917900,5375.0,21820.0,327764.257,107567.82400000001,52909.920999999995,38223.214,10168.961,66368.636,19302.0,11996.008,39460.36,35406.888999999996,3751.0,16891.0,6073.0,264660.441,48291.085,23031.537,25596.991,38942.742,65857.62599999999,17999.067,13842.56,19148.0,6088.0,20798.058999999997,6284.0,50161.85,68038.92,14888.683,45128.651,131113.157
PF3D7_0918000,121.0,308.0,439.876,219.0,1832.0,729.155,179.0,142.0,607.996,101.50200000000001,1157.0339999999999,146.0,71.0,563.389,9.0,2525.386,224.0,1007.0,179.0,1012.0,1000.159,5.0,99.0,18.0,50.0,116.0,386.0,524.0,95.0,368.0,436.0,118.0
PF3D7_0918100,491.0,954.0,1572.2820000000002,1668.0,4720.942,5313.807,892.0,968.0,1225.451,387.0,3770.22,2947.955,331.0,2119.0,85.0,8176.919,789.0,4902.941,1834.0,3052.487,4128.0509999999995,53.0,560.0,112.0,136.0,584.0,660.0,1100.029,864.0,858.9760000000001,1791.984,2242.0
PF3D7_0918200.1,125.0,78.0,300.839,351.0,730.035,237.0,160.0,151.0,150.01,74.0,1013.2489999999999,116.0,44.0,457.0,14.0,331.0,585.0,614.059,145.0,529.0,382.0,52.0,104.0,34.0,16.0,24.0,115.0,110.0,104.0,749.0239999999999,60.001000000000005,58.0
PF3D7_0918300,655.0,1566.0,6803.241999999999,2924.739,2954.0370000000003,8177.015,2424.0,2083.0,1442.0,784.0,4300.0,3611.0570000000002,458.0,1744.0,180.0,6794.361999999999,3156.0,1641.0,1730.0,2272.971,6579.132,465.0,761.0,492.0,726.0,434.0,858.0,715.0,1353.003,1540.0,1192.031,2531.0
PF3D7_0918400,23.0,5.0,62.0,7.0,254.003,30.0,17.0,3.0,18.0,5.0,146.0,4.0,2.001,42.0,1.0,49.0,17.0,11.0,13.001,28.0,65.001,0.0,4.0,0.0,11.0,0.0,13.0,2.0,7.0,58.0,11.017000000000001,0.0
PF3D7_0918600,11.0,0.0,835.097,195.0,14.0,41.0,16.0,104.0,2.0,2.0,11.0,22.0,1.0,8.0,26.0,920.535,8.0,10.0,15.019,12.0,5.0,55.0,8.0,30.0,15.0,19.0,1.0,54.0,86.0,9.0,60.0,379.0
PF3D7_0918700,1784.0,1818.0,117.0,2050.869,9270.860999999999,10525.197,3652.0040000000004,411.0,2005.5610000000001,1551.017,11138.784,3069.183,474.0,3743.531,100.0,236.294,4454.835999999999,2128.0,1701.0,7797.323,14820.81,32.0,2074.729,10.0,1189.307,57.0,1156.0,41.0,228.0,4838.992,59.0,47.001000000000005
PF3D7_0918800,666.0,1058.0,5046.024,1375.0,2636.0,5121.853,1850.0,616.0,703.0,550.0,5471.4619999999995,2629.0,378.0,1357.0,114.0,3123.117,2375.002,1160.0,815.0,2632.0,4719.983,310.0,626.0,126.0,533.0,181.0,453.991,423.0,643.0,2877.0,432.0,1404.0
PF3D7_0918900,1968.0,3412.0,8371.280999999999,3988.012,12683.803,14328.715,3132.0,1132.0,2471.0,2023.0,14666.558,3461.0,842.0,6621.0,273.0,10884.768,4173.536,2918.0,2619.0,10863.945,27361.341,369.0,2546.0,160.0,1335.0,603.0,1905.0,532.0,770.0,5329.058000000001,1188.0910000000001,2134.0
PF3D7_0919000,3801.5029999999997,8054.389,24845.367000000002,12096.811000000002,32473.481,49157.492,13171.121000000001,7225.93,7729.785,7801.193,40833.024,16747.358,3787.006,21005.831000000002,1036.953,29245.592,35101.854,11826.0,11146.403999999999,22205.592999999997,60812.699,1347.025,6683.321,856.0039999999999,4143.897,1799.0,5713.1359999999995,3482.744,4952.997,16060.77,3667.546,10039.652
PF3D7_0919100,433.0,896.0,9751.148000000001,2394.0,1863.0,3413.0,752.0,1234.0,462.806,654.0,1643.0510000000002,1273.0,129.0,805.0,172.0,11341.817,1188.962,532.0,923.0,2140.032,3586.083,879.0,653.0,347.0,361.0,673.83,354.245,950.0,1592.139,734.0,821.008,2602.0
PF3D7_0919200,0.0,0.0,42.0,6.0,0.0,6.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PF3D7_0919300,0.0,1.0,12.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,2.0,0.0,14.0,1.0,2.0,0.0,4.0,2.0,9.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
PF3D7_0919400,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,3.0,0.0,11.0,0.0,0.0,2.0,0.0,6.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0
PF3D7_0919500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
PF3D7_0919600,0.0,0.0,32.0,55.0,0.0,5.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,31.0,1.0,0.0,1.0,0.0,0.0,12.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,10.0
PF3D7_0919700,8.0,28.0,2416.0,608.0,22.0,188.0,36.0,155.0,20.0,9.0,17.0,54.0,2.0,9.0,28.0,1200.684,6.0,14.0,49.0,37.0,49.0,144.0,22.0,47.0,12.0,121.0,6.0,159.0,380.0,18.0,148.756,513.0
PF3D7_0919800,1661.0,879.0010000000001,21.021,806.003,2351.007,6844.406,1511.0,178.0,1131.003,843.995,4434.081,1512.751,172.456,1419.0,23.0,177.017,2573.131,523.0,920.6469999999999,3535.558,10461.291,15.0,1250.008,8.001,927.003,23.035,546.0,6.0,52.0,2593.119,12.0,8.002
PF3D7_0919900,3.0,0.0,17.002,1.006,18.0,61.79,1.0,0.0,1.0,6.0,19.002,45.004,1.0,9.0,2.0,700.5219999999999,22.000999999999998,15.001,1.0,58.001000000000005,75.994,0.0,8.001,0.0,0.0,3.0,2.0,5.024,11.088,19.945999999999998,6.0,11.0
PF3D7_0920000,0.0,0.0,0.0,1.0,1.0,11.0,0.0,4.0,0.0,0.0,2.0,21.0,0.0,0.0,1.0,664.007,32.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,6.0,7.0,0.0,2.0,13.0
PF3D7_0920100,7.0,28.0,680.0,174.0,28.0,146.0,32.0,108.0,23.0,6.0,46.0,120.0,1.0,11.0,11.0,743.0,5.0,50.0,33.0,83.0,52.0,22.0,24.0,33.0,4.0,23.0,11.001,64.0,82.0,18.0,58.0,243.0
PF3D7_0920200,1.0,12.0,77.0,36.0,21.0,44.0,12.0,6.0,19.0,2.0,9.0,44.0,2.0,4.0,0.0,151.0,0.0,7.0,14.0,38.0,59.0,8.0,7.0,1.0,1.0,2.0,4.0,5.0,6.0,2.0,3.0,8.0
PF3D7_0920300,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0920400,27.0,65.0,1063.233,192.0,99.001,219.0,55.0,32.0,65.0,24.0,150.003,132.0,0.0,14.0,35.0,772.9910000000001,18.0,57.0,60.0,269.0,107.0,56.0,65.0,19.0,15.0,41.0,12.0,38.0,55.0,20.0,65.0,194.0
PF3D7_0920500,1.0,0.0,2.0,3.0,2.0,2.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0920600,1.0,0.0,9.0,4.0,12.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,6.0,1.0,1.0,1.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PF3D7_0920700,2.0,0.0,41.0,32.0,1.0,8.0,3.0,2.0,0.0,0.0,3.0,10.0,0.0,1.0,0.0,36.0,1.0,3.0,0.0,1.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,27.0
PF3D7_0920800,1992.0,4666.0,15539.781,5878.988,8326.261,16297.952,5678.595,2981.0,1694.0,1825.0,6703.0,8506.0,447.0,2473.008,449.0,17219.289,8249.0,3375.0,2605.999,5121.111,18636.898999999998,1192.0,2153.0,696.0,2946.8309999999997,999.0,1201.0,917.0,1845.0,3117.0,1499.0,7608.181
PF3D7_0920900,388.61,678.0,2849.0159999999996,1228.0,958.0,2649.758,553.0,342.0,321.0,309.0,831.0,1209.0,65.0,322.0,61.0,2562.46,918.0,401.0,283.0,966.0,1947.349,182.0,315.0,119.0,317.0,215.0,162.0,219.0,370.0,425.0,226.0,964.0
PF3D7_0921000.1,9.447000000000001,45.922,2164.294,682.305,878.4,219.627,103.32799999999999,214.91,69.24600000000001,59.477,269.347,331.121,5.48,165.31799999999998,40.497,821.9789999999999,68.597,515.528,113.37,193.75799999999998,184.86,35.409,29.884,79.288,11.604000000000001,87.927,19.257,398.57599999999996,593.464,77.335,153.004,548.803
PF3D7_0921000.2,34.555,339.07800000000003,1118.501,520.695,351.412,775.373,460.67199999999997,195.09,265.754,92.523,276.74,749.877,12.52,79.682,24.503,1384.3629999999998,76.403,131.472,434.63,356.24199999999996,888.278,118.59100000000001,106.116,57.711999999999996,16.396,68.07300000000001,118.743,74.46300000000001,78.536,14.665,129.996,988.669
PF3D7_0921100,3.0,0.0,86.0,57.0,5.0,7.0,5.0,13.0,1.0,0.0,4.0,12.0,0.0,2.0,1.0,97.0,1.0,5.0,2.0,6.0,1.0,24.0,5.0,4.0,2.0,11.0,2.0,13.0,15.0,0.0,2.0,81.0
PF3D7_0921200,1535.0,1149.077,6606.722,2139.0,5048.875,4924.25,1569.162,528.0,1671.2079999999999,742.0,6178.052,2092.0,266.0,1478.9189999999999,177.0,8565.769,2368.17,1726.0,1155.328,5693.201,6922.056,594.0,1308.0,187.0,575.0,565.0,904.0,486.0,702.0,1888.0,742.0,1982.0
PF3D7_0921300,53.0,130.0,682.012,121.0,165.0,203.0,90.0,127.0,39.0,24.0,215.0,133.0,15.0,75.0,10.0,603.0,116.0,77.0,60.0,168.0,210.0,33.0,37.0,23.0,37.0,35.0,28.0,67.0,69.0,95.0,72.0,63.0
PF3D7_0921400,1.0,0.0,218.0,11.0,3.0,4.0,0.0,12.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,72.0,1.0,1.0,0.0,4.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,22.0,5.0,0.0,0.0
PF3D7_0921500,0.0,0.0,52.0,24.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,24.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,7.0,0.0,4.0,0.0,7.0,32.0,0.0,2.0,1.0
PF3D7_0921600,837.0,798.0,2431.239,1000.0,2879.0,3324.8559999999998,1303.0,176.0,878.0,727.0,3453.0009999999997,1285.0,163.0,1193.0,102.0,2445.0589999999997,1429.0,807.0,610.005,3514.0,5509.347,168.0,949.0,35.0,594.0,159.0,459.0,106.0,298.0,1906.1,156.0,559.0
PF3D7_0921700,43.0,21.0,586.0,134.0,154.145,122.0,33.0,17.0,30.0,14.0,219.0,8.0,8.0,66.0,22.0,391.0,72.0,43.0,20.108,189.0,191.0,39.0,39.0,3.0,6.005,13.0,17.0,22.0,33.0,83.0,22.041,7.0
PF3D7_0921800,364.0,472.0,4135.935,1150.0,710.855,3067.0,996.0,689.0,465.0,319.0,1173.0430000000001,1175.0,91.0,341.0,56.0,3545.0,1186.577,294.0,538.8919999999999,1149.208,3253.4190000000003,246.0,373.0,142.0,353.0,199.0,243.0,306.0,604.0,346.0,463.0,703.0
PF3D7_0921900,727.0,1026.0,6620.491999999999,1721.0,2074.0,6738.624,1239.0,522.0,664.0,906.0,2913.321,1531.996,153.0,1154.0,107.0,6885.366,1888.0,608.0,804.0,4043.362,7178.654,498.0,1028.0,162.0,439.0,379.0,404.0,391.0,546.0,1008.0,496.0,1449.0
PF3D7_0922000,34.0,16.0,143.0,18.0,297.0,64.0,44.0,11.0,47.0,21.0,363.0,32.0,4.0,69.0,7.0,91.0,77.0,38.0,22.0,322.0,159.0,6.0,53.0,1.0,12.0,5.0,13.0,13.0,12.0,173.0,6.0,5.0
PF3D7_0922100,6180.369000000001,4640.029,22636.136000000002,6556.019,20551.992,32819.684,10018.148000000001,1523.274,5542.133000000001,5095.535,32506.017000000003,8693.065999999999,942.0,11070.163,619.0,36446.138999999996,22207.769,5107.746,6019.146,39466.647000000004,62694.609000000004,1782.068,10231.805,408.0,3295.002,3026.5409999999997,2429.9410000000003,1148.598,1803.95,13363.527,2298.354,4531.0740000000005
PF3D7_0922200,4593.0,15099.361,31341.333,17224.648999999998,49411.9,43057.560999999994,11540.003,4564.0,10462.795,6601.0,36077.404,17058.322,2842.0029999999997,16750.861,1181.0,39953.787000000004,46844.081,11412.238000000001,17373.763,27955.016,42297.645,2777.0,8640.0,1565.997,6512.036999999999,3346.0,5491.982,4311.0,6291.101,14751.976,5574.709,26139.335
PF3D7_0922300,3.0,7.0,58.0,15.0,152.0,40.0,6.0,4.0,15.0,5.0,76.843,10.0,6.0,34.0,0.0,49.651,58.0,29.0,7.0,89.131,72.0,3.0,15.0,2.0,7.0,2.0,11.0,11.0,15.0,51.363,15.0,4.0
PF3D7_0922400,6.0,8.0,70.0,8.0,302.934,26.0,12.0,10.0,25.0,2.0,108.15700000000001,5.0,7.0,77.0,7.0,81.34899999999999,47.013999999999996,41.0,15.0,90.29799999999999,49.0,4.0,16.0,0.0,5.0,2.0,31.0,17.0,9.0,113.637,8.0,8.0
PF3D7_0922500,1219.141,7511.734,58109.665,15312.192,9680.985999999999,13211.918,4948.464,6278.099,3718.8340000000003,2231.653,7997.7080000000005,21141.841,423.05400000000003,3820.0370000000003,1139.999,39066.375,2877.64,8176.342,4361.602,10657.931999999999,12449.203000000001,2865.408,5103.845,2358.5,1098.157,4454.209,1156.575,7781.884,10610.463,2964.8559999999998,8938.965,29189.645
PF3D7_0922600,1858.859,6078.456999999999,14508.972,4310.808,7178.751,14877.743999999999,4760.438,4691.842000000001,3153.1659999999997,2348.347,7561.004,10641.583,1339.9460000000001,4824.049,437.001,20606.591,9555.055,5618.107,5542.433000000001,12636.035,21582.618,607.891,3079.377,690.507,1983.8429999999998,1623.7910000000002,2057.425,3705.8379999999997,4212.581,3736.261,4702.035,14741.933
PF3D7_0922700,256.0,787.012,1860.846,1019.0,1556.0,3209.3909999999996,572.0,306.0,380.0,562.0,887.0,1151.0,128.0,632.0,33.0,2392.589,887.0,528.0,513.026,2251.157,3429.512,236.0,494.0,73.0,305.0,104.0,178.0,295.0,351.0,735.0,221.46200000000002,810.0
PF3D7_0922800,421.845,272.346,538.268,274.115,1544.9160000000002,2237.865,466.866,68.093,578.242,265.21299999999997,1592.6470000000002,640.962,41.01,404.36800000000005,21.000999999999998,824.2639999999999,401.05699999999996,335.38,267.187,1465.594,2613.606,21.08,335.205,12.0,219.957,67.02199999999999,209.229,33.009,41.147,271.883,110.145,394.70300000000003
PF3D7_0922900,44.0,11.0,58.0,7.0,247.097,62.0,30.0,7.0,27.0,11.0,200.225,13.0,10.0,76.0,5.0,56.0,67.0,60.038999999999994,5.0,62.0,66.0,4.0,16.0,0.0,5.0,0.0,11.0,7.0,5.0,159.0,5.0,3.0
PF3D7_0923000,425.0,720.0,3180.055,901.0,1549.898,2970.005,967.0,769.0,390.0,344.0,1862.865,1465.549,201.0,946.0,63.0,2921.027,1329.0,673.961,634.0,1233.0,2689.684,174.0,412.0,140.0,302.0,115.0,230.0,269.0,581.0,894.0,413.0,665.0
PF3D7_0923100,2.0,12.0,462.0,102.0,13.0,54.0,11.0,77.0,12.0,11.0,13.0,17.0,2.0,6.0,8.0,201.0,26.0,8.0,17.0,5.0,46.0,15.0,5.0,20.0,11.0,5.0,6.0,28.0,66.0,6.0,31.0,25.0
PF3D7_0923200,728.0,972.0,9410.704,2948.0,1884.0,5265.4130000000005,1500.009,901.0,630.0,607.0,1317.8629999999998,2255.0,111.0,663.0,211.0,8300.583,1795.0,518.0,1095.0,2244.9539999999997,3902.79,901.0,585.0,272.0,529.0,437.0,431.0,577.0,1052.0,630.0,973.0,1611.0
PF3D7_0923300,187.0,183.0,2605.004,392.0,1354.0,1415.0,302.0,204.0,322.0,151.0,1089.0,252.0,32.0,313.0,54.0,2982.762,330.0,189.0,291.0,1232.046,1431.974,228.0,210.0,48.0,148.0,106.0,183.0,139.0,202.0,317.0,301.0,186.0
PF3D7_0923400,68.501,30.691999999999997,4109.811,492.43300000000005,406.406,692.7460000000001,99.044,53.091,106.0,42.016999999999996,294.548,105.734,8.011000000000001,99.925,54.001000000000005,3604.599,163.33700000000002,30.968000000000004,77.7,720.291,831.6560000000001,267.33799999999997,92.15799999999999,35.052,35.001,52.099,51.89,29.0,126.611,162.555,63.071999999999996,103.96799999999999
PF3D7_0923500,32.330999999999996,13.743,182.265,27.305999999999997,32.965,111.781,46.66,7.0489999999999995,23.728,10.407,56.74,44.69,2.028,12.769,0.0,239.36900000000003,10.057,21.165,5.535,63.54,87.99600000000001,21.644000000000002,24.195,0.0,5.495,20.903000000000002,4.357,6.067,23.686999999999998,13.821,11.512,37.878
PF3D7_0923600,26.0,2.0,29.0,9.0,17.0,14.0,13.0,1.0,7.0,2.0,24.0,11.0,0.0,2.0,0.0,45.0,0.0,14.0,0.0,19.0,17.0,3.0,7.0,0.0,0.0,2.0,1.0,2.0,13.0,3.0,3.0,14.0
PF3D7_0923700,2.001,1.0,19.0,2.0,215.0,8.0,13.0,1.0,3.0,6.0,143.0,7.0,2.0,67.0,0.0,46.0,24.0,25.0,8.0,42.0,19.0,2.0,9.0,1.0,1.0,0.0,18.0,6.0,1.0,72.0,3.0,2.0
PF3D7_0923800.1,52.341,49.0,131.602,92.646,702.382,40.608000000000004,71.0,102.177,93.0,88.0,365.48699999999997,0.0,19.141,216.74,14.0,128.398,114.35600000000001,149.653,47.492,104.027,109.286,17.0,37.994,14.058,10.0,13.0,70.98100000000001,67.0,12.072000000000001,209.322,12.870999999999999,42.0
PF3D7_0923800.2,59.659,0.0,260.39799999999997,37.354,937.627,142.10399999999998,0.0,39.823,0.0,0.0,624.513,41.0,49.858999999999995,343.26,0.0,187.606,203.644,284.347,23.508000000000003,167.97299999999998,206.71400000000003,0.0,18.006,13.942,0.0,0.0,51.019,0.0,38.928000000000004,247.678,44.129,0.0
PF3D7_0923900,2222.04,6596.9980000000005,7499.039000000001,7712.645,9766.959,16314.045,5642.811,3481.5609999999997,4399.0,4197.0,11462.437,7795.013000000001,1070.0,4074.087,262.0,7371.1,12215.018999999998,6742.928000000001,6796.996,6050.306,16979.117,839.0,3418.449,631.0,2530.0,731.0,2734.0,1614.0,2737.991,5330.008000000001,1397.9660000000001,5566.0
PF3D7_0924000,1949.086,3062.0290000000005,4790.231,4581.553,10208.919,10073.504,3562.9190000000003,2306.599,3360.03,2254.778,9553.943000000001,4325.847,1148.101,4461.427,200.05599999999998,7663.5509999999995,7549.465,4487.438,2880.5209999999997,5755.534000000001,13901.489,433.934,2479.74,337.781,1627.364,658.0089999999999,2173.54,1097.336,1729.1129999999998,4624.123,1002.59,3110.2340000000004
PF3D7_0924100,81.0,119.0,3129.0029999999997,499.0,97.0,560.0,134.0,98.0,37.0,28.0,154.0,434.0,3.0,27.0,83.0,2124.16,23.035999999999998,30.0,113.0,276.056,75.0,271.0,139.0,63.0,48.733999999999995,140.0,7.0,127.0,277.0,66.0,251.0,420.0
PF3D7_0924200,6.0,13.0,700.048,157.0,70.0,86.0,14.0,25.0,3.0,8.0,34.001,43.0,0.0,11.0,18.0,784.055,18.0,13.003,19.0,73.0,45.0,85.0,21.0,30.0,4.0,46.0,3.0,26.0,42.0,29.0,37.0,138.0
PF3D7_0924300,6.0,3.0,53.003,12.0,101.0,10.0,1.0,2.0,4.0,10.0,44.0,2.0,2.0,14.0,1.0,26.0,8.0,30.0,0.0,22.0,27.0,1.0,5.0,0.0,1.0,1.0,11.0,1.0,8.0,16.0,3.0,1.0
PF3D7_0924400,1859.9979999999998,1440.02,7428.347,2113.23,6844.37,8517.322,2185.27,308.0,2423.256,1545.046,9194.959,4617.146,324.134,3446.607,173.0,7584.876,2885.83,1611.0,1225.0,10633.377,11684.107,544.001,2476.0,105.0,953.012,416.0,857.0169999999999,283.025,349.0,2813.0190000000002,735.158,1663.009
PF3D7_0924500,8.696,11.474,634.808,58.092,81.84,51.805,32.527,15.001,3.0,11.950999999999999,21.095,7.18,1.0,13.780999999999999,2.0,78.577,16.594,251.09099999999998,5.186,20.36,17.483,30.061,4.012,15.074000000000002,9.533,3.8480000000000003,60.263000000000005,25.608,79.27,14.433,32.389,26.749000000000002
PF3D7_0924600,5.0,0.0,110.0,1.0,46.0,7.007000000000001,2.0,0.0,0.0,0.0,24.0,1.0,1.0,15.0,3.0,51.0,10.006,1.001,0.0,16.0,3.0,14.0,1.0,0.0,3.0,4.0,0.0,1.0,1.0,12.0,1.0,1.0
PF3D7_0924700,650.0,855.0,5807.07,1142.0,1998.0,3851.243,1317.0,495.0,714.0,728.0,3054.518,1943.0,306.0,1396.0,146.0,3535.4390000000003,2271.0,760.0,614.0,2797.09,3691.177,413.0,794.0,90.0,596.0,110.0,369.0,173.0,366.0,1840.0,296.0,606.0
PF3D7_0924800,0.0,0.0,4.0,2.0,7.0,2.9939999999999998,0.0,0.0,3.0,3.0,9.0,1.0,0.0,0.0,0.0,1.0,5.0,3.0,0.0,15.0,4.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0
PF3D7_0924900,3.0,0.0,62.76,1.0,26.435,14.005999999999998,4.0,5.0,4.002,0.0,21.433000000000003,1.0,0.0,4.342,2.0,8.0,9.0,3.0,1.0,11.34,4.0,19.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
PF3D7_0925000,2.0,0.0,24.24,10.0,31.565,11.0,5.0,2.0,4.998,0.0,18.567,1.0,0.0,8.658,1.0,6.0,8.0,4.0,3.0,16.66,15.0,1.0,5.0,3.0,0.0,0.0,4.0,1.0,3.0,32.0,1.0,0.0
PF3D7_0925100,16.0,19.0,15.0,26.0,114.0,65.008,33.0,2.0,71.0,24.0,115.0,12.001,10.0,25.0,0.0,49.0,22.0,39.0,22.0,161.0,102.088,5.0,25.0,0.0,31.0,0.0,9.0,2.0,3.0,8.0,4.0,2.0
PF3D7_0925200,264.0,375.033,1328.056,503.0,1279.562,2402.058,470.0,58.0,528.0,325.0,1929.717,820.177,80.0,645.0,26.0,1962.895,407.0,379.0,339.0,3552.663,3862.965,75.0,395.0,18.0,263.0,108.0,139.0,60.0,93.0,505.0,95.0,245.0
PF3D7_0925300,5.0,0.0,154.0,32.0,23.0,16.0,1.0,12.0,1.0,0.0,6.0,3.0,0.0,3.0,0.0,37.0,2.0,4.0,2.0,4.0,1.0,24.0,0.0,7.0,0.0,1.0,0.0,10.0,6.0,3.0,1.0,3.0
PF3D7_0925400,7.0,0.0,1978.414,283.017,134.0,195.0,11.0,170.0,4.0,0.0,56.0,6.0,2.0,17.0,29.0,311.0,3.0,20.0,19.0,5.0,5.0,203.0,2.0,105.0,2.0,16.0,4.0,58.036,284.0,20.0,15.0,53.0
PF3D7_0925500,3.0,1.0,254.00599999999997,63.0,7.0,28.0,3.0,7.0,4.0,0.0,2.0,6.0,0.0,3.0,2.0,95.0,4.0,0.0,1.0,1.0,0.0,13.0,4.0,14.0,0.0,1.0,0.0,2.0,16.0,2.0,2.0,7.0
PF3D7_0925600,2.0,0.0,9.0,8.0,2.0,7.0,0.0,2.0,1.0,0.0,4.0,1.0,0.0,2.0,0.0,8.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,2.0,1.0,1.0,0.0
PF3D7_0925700,1891.0,1856.0,30183.057,6817.0,7031.634,7728.755,2801.0,5076.0,2017.0,654.0,8734.588,4854.0,527.0,2259.001,479.0,28991.929,2486.0,5265.408,2951.0,2962.6020000000003,3483.325,2802.0,1479.0,1775.0,773.0,3189.0,1115.0,4500.0,5336.0,3276.0,4470.288,14608.828000000001
PF3D7_0925800,113.001,17.0,4461.804,708.332,663.043,314.449,181.571,119.0,62.645,32.0,602.47,47.00899999999999,17.0,172.269,81.02,4875.607,133.999,144.993,70.71,520.047,274.805,429.009,59.768,61.0,29.87,583.3919999999999,19.0,291.522,257.918,375.0,245.929,340.0
